game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
HGKQHSW,1915,Virginia League,1915-04-22,0,regular,P4264009,Ruhland,
HGKQHSW,1915,Virginia League,1915-04-22,0,regular,P7389493,Ryan,
TMMMSVW,1915,Virginia League,1915-04-22,0,regular,P9320615,McNulty,
CPKXWCM,1915,Virginia League,1915-04-22,0,regular,P7854835,Rossback,
CPKXWCM,1915,Virginia League,1915-04-22,0,regular,P5536167,McGowan,
HPJTWRV,1915,Virginia League,1915-04-23,0,regular,P7389493,Ryan,
HPJTWRV,1915,Virginia League,1915-04-23,0,regular,P4264009,Ruhland,
NFSVDKX,1915,Virginia League,1915-04-23,0,regular,P5536167,McGowan,
NFSVDKX,1915,Virginia League,1915-04-23,0,regular,P7854835,Rossback,
NXBQCQY,1915,Virginia League,1915-04-24,0,regular,P7389493,Ryan,
NXBQCQY,1915,Virginia League,1915-04-24,0,regular,P4264009,Ruhland,
XPPMQQC,1915,Virginia League,1915-04-24,0,regular,P5536167,McGowan,
HMKDTQN,1915,Virginia League,1915-04-24,0,regular,P7854835,Rossback,
DSBBJNB,1915,Virginia League,1915-04-26,0,regular,P7389493,Ryan,
NRGJDCD,1915,Virginia League,1915-04-26,0,regular,P5536167,McGowan,
NRGJDCD,1915,Virginia League,1915-04-26,0,regular,P7854835,Rossback,
ZPXZJGS,1915,Virginia League,1915-04-26,0,regular,P5536167,McGowan,
ZPXZJGS,1915,Virginia League,1915-04-26,0,regular,P7854835,Rossback,
RDCWZBV,1915,Virginia League,1915-04-27,0,regular,P7389493,Ryan,
MWYPYVJ,1915,Virginia League,1915-04-27,0,regular,P7854835,Rossback,
MWYPYVJ,1915,Virginia League,1915-04-27,0,regular,P5536167,McGowan,
BSTXLNY,1915,Virginia League,1915-04-27,0,regular,P8458935,Upre,
BSTXLNY,1915,Virginia League,1915-04-27,0,regular,P4264009,Ruhland,
NZQBPBP,1915,Virginia League,1915-04-28,0,regular,P7389493,Ryan,
CYKJTFN,1915,Virginia League,1915-04-28,0,regular,P7071362,Ross,
CYKJTFN,1915,Virginia League,1915-04-28,0,regular,P5536167,McGowan,
DLNTYQD,1915,Virginia League,1915-04-28,0,regular,P4264009,Ruhland,
