team.league,team.key,team.name,source,key,gloss.name.last,gloss.name.first,person.name.last,person.name.first,person.seq,pos
Blue Ridge League,BLRCHA,Chambersburg,1915-PI,19150604-BLRCHA-BLRGET-0,Bitters,,Batters,,b08,p
Blue Ridge League,BLRCHA,Chambersburg,1915-FP,19150528-BLRCHA-BLRHAG-0,,,Bitters,,a00,p
Blue Ridge League,BLRCHA,Chambersburg,1915-GSS,19150528-BLRCHA-BLRHAG-0,,,Bitters,,a00,p
Blue Ridge League,BLRCHA,Chambersburg,1915-HMH,19150528-BLRCHA-BLRHAG-0,,,Bitters,,a08,p
Blue Ridge League,BLRCHA,Chambersburg,1915-FP,19150531-BLRCHA-BLRHAN-1,,,Bitters,,a01,p
Blue Ridge League,BLRCHA,Chambersburg,1915-HMH,19150531-BLRCHA-BLRHAN-1,,,Bitters,,a01,p
Blue Ridge League,BLRCHA,Chambersburg,1915-PI,19150531-BLRCHA-BLRHAN-1,,,Bitters,,a09,p
Blue Ridge League,BLRCHA,Chambersburg,1915-HMH,19150604-BLRCHA-BLRGET-0,,,Bitters,,b00,p
Blue Ridge League,BLRCHA,Chambersburg,1915-FP,19150608-BLRCHA-BLRHAN-0,,,Bitters,,b00,p
Blue Ridge League,BLRCHA,Chambersburg,1915-HES,19150608-BLRCHA-BLRHAN-0,,,Bitters,,b08,p
Blue Ridge League,BLRCHA,Chambersburg,1915-HMH,19150608-BLRCHA-BLRHAN-0,,,Bitters,,b00,p
Blue Ridge League,BLRCHA,Chambersburg,1915-PI,19150608-BLRCHA-BLRHAN-0,,,Bitters,,b08,p
Blue Ridge League,BLRCHA,Chambersburg,1915-FP,19150611-BLRCHA-BLRFRE-0,,,Bitters,,a08,ph
Blue Ridge League,BLRCHA,Chambersburg,1915-HES,19150614-BLRCHA-BLRMAR-0,,,Bitters,,b08,p
Blue Ridge League,BLRCHA,Chambersburg,1915-PI,19150614-BLRCHA-BLRMAR-0,,,Bitters,,b08,p
Blue Ridge League,BLRCHA,Chambersburg,1915-GSS,19150617-BLRCHA-BLRMAR-0,,,Bitters,,a00,p
Blue Ridge League,BLRCHA,Chambersburg,1915-HES,19150617-BLRCHA-BLRMAR-0,,,Bitters,,a08,p
Blue Ridge League,BLRCHA,Chambersburg,1915-HMH,19150617-BLRCHA-BLRMAR-0,,,Bitters,,a00,p
Blue Ridge League,BLRCHA,Chambersburg,1915-PI,19150617-BLRCHA-BLRMAR-0,,,Bitters,,a00,p
Blue Ridge League,BLRCHA,Chambersburg,1915-FP,19150621-BLRCHA-BLRHAG-0,,,Bitters,,a01,p
Blue Ridge League,BLRCHA,Chambersburg,1915-GSS,19150621-BLRCHA-BLRHAG-0,,,Bitters,,a01,p
Blue Ridge League,BLRCHA,Chambersburg,1915-HES,19150621-BLRCHA-BLRHAG-0,,,Bitters,,a11,p
Blue Ridge League,BLRCHA,Chambersburg,1915-HMH,19150621-BLRCHA-BLRHAG-0,,,Bitters,,a11,p
Blue Ridge League,BLRCHA,Chambersburg,1915-FP,19150624-BLRCHA-BLRHAN-0,,,Bitters,,b00,p
Blue Ridge League,BLRCHA,Chambersburg,1915-GSS,19150624-BLRCHA-BLRHAN-0,,,Bitters,,b00,p
Blue Ridge League,BLRCHA,Chambersburg,1915-HES,19150624-BLRCHA-BLRHAN-0,,,Bitters,,b08,p
Blue Ridge League,BLRCHA,Chambersburg,1915-FP,19150818-BLRCHA-BLRFRE-1,,,Boyle,,b04,1b
Blue Ridge League,BLRCHA,Chambersburg,1915-HES,19150818-BLRCHA-BLRFRE-1,,,Boyle,,b04,1b
Blue Ridge League,BLRCHA,Chambersburg,1915-FP,19150818-BLRCHA-BLRFRE-2,,,Boyle,,b04,1b
Blue Ridge League,BLRCHA,Chambersburg,1915-HES,19150818-BLRCHA-BLRFRE-2,,,Boyle,,b04,1b
Blue Ridge League,BLRCHA,Chambersburg,1915-FP,19150820-BLRCHA-BLRFRE-0,,,Boyle,,a04,1b
Blue Ridge League,BLRCHA,Chambersburg,1915-HES,19150820-BLRCHA-BLRFRE-0,,,Boyle,,a04,1b
Blue Ridge League,BLRCHA,Chambersburg,1915-PI,19150821-BLRCHA-BLRFRE-0,,,Boyle,,a04,1b
Blue Ridge League,BLRCHA,Chambersburg,1915-PI,19150823-BLRCHA-BLRMAR-0,,,Boyle,,b04,1b
Blue Ridge League,BLRCHA,Chambersburg,1915-HES,19150824-BLRCHA-BLRMAR-0,,,Boyle,,b04,1b
Blue Ridge League,BLRCHA,Chambersburg,1915-HES,19150825-BLRCHA-BLRMAR-1,,,Boyle,,a04,1b
Blue Ridge League,BLRCHA,Chambersburg,1915-HES,19150825-BLRCHA-BLRMAR-2,,,Boyle,,a05,1b
Blue Ridge League,BLRCHA,Chambersburg,1915-HES,19150826-BLRCHA-BLRMAR-1,,,Boyle,,a01,1b
Blue Ridge League,BLRCHA,Chambersburg,1915-PI,19150707-BLRCHA-BLRMAR-0,,,Carney,,b06,3b
Blue Ridge League,BLRCHA,Chambersburg,1915-PI,19150607-BLRCHA-BLRHAN-0,,,Clay,,b03,rf
Blue Ridge League,BLRCHA,Chambersburg,1915-HES,19150608-BLRCHA-BLRHAN-0,,,Clay,,b03,rf
Blue Ridge League,BLRCHA,Chambersburg,1915-PI,19150608-BLRCHA-BLRHAN-0,,,Clay,,b03,rf
Blue Ridge League,BLRCHA,Chambersburg,1915-HES,19150609-BLRCHA-BLRFRE-0,,,Clay,,b03,rf
Blue Ridge League,BLRCHA,Chambersburg,1915-PI,19150609-BLRCHA-BLRFRE-0,,,Clay,,b03,rf
Blue Ridge League,BLRCHA,Chambersburg,1915-HES,19150610-BLRCHA-BLRFRE-0,,,Clay,,b03,rf
Blue Ridge League,BLRCHA,Chambersburg,1915-PI,19150610-BLRCHA-BLRFRE-0,,,Clay,,b03,rf
Blue Ridge League,BLRCHA,Chambersburg,1915-FP,19150611-BLRCHA-BLRFRE-0,,,Clay,,a03,rf
Blue Ridge League,BLRCHA,Chambersburg,1915-HES,19150611-BLRCHA-BLRFRE-0,,,Clay,,a03,rf
Blue Ridge League,BLRCHA,Chambersburg,1915-PI,19150611-BLRCHA-BLRFRE-0,,,Clay,,a03,rf
Blue Ridge League,BLRCHA,Chambersburg,1915-FP,19150612-BLRCHA-BLRFRE-0,,,Clay,,a04,rf
