key,league,date,number,source,team1.name,team1.align,team1.score,team2.name,team2.align,team2.score,status_code,status_reason
19150527-BLRCHA-BLRHAG-0,Blue Ridge League,1915-05-27,0,1915-FP,Hagerstown,a,,Chambersburg,h,,final,
19150527-BLRCHA-BLRHAG-0,Blue Ridge League,1915-05-27,0,1915-GSS,Hagerstown,a,,Chambersburg,h,,final,
19150527-BLRCHA-BLRHAG-0,Blue Ridge League,1915-05-27,0,1915-HES,Hagerstown,a,3.0,Chambersburg,h,1.0,final,
19150527-BLRCHA-BLRHAG-0,Blue Ridge League,1915-05-27,0,1915-HMH,Hagerstown,a,3.0,Chambersburg,h,1.0,final,
19150527-BLRCHA-BLRHAG-0,Blue Ridge League,1915-05-27,0,1915-PI,Hagerstown,a,3,Chambersburg,h,1,final,
19150527-BLRFRE-BLRMAR-0,Blue Ridge League,1915-05-27,0,1915-FP,Martinsburg,a,3.0,Frederick,h,14.0,final,
19150527-BLRFRE-BLRMAR-0,Blue Ridge League,1915-05-27,0,1915-GSS,Martinsburg,a,,Frederick,h,,final,
19150527-BLRFRE-BLRMAR-0,Blue Ridge League,1915-05-27,0,1915-HES,Martinsburg,a,3.0,Frederick,h,14.0,final,
19150527-BLRFRE-BLRMAR-0,Blue Ridge League,1915-05-27,0,1915-HMH,Martinsburg,a,,Frederick,h,,final,
19150527-BLRFRE-BLRMAR-0,Blue Ridge League,1915-05-27,0,1915-PI,Martinsburg,a,,Frederick,h,,final,
19150527-BLRGET-BLRHAN-0,Blue Ridge League,1915-05-27,0,1915-FP,Gettysburg,a,,Hanover,h,,final,
19150527-BLRGET-BLRHAN-0,Blue Ridge League,1915-05-27,0,1915-GSS,Gettysburg,a,,Hanover,h,,final,
19150527-BLRGET-BLRHAN-0,Blue Ridge League,1915-05-27,0,1915-HES,Gettysburg,a,5.0,Hanover,h,0.0,final,
19150527-BLRGET-BLRHAN-0,Blue Ridge League,1915-05-27,0,1915-HMH,Gettysburg,a,,Hanover,h,,final,
19150527-BLRGET-BLRHAN-0,Blue Ridge League,1915-05-27,0,1915-PI,Gettysburg,a,5,Hanover,h,0,final,
19150528-BLRCHA-BLRHAG-0,Blue Ridge League,1915-05-28,0,1915-FP,Chambersburg,a,,Hagerstown,h,,final,
19150528-BLRCHA-BLRHAG-0,Blue Ridge League,1915-05-28,0,1915-GSS,Chambersburg,a,,Hagerstown,h,,final,
19150528-BLRCHA-BLRHAG-0,Blue Ridge League,1915-05-28,0,1915-HMH,Chambersburg,a,2.0,Hagerstown,h,0.0,final,
19150528-BLRFRE-BLRMAR-0,Blue Ridge League,1915-05-28,0,1915-FP,Frederick,a,3.0,Martinsburg,h,5.0,final,
19150528-BLRFRE-BLRMAR-0,Blue Ridge League,1915-05-28,0,1915-GSS,Frederick,a,,Martinsburg,h,,final,
19150528-BLRFRE-BLRMAR-0,Blue Ridge League,1915-05-28,0,1915-HMH,Frederick,a,3.0,Martinsburg,h,5.0,final,
19150528-BLRGET-BLRHAN-0,Blue Ridge League,1915-05-28,0,1915-FP,Hanover,a,,Gettysburg,h,,final,
19150528-BLRGET-BLRHAN-0,Blue Ridge League,1915-05-28,0,1915-GSS,Hanover,a,5.0,Gettysburg,h,1.0,final,
19150528-BLRGET-BLRHAN-0,Blue Ridge League,1915-05-28,0,1915-HES,Hanover,a,5.0,Gettysburg,h,1.0,final,
19150528-BLRGET-BLRHAN-0,Blue Ridge League,1915-05-28,0,1915-HMH,Hanover,a,,Gettysburg,h,,final,
19150528-BLRGET-BLRHAN-0,Blue Ridge League,1915-05-28,0,1915-PI,Hanover,a,5,Gettysburg,h,1,final,
19150529-BLRCHA-BLRHAG-0,Blue Ridge League,1915-05-29,0,1915-FP,Chambersburg,a,,Hagerstown,h,,postponed,
19150529-BLRCHA-BLRHAG-0,Blue Ridge League,1915-05-29,0,1915-GSS,Chambersburg,a,,Hagerstown,h,,postponed,
19150529-BLRCHA-BLRHAG-0,Blue Ridge League,1915-05-29,0,1915-HMH,Chambersburg,a,,Hagerstown,h,,postponed,
19150529-BLRFRE-BLRMAR-0,Blue Ridge League,1915-05-29,0,1915-FP,Frederick,a,4.0,Martinsburg,h,3.0,final,
19150529-BLRFRE-BLRMAR-0,Blue Ridge League,1915-05-29,0,1915-GSS,Frederick,a,4.0,Martinsburg,h,3.0,final,
19150529-BLRFRE-BLRMAR-0,Blue Ridge League,1915-05-29,0,1915-HMH,Frederick,a,4.0,Martinsburg,h,3.0,final,
19150529-BLRFRE-BLRMAR-0,Blue Ridge League,1915-05-29,0,1915-PI,Frederick,a,4,Martinsburg,h,3,final,
19150529-BLRGET-BLRHAN-0,Blue Ridge League,1915-05-29,0,1915-FP,Gettysburg,a,3.0,Hanover,h,4.0,final,
19150529-BLRGET-BLRHAN-0,Blue Ridge League,1915-05-29,0,1915-GSS,Gettysburg,a,3.0,Hanover,h,4.0,final,
19150529-BLRGET-BLRHAN-0,Blue Ridge League,1915-05-29,0,1915-HMH,Gettysburg,a,3.0,Hanover,h,4.0,final,
19150529-BLRGET-BLRHAN-0,Blue Ridge League,1915-05-29,0,1915-PI,Gettysburg,a,3,Hanover,h,4,final,
19150531-BLRCHA-BLRHAN-1,Blue Ridge League,1915-05-31,1,1915-FP,Chambersburg,a,,Hanover,h,,final,
19150531-BLRCHA-BLRHAN-1,Blue Ridge League,1915-05-31,1,1915-GSS,Chambersburg,a,,Hanover,h,,final,
19150531-BLRCHA-BLRHAN-1,Blue Ridge League,1915-05-31,1,1915-HMH,Chambersburg,a,,Hanover,h,,final,
19150531-BLRCHA-BLRHAN-1,Blue Ridge League,1915-05-31,1,1915-PI,Chambersburg,a,2,Hanover,h,8,final,
19150531-BLRCHA-BLRHAN-2,Blue Ridge League,1915-05-31,2,1915-FP,Chambersburg,a,,Hanover,h,,final,
19150531-BLRCHA-BLRHAN-2,Blue Ridge League,1915-05-31,2,1915-GSS,Chambersburg,a,,Hanover,h,,final,
19150531-BLRCHA-BLRHAN-2,Blue Ridge League,1915-05-31,2,1915-HMH,Chambersburg,a,,Hanover,h,,final,
19150531-BLRCHA-BLRHAN-2,Blue Ridge League,1915-05-31,2,1915-PI,Chambersburg,a,3,Hanover,h,2,final,
19150531-BLRFRE-BLRGET-1,Blue Ridge League,1915-05-31,1,1915-FP,Frederick,a,,Gettysburg,h,,postponed,
19150531-BLRFRE-BLRGET-1,Blue Ridge League,1915-05-31,1,1915-GSS,Frederick,a,,Gettysburg,h,,postponed,
19150531-BLRFRE-BLRGET-1,Blue Ridge League,1915-05-31,1,1915-HMH,Frederick,a,,Gettysburg,h,,postponed,
19150531-BLRFRE-BLRGET-2,Blue Ridge League,1915-05-31,2,1915-FP,Gettysburg,a,5.0,Frederick,h,7.0,final,
19150531-BLRFRE-BLRGET-2,Blue Ridge League,1915-05-31,2,1915-GSS,Gettysburg,a,5.0,Frederick,h,7.0,final,
19150531-BLRFRE-BLRGET-2,Blue Ridge League,1915-05-31,2,1915-HMH,Gettysburg,a,,Frederick,h,,final,
19150531-BLRFRE-BLRGET-2,Blue Ridge League,1915-05-31,2,1915-PI,Gettysburg,a,5,Frederick,h,7,final,
19150531-BLRHAG-BLRMAR-1,Blue Ridge League,1915-05-31,1,1915-FP,Martinsburg,a,,Hagerstown,h,,final,
19150531-BLRHAG-BLRMAR-1,Blue Ridge League,1915-05-31,1,1915-GSS,Martinsburg,a,,Hagerstown,h,,final,
19150531-BLRHAG-BLRMAR-1,Blue Ridge League,1915-05-31,1,1915-HMH,Martinsburg,a,2.0,Hagerstown,h,3.0,final,
19150531-BLRHAG-BLRMAR-1,Blue Ridge League,1915-05-31,1,1915-PI,Martinsburg,a,2,Hagerstown,h,3,final,
19150531-BLRHAG-BLRMAR-2,Blue Ridge League,1915-05-31,2,1915-FP,Hagerstown,a,,Martinsburg,h,,final,
19150531-BLRHAG-BLRMAR-2,Blue Ridge League,1915-05-31,2,1915-GSS,Hagerstown,a,,Martinsburg,h,,final,
19150531-BLRHAG-BLRMAR-2,Blue Ridge League,1915-05-31,2,1915-HMH,Hagerstown,a,4.0,Martinsburg,h,2.0,final,
19150601-BLRCHA-BLRGET-0,Blue Ridge League,1915-06-01,0,1915-GSS,Gettysburg,a,,Chambersburg,h,,final,
19150601-BLRCHA-BLRGET-0,Blue Ridge League,1915-06-01,0,1915-HMH,Gettysburg,a,,Chambersburg,h,,final,
19150602-BLRCHA-BLRGET-0,Blue Ridge League,1915-06-02,0,1915-GSS,Gettysburg,a,,Chambersburg,h,,postponed,
19150602-BLRCHA-BLRGET-0,Blue Ridge League,1915-06-02,0,1915-HMH,Gettysburg,a,,Chambersburg,h,,postponed,
19150602-BLRFRE-BLRHAN-0,Blue Ridge League,1915-06-02,0,1915-GSS,Hanover,a,,Frederick,h,,postponed,
19150602-BLRFRE-BLRHAN-0,Blue Ridge League,1915-06-02,0,1915-HMH,Hanover,a,,Frederick,h,,postponed,
19150602-BLRHAG-BLRMAR-0,Blue Ridge League,1915-06-02,0,1915-FP,Martinsburg,a,,Hagerstown,h,,postponed,
19150602-BLRHAG-BLRMAR-0,Blue Ridge League,1915-06-02,0,1915-GSS,Martinsburg,a,,Hagerstown,h,,postponed,
19150602-BLRHAG-BLRMAR-0,Blue Ridge League,1915-06-02,0,1915-HMH,Martinsburg,a,,Hagerstown,h,,postponed,
19150603-BLRCHA-BLRGET-0,Blue Ridge League,1915-06-03,0,1915-FP,Gettysburg,a,,Chambersburg,h,,postponed,
19150603-BLRCHA-BLRGET-0,Blue Ridge League,1915-06-03,0,1915-GSS,Gettysburg,a,,Chambersburg,h,,postponed,
19150603-BLRCHA-BLRGET-0,Blue Ridge League,1915-06-03,0,1915-HMH,Gettysburg,a,,Chambersburg,h,,postponed,
19150603-BLRFRE-BLRHAN-0,Blue Ridge League,1915-06-03,0,1915-FP,Hanover,a,,Frederick,h,,postponed,
19150603-BLRFRE-BLRHAN-0,Blue Ridge League,1915-06-03,0,1915-GSS,Hanover,a,,Frederick,h,,postponed,
19150603-BLRFRE-BLRHAN-0,Blue Ridge League,1915-06-03,0,1915-HMH,Hanover,a,,Frederick,h,,postponed,
19150603-BLRHAG-BLRMAR-0,Blue Ridge League,1915-06-03,0,1915-FP,Hagerstown,a,,Martinsburg,h,,postponed,
19150603-BLRHAG-BLRMAR-0,Blue Ridge League,1915-06-03,0,1915-GSS,Hagerstown,a,,Martinsburg,h,,postponed,
19150603-BLRHAG-BLRMAR-0,Blue Ridge League,1915-06-03,0,1915-HMH,Hagerstown,a,,Martinsburg,h,,postponed,
19150604-BLRCHA-BLRGET-0,Blue Ridge League,1915-06-04,0,1915-GSS,Gettysburg,a,6.0,Chambersburg,h,2.0,final,
19150604-BLRCHA-BLRGET-0,Blue Ridge League,1915-06-04,0,1915-HES,Gettysburg,a,,Chambersburg,h,,final,
19150604-BLRCHA-BLRGET-0,Blue Ridge League,1915-06-04,0,1915-HMH,Gettysburg,a,6.0,Chambersburg,h,2.0,final,
19150604-BLRCHA-BLRGET-0,Blue Ridge League,1915-06-04,0,1915-PI,Gettysburg,a,6,Chambersburg,h,2,final,
19150604-BLRFRE-BLRHAG-0,Blue Ridge League,1915-06-04,0,1915-FP,Frederick,a,,Hagerstown,h,,final,
19150604-BLRFRE-BLRHAG-0,Blue Ridge League,1915-06-04,0,1915-GSS,Frederick,a,,Hagerstown,h,,final,
19150604-BLRFRE-BLRHAG-0,Blue Ridge League,1915-06-04,0,1915-HES,Frederick,a,,Hagerstown,h,,final,
19150604-BLRFRE-BLRHAG-0,Blue Ridge League,1915-06-04,0,1915-HMH,Frederick,a,4.0,Hagerstown,h,0.0,final,
19150604-BLRFRE-BLRHAG-0,Blue Ridge League,1915-06-04,0,1915-PI,Frederick,a,4,Hagerstown,h,0,final,
19150604-BLRHAN-BLRMAR-0,Blue Ridge League,1915-06-04,0,1915-GSS,Martinsburg,a,,Hanover,h,,final,
19150604-BLRHAN-BLRMAR-0,Blue Ridge League,1915-06-04,0,1915-HES,Martinsburg,a,1.0,Hanover,h,3.0,final,
19150604-BLRHAN-BLRMAR-0,Blue Ridge League,1915-06-04,0,1915-HMH,Martinsburg,a,,Hanover,h,,final,
19150604-BLRHAN-BLRMAR-0,Blue Ridge League,1915-06-04,0,1915-PI,Martinsburg,a,1,Hanover,h,3,final,
19150605-BLRCHA-BLRGET-0,Blue Ridge League,1915-06-05,0,1915-FP,Gettysburg,a,8.0,Chambersburg,h,3.0,final,
19150605-BLRCHA-BLRGET-0,Blue Ridge League,1915-06-05,0,1915-GSS,Gettysburg,a,8.0,Chambersburg,h,3.0,final,
19150605-BLRCHA-BLRGET-0,Blue Ridge League,1915-06-05,0,1915-HES,Gettysburg,a,,Chambersburg,h,,final,
19150605-BLRCHA-BLRGET-0,Blue Ridge League,1915-06-05,0,1915-HMH,Gettysburg,a,,Chambersburg,h,,final,
19150605-BLRCHA-BLRGET-0,Blue Ridge League,1915-06-05,0,1915-PI,Gettysburg,a,8,Chambersburg,h,3,final,
19150605-BLRFRE-BLRHAG-0,Blue Ridge League,1915-06-05,0,1915-FP,Frederick,a,1.0,Hagerstown,h,0.0,final,
