key,league,date,number,source,team1.name,team1.align,team1.score,team2.name,team2.align,team2.score,status_code,status_reason
19150410-DCMMAG-DCMTXP-0,Dallas Commercial League,1915-04-10,0,1915-DMN,Magnolia,a,2,Texas & Pacific,h,4,final,
19150417-DCMMAG-DCMSGE-0,Dallas Commercial League,1915-04-17,0,1915-DMN,Magnolia,a,1,Southwest General Electric,h,9,final,
19150417-DCMPOS-DCMTXP-0,Dallas Commercial League,1915-04-17,0,1915-DMN,Post Office,a,6,Texas & Pacific,h,10,final,
19150501-DCMMAG-DCMTPL-0,Dallas Commercial League,1915-05-01,0,1915-DMN,Texas Power & Light,a,7,Magnolia,h,2,final,
19150501-DCMSGE-DCMTXP-0,Dallas Commercial League,1915-05-01,0,1915-DMN,Southwest General Electric,a,6,Texas & Pacific,h,4,final,
19150508-DCMMAG-DCMPOS-0,Dallas Commercial League,1915-05-08,0,1915-DMN,Magnolia,a,7,Post Office,h,3,final,
19150508-DCMSGE-DCMTPL-0,Dallas Commercial League,1915-05-08,0,1915-DMN,Texas Power & Light,a,3,Southwest General Electric,h,4,final,
19150515-DCMMAG-DCMTXP-0,Dallas Commercial League,1915-05-15,0,1915-DMN,Magnolia,a,3,Texas & Pacific,h,16,final,
19150515-DCMMKT-DCMSGE-0,Dallas Commercial League,1915-05-15,0,1915-DMN,Southwest General Electric,a,11,M K & T Railroad,h,2,final,
19150515-DCMPOS-DCMTPL-0,Dallas Commercial League,1915-05-15,0,1915-DMN,Texas Power & Light,a,7,Post Office,h,1,final,
19150522-DCMMAG-DCMSGE-0,Dallas Commercial League,1915-05-22,0,1915-DMN,Southwest General Electric,a,10,Magnolia,h,3,final,
19150522-DCMMKT-DCMTPL-0,Dallas Commercial League,1915-05-22,0,1915-DMN,Texas Power & Light,a,6,M K & T Railroad,h,5,final,
19150522-DCMPOS-DCMTXP-0,Dallas Commercial League,1915-05-22,0,1915-DMN,Post Office,a,0,Texas & Pacific,h,9,final,
19150529-DCMMAG-DCMMKT-0,Dallas Commercial League,1915-05-29,0,1915-DMN,M K & T Railroad,a,5,Magnolia,h,6,final,
19150529-DCMPOS-DCMSGE-0,Dallas Commercial League,1915-05-29,0,1915-DMN,Southwest General Electric,a,10,Post Office,h,6,final,
19150529-DCMTPL-DCMTXP-0,Dallas Commercial League,1915-05-29,0,1915-DMN,Texas & Pacific,a,4,Texas Power & Light,h,10,final,
19150605-DCMPOS-DCMSGE-0,Dallas Commercial League,1915-06-05,0,1915-DMN,Southwest General Electric,a,11,Post Office,h,7,completed early,due to darkness and windstorm
19150605-DCMTPL-DCMTXP-0,Dallas Commercial League,1915-06-05,0,1915-DMN,Texas & Pacific,a,12,Texas Power & Light,h,10,final,
