team.league,team.key,team.name,source,key,gloss.name.last,gloss.name.first,person.name.last,person.name.first,person.seq,pos
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150522-DCMMKT-DCMTPL-0,,,Attaway,,b09,c
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150529-DCMMAG-DCMMKT-0,,,Attaway,,a05,cf-c
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150612-DCMMKT-DCMPOS-0,,,Attaway,,b03,c-rf
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150529-DCMMAG-DCMMKT-0,,,Bridges,R.,a01,3b-2b
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150515-DCMMKT-DCMSGE-0,,,Brown,,b06,rf
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150515-DCMMKT-DCMSGE-0,,,Compton,,b07,c
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150529-DCMMAG-DCMMKT-0,,,Denny,,a08,rf
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150612-DCMMKT-DCMPOS-0,,,Denny,,b02,lf
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150522-DCMMKT-DCMTPL-0,,,Flake,,b10,rf
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150612-DCMMKT-DCMPOS-0,,,Flake,,b00,rf
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150515-DCMMKT-DCMSGE-0,,,Fleck,,b04,ss
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150522-DCMMKT-DCMTPL-0,,,Fleck,,b07,2b
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150515-DCMMKT-DCMSGE-0,,,Florence,,b08,p-1b
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150522-DCMMKT-DCMTPL-0,Florence,,Florance,,b08,p
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150529-DCMMAG-DCMMKT-0,,,Florence,,a12,p
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150612-DCMMKT-DCMPOS-0,,,Florence,,b07,p
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150529-DCMMAG-DCMMKT-0,He(r/w)'tage,,Hew'tage,,a10,lf
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150612-DCMMKT-DCMPOS-0,He(r/w)'tage,,Her'tage,,b06,lf
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150612-DCMMKT-DCMPOS-0,,,Hol'nger,,b09,3b-ss
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150529-DCMMAG-DCMMKT-0,,,Lawson,,a07,c
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150612-DCMMKT-DCMPOS-0,,,Lawson,,b05,1b
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150529-DCMMAG-DCMMKT-0,,,Lipp,,a11,p
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150515-DCMMKT-DCMSGE-0,,,McBride,,b01,2b
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150522-DCMMKT-DCMTPL-0,,,McBride,,b04,lf
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150529-DCMMAG-DCMMKT-0,,,McBride,,a03,lf-3b
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150529-DCMMAG-DCMMKT-0,,,McNair,,a09,rf
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150612-DCMMKT-DCMPOS-0,,,McNair,,b04,2b
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150515-DCMMKT-DCMSGE-0,,,Newman,,b05,lf
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150612-DCMMKT-DCMPOS-0,,,Newman,,b08,ss-2b
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150612-DCMMKT-DCMPOS-0,,,Oden,,b01,c
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150522-DCMMKT-DCMTPL-0,,,Penkston,,b02,c
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150529-DCMMAG-DCMMKT-0,,,Price,,a06,cf
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150522-DCMMKT-DCMTPL-0,Redm(a/o)n,,Redman,,b00,ss
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150529-DCMMAG-DCMMKT-0,Redm(a/o)n,,Redmon,,a00,ss
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150522-DCMMKT-DCMTPL-0,,,Rutherford,,b06,rf
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150515-DCMMKT-DCMSGE-0,,,Self,,b02,1b-p
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150522-DCMMKT-DCMTPL-0,,,Self,,b03,1b
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150529-DCMMAG-DCMMKT-0,,,Self,,a04,1b
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150522-DCMMKT-DCMTPL-0,,,Starks,,b05,cf
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150515-DCMMKT-DCMSGE-0,,,Strickland,,b03,cf
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150515-DCMMKT-DCMSGE-0,,,Veldon,,b00,3b
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150522-DCMMKT-DCMTPL-0,,,Wetsel,,b01,3b
Dallas Commercial League,DCMMKT,M K & T Railroad,1915-DMN,19150529-DCMMAG-DCMMKT-0,,,Wetsel,,a02,2b-ss
Dallas Commercial League,DCMMAG,Magnolia,1915-DMN,19150508-DCMMAG-DCMPOS-0,,,Atkinson,,a06,cf
Dallas Commercial League,DCMMAG,Magnolia,1915-DMN,19150417-DCMMAG-DCMSGE-0,,,Barnes,G.,a07,3b
Dallas Commercial League,DCMMAG,Magnolia,1915-DMN,19150501-DCMMAG-DCMTPL-0,Barnes,G.,Barnes,,b07,3b
Dallas Commercial League,DCMMAG,Magnolia,1915-DMN,19150508-DCMMAG-DCMPOS-0,Barnes,G.,Barnes,,a05,3b
Dallas Commercial League,DCMMAG,Magnolia,1915-DMN,19150515-DCMMAG-DCMTXP-0,Barnes,G.,Barnes,,a01,3b
