game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
DHTJCVH,1915,Buckeye League,1915-05-19,0,regular,P1687034,Peterman,
WCMDXRY,1915,Buckeye League,1915-05-21,0,regular,P1687034,Peterman,
WDHYPMR,1915,Buckeye League,1915-05-21,0,regular,P7540968,Pastorius,
NJVDNKZ,1915,Buckeye League,1915-05-21,0,regular,P3892761,Taylor,
ZZTWDXF,1915,Buckeye League,1915-05-22,0,regular,P1687034,Peterman,
YFTKBRM,1915,Buckeye League,1915-05-22,0,regular,P3892761,Taylor,
ZXKJMGP,1915,Buckeye League,1915-05-22,0,regular,P7540968,Pastorius,
NFHXKRG,1915,Buckeye League,1915-05-23,0,regular,P7540968,Pastorius,
CBCZFBZ,1915,Buckeye League,1915-05-25,0,regular,P3892761,Taylor,
CTQVYSL,1915,Buckeye League,1915-05-27,0,regular,P3892761,Taylor,
PCTCLDC,1915,Buckeye League,1915-05-30,0,regular,P3892761,Taylor,
HLRXHYJ,1915,Buckeye League,1915-05-31,2,regular,P7540968,Pastorius,
ZFVXZGW,1915,Buckeye League,1915-05-31,1,regular,P1687034,Peterman,
DBSLJQT,1915,Buckeye League,1915-05-31,2,regular,P1687034,Peterman,
DBSLJQT,1915,Buckeye League,1915-05-31,2,regular,P2531293,Blanchard,
DBSLJQT,1915,Buckeye League,1915-05-31,2,regular,P1308864,Leake,
RPKQZCX,1915,Buckeye League,1915-06-05,1,regular,P3892761,Taylor,
TJCKXTF,1915,Buckeye League,1915-06-05,2,regular,P3892761,Taylor,
MLNBSJF,1915,Buckeye League,1915-06-06,0,regular,P4234221,Hart,
MLNBSJF,1915,Buckeye League,1915-06-06,0,regular,P3055051,Clark,
WHQXTXD,1915,Buckeye League,1915-06-08,0,regular,P3892761,Taylor,
KPCYSFH,1915,Buckeye League,1915-06-09,0,regular,P3892761,Taylor,
KMTJVRH,1915,Buckeye League,1915-06-10,0,regular,P3021020,O'Neil,
