game.key,league.year,league.name,game.date,game.number,game.phase,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_IP,P_TBF,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
DHTJCVH,1915,Buckeye League,1915-05-19,0,regular,McGonigle,,Marion,2b,1,3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,,,,
DHTJCVH,1915,Buckeye League,1915-05-19,0,regular,Wetzel,,Marion,3b,2,3,0,,0,,,,,,,,1,1,,,,,,,,,,,,,,,2,0,0,,,,
DHTJCVH,1915,Buckeye League,1915-05-19,0,regular,Thoma,,Marion,cf,3,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
DHTJCVH,1915,Buckeye League,1915-05-19,0,regular,Bonin,,Marion,lf,4,4,1,,2,,,,,,,,,,1,,,,,,,,,,,,,,2,0,1,,,,
DHTJCVH,1915,Buckeye League,1915-05-19,0,regular,Neer,,Marion,1b,5,2,0,,1,,,,,,,,1,,,,,,,,,,,,,,,,6,1,0,,,,
DHTJCVH,1915,Buckeye League,1915-05-19,0,regular,Price,,Marion,rf,6,3,0,,1,,,,,,,1,,,,,,,,,,,,,,,,,3,0,1,,,,
DHTJCVH,1915,Buckeye League,1915-05-19,0,regular,Judge,,Marion,ss,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,
DHTJCVH,1915,Buckeye League,1915-05-19,0,regular,Breymaier,,Marion,c,8,2,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,7,1,0,,,,
DHTJCVH,1915,Buckeye League,1915-05-19,0,regular,Hart,,Marion,p,9,1,1,,0,,,,,,,1,1,,,,,,,,,,,,6,,,,1,3,0,,,,
DHTJCVH,1915,Buckeye League,1915-05-19,0,regular,TOTALS,,Marion,,,25,3,,5,,,,,,,,,,,,,,,,,,,,,,,,27,8,3,,,,
DHTJCVH,1915,Buckeye League,1915-05-19,0,regular,Long,,Newark,lf,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,,,,
DHTJCVH,1915,Buckeye League,1915-05-19,0,regular,Dougherty,,Newark,p,10,0,0,,0,,,,,,,,,,,,,,.2,,,,,,1,,,,0,0,0,,,,
DHTJCVH,1915,Buckeye League,1915-05-19,0,regular,Wratten,,Newark,3b,2,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
DHTJCVH,1915,Buckeye League,1915-05-19,0,regular,Humphreys,,Newark,2b,3,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,,,,
DHTJCVH,1915,Buckeye League,1915-05-19,0,regular,Booie,,Newark,1b,4,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,,,,
DHTJCVH,1915,Buckeye League,1915-05-19,0,regular,Hunt,,Newark,cf,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
DHTJCVH,1915,Buckeye League,1915-05-19,0,regular,McCullough,,Newark,rf,6,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
DHTJCVH,1915,Buckeye League,1915-05-19,0,regular,Strawn,,Newark,c,8,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,7,1,0,,,,
