game.key,league.year,league.name,game.date,game.number,game.phase,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_IP,P_TBF,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
GMYXXMG,1915,Northern League,1915-05-08,0,regular,Miller [SB],,St. Boniface,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMYXXMG,1915,Northern League,1915-05-08,0,regular,Spellman,,St. Boniface,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMYXXMG,1915,Northern League,1915-05-08,0,regular,TOTALS,,St. Boniface,,,,11,,11,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
GMYXXMG,1915,Northern League,1915-05-08,0,regular,Ryan,,Superior,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMYXXMG,1915,Northern League,1915-05-08,0,regular,Miller [SUP],,Superior,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMYXXMG,1915,Northern League,1915-05-08,0,regular,Kurke,,Superior,c,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMYXXMG,1915,Northern League,1915-05-08,0,regular,TOTALS,,Superior,,,,3,,9,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
SHXBYDG,1915,Northern League,1915-05-08,0,regular,Boley,,Duluth,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHXBYDG,1915,Northern League,1915-05-08,0,regular,Sweeley,,Duluth,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHXBYDG,1915,Northern League,1915-05-08,0,regular,TOTALS,,Duluth,,,,6,,8,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
SHXBYDG,1915,Northern League,1915-05-08,0,regular,Patterson,,Winnipeg,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHXBYDG,1915,Northern League,1915-05-08,0,regular,O'Donnell,,Winnipeg,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHXBYDG,1915,Northern League,1915-05-08,0,regular,TOTALS,,Winnipeg,,,,7,,10,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,
XVWLZNP,1915,Northern League,1915-05-08,0,regular,TOTALS,,Fargo-Moorhead,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XVWLZNP,1915,Northern League,1915-05-08,0,regular,TOTALS,,Virginia,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YMSPQTY,1915,Northern League,1915-05-08,0,regular,Wertz,,Fort William-Port Arthur,2b,1,3,2,,0,,,,,,,,,,1,,,,,,,,,,,,,,2,3,2,1,,,
YMSPQTY,1915,Northern League,1915-05-08,0,regular,Sullivan,,Fort William-Port Arthur,lf,2,3,0,,0,,,,,,,1,,,,,,,,,,,,,,,,,3,0,0,,,,
YMSPQTY,1915,Northern League,1915-05-08,0,regular,Fortier,,Fort William-Port Arthur,cf,3,3,0,,2,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
YMSPQTY,1915,Northern League,1915-05-08,0,regular,DeRose,,Fort William-Port Arthur,rf,4,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,,1,9,9,,,,
YMSPQTY,1915,Northern League,1915-05-08,0,regular,Wines,,Fort William-Port Arthur,3b,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,
YMSPQTY,1915,Northern League,1915-05-08,0,regular,Dancy,,Fort William-Port Arthur,1b,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,10,2,0,1,,,
YMSPQTY,1915,Northern League,1915-05-08,0,regular,Henry,,Fort William-Port Arthur,ss,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,4,,,,
YMSPQTY,1915,Northern League,1915-05-08,0,regular,Fusner,,Fort William-Port Arthur,c,8,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,5,2,0,,,,
YMSPQTY,1915,Northern League,1915-05-08,0,regular,Hewitt,,Fort William-Port Arthur,p,9,4,1,,1,1,,,,,,,,,,,,,,,,,,6,2,,,,0,6,0,,,,
YMSPQTY,1915,Northern League,1915-05-08,0,regular,TOTALS,,Fort William-Port Arthur,,,32,3,,5,,,,,,,,,,,,6,,,,,,,,,,,,24,14,6,,,,
YMSPQTY,1915,Northern League,1915-05-08,0,regular,McGraw,,Grand Forks,cf,1,5,0,,2,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
YMSPQTY,1915,Northern League,1915-05-08,0,regular,Fox,,Grand Forks,2b,2,4,0,,1,1,,,,,,,,,1,,,,,,,,,,,,,,2,0,1,,,,
YMSPQTY,1915,Northern League,1915-05-08,0,regular,Flaherty,,Grand Forks,rf,3,5,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
YMSPQTY,1915,Northern League,1915-05-08,0,regular,Altman,,Grand Forks,lf,4,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,
YMSPQTY,1915,Northern League,1915-05-08,0,regular,Morse,[Pete],Grand Forks,ss,5,3,2,,1,,,,,,,,1,,1,,,,,,,,,,,,,,0,3,0,,,,
YMSPQTY,1915,Northern League,1915-05-08,0,regular,Lennehan,,Grand Forks,1b,6,3,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,7,0,0,,,,
YMSPQTY,1915,Northern League,1915-05-08,0,regular,Anderson,,Grand Forks,3b,7,3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,,,
YMSPQTY,1915,Northern League,1915-05-08,0,regular,Wolfe,,Grand Forks,c,8,3,0,,2,,,,,,,,,,,,,,,,,,,,,,,,13,1,0,,,,
YMSPQTY,1915,Northern League,1915-05-08,0,regular,Brenner,,Grand Forks,p,9,3,0,,0,,,,,,,,1,,,,,,,,,,,3,12,1,1,,1,2,0,,,,
YMSPQTY,1915,Northern League,1915-05-08,0,regular,TOTALS,,Grand Forks,,,31,6,,8,,,,,,,,,,,,9,,,,,,,,,,,,27,8,2,,,,
JNYJNLW,1915,Northern League,1915-05-09,0,regular,Wertz,,Fort William-Port Arthur,2b,1,5,0,,2,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,
JNYJNLW,1915,Northern League,1915-05-09,0,regular,Sullivan,,Fort William-Port Arthur,lf,2,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
JNYJNLW,1915,Northern League,1915-05-09,0,regular,Fortier,,Fort William-Port Arthur,cf,3,3,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,2,0,0,,,,
JNYJNLW,1915,Northern League,1915-05-09,0,regular,DeRose,,Fort William-Port Arthur,rf,4,3,1,,0,,,,,,,,,,1,,,,,,,,,,,,,,0,0,0,,,,
