key,league,date,number,source,team1.name,team1.align,team1.score,team2.name,team2.align,team2.score,status_code,status_reason
19150517-CTXCOR-CTXMEX-0,Central Texas League,1915-05-17,0,1915-DMN,Corsicana,a,7,Mexia,h,2,final,
19150517-CTXENN-CTXWAX-0,Central Texas League,1915-05-17,0,1915-DMN,Ennis,a,3,Waxahachie,h,4,final,
19150517-CTXKAU-CTXTER-0,Central Texas League,1915-05-17,0,1915-DMN,Kaufman,a,0,Terrell,h,6,final,
19150518-CTXCOR-CTXMEX-0,Central Texas League,1915-05-18,0,1915-DMN,Corsicana,a,,Mexia,h,,final,
19150518-CTXENN-CTXWAX-0,Central Texas League,1915-05-18,0,1915-DMN,Ennis,a,1,Waxahachie,h,12,final,
19150518-CTXKAU-CTXTER-0,Central Texas League,1915-05-18,0,1915-DMN,Kaufman,a,5,Terrell,h,4,final,
19150519-CTXCOR-CTXMEX-0,Central Texas League,1915-05-19,0,1915-DMN,Mexia,a,3,Corsicana,h,2,final,
19150519-CTXENN-CTXWAX-0,Central Texas League,1915-05-19,0,1915-DMN,Waxahachie,a,3,Ennis,h,15,final,
19150519-CTXKAU-CTXTER-0,Central Texas League,1915-05-19,0,1915-DMN,Terrell,a,7,Kaufman,h,3,final,
19150520-CTXCOR-CTXMEX-0,Central Texas League,1915-05-20,0,1915-DMN,Mexia,a,,Corsicana,h,,final,
19150520-CTXENN-CTXWAX-0,Central Texas League,1915-05-20,0,1915-DMN,Waxahachie,a,1,Ennis,h,1,final,
19150520-CTXKAU-CTXTER-0,Central Texas League,1915-05-20,0,1915-DMN,Terrell,a,4,Kaufman,h,0,final,
19150521-CTXCOR-CTXWAX-0,Central Texas League,1915-05-21,0,1915-DMN,Corsicana,a,6,Waxahachie,h,8,final,
19150521-CTXENN-CTXKAU-0,Central Texas League,1915-05-21,0,1915-DMN,Ennis,a,6,Kaufman,h,4,final,
19150521-CTXMEX-CTXTER-0,Central Texas League,1915-05-21,0,1915-DMN,Mexia,a,1,Terrell,h,5,final,
19150522-CTXCOR-CTXWAX-0,Central Texas League,1915-05-22,0,1915-DMN,Corsicana,a,5,Waxahachie,h,8,final,
19150522-CTXENN-CTXKAU-0,Central Texas League,1915-05-22,0,1915-DMN,Ennis,a,4,Kaufman,h,6,final,
19150522-CTXMEX-CTXTER-0,Central Texas League,1915-05-22,0,1915-DMN,Mexia,a,3,Terrell,h,6,final,
19150524-CTXCOR-CTXENN-0,Central Texas League,1915-05-24,0,1915-DMN,Corsicana,a,0,Ennis,h,3,final,
19150524-CTXKAU-CTXMEX-0,Central Texas League,1915-05-24,0,1915-DMN,Mexia,a,7,Kaufman,h,3,final,
19150524-CTXTER-CTXWAX-0,Central Texas League,1915-05-24,0,1915-DMN,Terrell,a,1,Waxahachie,h,8,final,
19150525-CTXCOR-CTXENN-0,Central Texas League,1915-05-25,0,1915-DMN,Corsicana,a,0,Ennis,h,2,final,
