game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_GS,P_GF,P_W,P_L,P_SV,P_IP,P_TBF,P_AB,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
KXKWZXC,1909,Central Kansas League,1909-06-14,0,regular,P7112023,McDill,,Junction City,2b,1,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,,,,
KXKWZXC,1909,Central Kansas League,1909-06-14,0,regular,P0947698,Wayland,,Junction City,cf,2,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
KXKWZXC,1909,Central Kansas League,1909-06-14,0,regular,P6928236,Arin,,Junction City,c,3,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,1,,,,
KXKWZXC,1909,Central Kansas League,1909-06-14,0,regular,P9459426,Arnold,,Junction City,1b,4,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,,,,
KXKWZXC,1909,Central Kansas League,1909-06-14,0,regular,P0294545,Bates,,Junction City,ss,5,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,,,,
KXKWZXC,1909,Central Kansas League,1909-06-14,0,regular,P0542161,Dugan,,Junction City,lf,6,4,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
KXKWZXC,1909,Central Kansas League,1909-06-14,0,regular,P2693344,Dehaney,,Junction City,rf,7,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
KXKWZXC,1909,Central Kansas League,1909-06-14,0,regular,P4840524,Desmond,,Junction City,c,8,0,0,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,
KXKWZXC,1909,Central Kansas League,1909-06-14,0,regular,P7996797,Dougherty,,Junction City,p,9,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,1,5,0,1,,,
KXKWZXC,1909,Central Kansas League,1909-06-14,0,regular,,TOTALS,,Junction City,,,26,0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,12,2,,,,
KXKWZXC,1909,Central Kansas League,1909-06-14,0,regular,P1928538,Jennings,,Minneapolis,ss,1,4,0,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,8,2,0,2,,,
KXKWZXC,1909,Central Kansas League,1909-06-14,0,regular,P1800304,Young,,Minneapolis,1b,2,4,0,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0,1,,,
KXKWZXC,1909,Central Kansas League,1909-06-14,0,regular,P6886082,House,,Minneapolis,rf,3,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
KXKWZXC,1909,Central Kansas League,1909-06-14,0,regular,P8757570,Lewis,,Minneapolis,2b,4,3,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,2,0,,,,
KXKWZXC,1909,Central Kansas League,1909-06-14,0,regular,P4429658,Abbott,,Minneapolis,c,5,3,0,,0,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,5,2,0,,,,
KXKWZXC,1909,Central Kansas League,1909-06-14,0,regular,P5353408,Williams,,Minneapolis,lf,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
KXKWZXC,1909,Central Kansas League,1909-06-14,0,regular,P9011377,Thrallkill,,Minneapolis,3b,7,3,1,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,1,0,,,,
KXKWZXC,1909,Central Kansas League,1909-06-14,0,regular,P7166627,Garrison,,Minneapolis,cf,8,2,2,,0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,1,0,1,,,
KXKWZXC,1909,Central Kansas League,1909-06-14,0,regular,P2399638,Osborne,,Minneapolis,p,9,2,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,5,3,,,,1,1,0,1,,,
KXKWZXC,1909,Central Kansas League,1909-06-14,0,regular,,TOTALS,,Minneapolis,,,28,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,10,0,,,,
QKLMMJM,1909,Central Kansas League,1909-06-14,0,regular,P8057241,Myers,,Clay Center,cf,1,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,
QKLMMJM,1909,Central Kansas League,1909-06-14,0,regular,P8072657,Witt,,Clay Center,p,10,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
QKLMMJM,1909,Central Kansas League,1909-06-14,0,regular,P2125018,Gramley,,Clay Center,2b,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,,,,
QKLMMJM,1909,Central Kansas League,1909-06-14,0,regular,P1450806,Allingham,,Clay Center,c,3,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
QKLMMJM,1909,Central Kansas League,1909-06-14,0,regular,P5848057,Brooks,,Clay Center,lf,4,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
QKLMMJM,1909,Central Kansas League,1909-06-14,0,regular,P6764230,Strong,,Clay Center,lf,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,0,,,,
QKLMMJM,1909,Central Kansas League,1909-06-14,0,regular,P0158439,Day,,Clay Center,rf,6,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
QKLMMJM,1909,Central Kansas League,1909-06-14,0,regular,P3615987,Stewart,,Clay Center,3b,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,,,,
QKLMMJM,1909,Central Kansas League,1909-06-14,0,regular,P7851094,Richardson,,Clay Center,ss,8,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,,,,
QKLMMJM,1909,Central Kansas League,1909-06-14,0,regular,P4382406,Stokesberry,,Clay Center,p,9,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,,,,
QKLMMJM,1909,Central Kansas League,1909-06-14,0,regular,,TOTALS,,Clay Center,,,30,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,13,4,,,,
QKLMMJM,1909,Central Kansas League,1909-06-14,0,regular,P3696740,White,,Ellsworth,cf,1,5,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
QKLMMJM,1909,Central Kansas League,1909-06-14,0,regular,P8902490,Davis,,Ellsworth,rf,2,5,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
QKLMMJM,1909,Central Kansas League,1909-06-14,0,regular,P2689808,Brinker,,Ellsworth,2b,3,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,,,,
QKLMMJM,1909,Central Kansas League,1909-06-14,0,regular,P5263720,McKee,,Ellsworth,ss,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,,,,
QKLMMJM,1909,Central Kansas League,1909-06-14,0,regular,P4243975,Lewis,,Ellsworth,lf,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
QKLMMJM,1909,Central Kansas League,1909-06-14,0,regular,P6663104,Farmer,,Ellsworth,3b,6,5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,,,,
QKLMMJM,1909,Central Kansas League,1909-06-14,0,regular,P1073792,Armstrong,,Ellsworth,1b,7,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,,,,
QKLMMJM,1909,Central Kansas League,1909-06-14,0,regular,P7801052,Seigle,,Ellsworth,c,8,3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,,,,
QKLMMJM,1909,Central Kansas League,1909-06-14,0,regular,P3492783,Woods,,Ellsworth,p,9,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,
QKLMMJM,1909,Central Kansas League,1909-06-14,0,regular,,TOTALS,,Ellsworth,,,34,10,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,15,1,,,,
WMZCTXW,1909,Central Kansas League,1909-06-14,0,regular,P6838117,Stewart,,Manhattan,cf,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,
WMZCTXW,1909,Central Kansas League,1909-06-14,0,regular,P3407755,Bryant,,Manhattan,p,10,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,0,1,0,,,,
WMZCTXW,1909,Central Kansas League,1909-06-14,0,regular,P8643902,Cole,,Manhattan,c,2,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,1,,,,
WMZCTXW,1909,Central Kansas League,1909-06-14,0,regular,P8524314,Johnson,,Manhattan,rf,3,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
WMZCTXW,1909,Central Kansas League,1909-06-14,0,regular,P0730359,Wilson,,Manhattan,lf,4,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,0,,,,
WMZCTXW,1909,Central Kansas League,1909-06-14,0,regular,P0515109,Koehler,,Manhattan,1b,5,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,
WMZCTXW,1909,Central Kansas League,1909-06-14,0,regular,P7984270,Price,,Manhattan,ss,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,
WMZCTXW,1909,Central Kansas League,1909-06-14,0,regular,P4042465,Falckner,,Manhattan,2b,7,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
WMZCTXW,1909,Central Kansas League,1909-06-14,0,regular,P2913989,Hyde,,Manhattan,3b,8,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,,,,
WMZCTXW,1909,Central Kansas League,1909-06-14,0,regular,P1725500,Fisher,,Manhattan,p,9,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,
WMZCTXW,1909,Central Kansas League,1909-06-14,0,regular,,TOTALS,,Manhattan,,,30,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,9,3,,,,
WMZCTXW,1909,Central Kansas League,1909-06-14,0,regular,P0210220,Krepps,,Salina,rf,1,5,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
WMZCTXW,1909,Central Kansas League,1909-06-14,0,regular,P7412951,Quigley,,Salina,2b,2,5,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,,,,
WMZCTXW,1909,Central Kansas League,1909-06-14,0,regular,P5171220,Strong,,Salina,cf,3,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
WMZCTXW,1909,Central Kansas League,1909-06-14,0,regular,P0572943,Horrell,,Salina,1b,4,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,0,,,,
WMZCTXW,1909,Central Kansas League,1909-06-14,0,regular,P3270293,Heffner,,Salina,3b,5,5,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,
WMZCTXW,1909,Central Kansas League,1909-06-14,0,regular,P0571772,Leonard,,Salina,rf,6,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
WMZCTXW,1909,Central Kansas League,1909-06-14,0,regular,P2002840,Misse,,Salina,ss,7,2,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,
WMZCTXW,1909,Central Kansas League,1909-06-14,0,regular,P7121466,Lederer,,Salina,c,8,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,0,,,,
WMZCTXW,1909,Central Kansas League,1909-06-14,0,regular,P6048355,Williford,,Salina,p,9,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,0,1,0,,,,
