key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9
QDDQMFG,1915-05-29,0,New York State,regular,,Scranton,1,,Utica,0,,,1:28,,final,,,1915/1915-SR/SR-19150527.txt,"Scranton Republican, June 1, 1915",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VSYBMSL,1915-06-05,0,New York State,regular,,Utica,0,,Scranton,4,,,1:30,,final,,,1915/1915-SR/SR-19150603.txt,"Scranton Republican, June 7, 1915",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,x
LDTSRBJ,1915-06-12,0,New York State,regular,,Albany,4,,Scranton,5,,,2:00,,final,,,1915/1915-SR/SR-19150610.txt,"Elmira Star-Gazette, June 14, 1915",0,1,0,1,0,1,1,0,0,0,3,0,0,0,0,0,2,x
YNFGRTY,1915-06-26,0,New York State,regular,,Scranton,1,,Albany,4,,,1:30,,final,,,1915/1915-SR/SR-19150624.txt,"Scranton Republican, June 28, 1915",0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,x
VTLTXYX,1915-07-17,1,New York State,regular,,Syracuse,0,,Scranton,6,,,1:35,,final,,,1915/1915-SR/SR-19150715.txt,"Scranton Republican, July 19, 1915",0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,x
RBTCBKJ,1915-07-17,2,New York State,regular,,Syracuse,3,,Scranton,4,,,1:45,,final,,,1915/1915-SR/SR-19150715.txt,"Scranton Republican, July 19, 1915",0,0,0,0,0,0,3,0,,0,0,0,1,0,0,2,1,
NMBPKFQ,1915-08-21,0,New York State,regular,,Utica,3,,Scranton,8,,,1:30,,final,,,1915/1915-SR/SR-19150819.txt,"Scranton Republican, August 23, 1915",0,0,3,0,0,0,0,0,0,1,3,0,0,0,1,0,3,x
