game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_GS,P_GF,P_W,P_L,P_SV,P_IP,P_TBF,P_AB,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
QDDQMFG,1915,New York State League,1915-05-29,0,regular,P5164243,Cruikschank,,Scranton,cf,1,4,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
QDDQMFG,1915,New York State League,1915-05-29,0,regular,P1662568,Hartman,,Scranton,ss,2,4,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,4,0,,,,
QDDQMFG,1915,New York State League,1915-05-29,0,regular,P7002922,Mullen,,Scranton,2b,3,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,,,,
QDDQMFG,1915,New York State League,1915-05-29,0,regular,P1164053,Slattery,,Scranton,1b,4,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,,,,
QDDQMFG,1915,New York State League,1915-05-29,0,regular,P9448404,Corcoran,,Scranton,lf,5,4,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
QDDQMFG,1915,New York State League,1915-05-29,0,regular,P4322804,Strait,,Scranton,rf,6,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
QDDQMFG,1915,New York State League,1915-05-29,0,regular,P9407032,Maisel,,Scranton,3b,7,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,,,,
QDDQMFG,1915,New York State League,1915-05-29,0,regular,P4101298,Smithson,,Scranton,p,8,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,1,4,0,,,,
QDDQMFG,1915,New York State League,1915-05-29,0,regular,P0590370,Miller,,Scranton,c,9,4,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,7,0,0,,,,
QDDQMFG,1915,New York State League,1915-05-29,0,regular,,TOTALS,,Scranton,,,33,1,,5,,,,,,,,,,,,7,4,,,,,,,,,,,,,,,,,27,13,0,,,,
QDDQMFG,1915,New York State League,1915-05-29,0,regular,P7457512,Evans,,Utica,3b,1,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,
QDDQMFG,1915,New York State League,1915-05-29,0,regular,P6305287,Reichle,,Utica,cf,2,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,
