game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
HPMZYPT,1909,Carolina Association,1909-05-19,0,regular,P3412111,LaRocque,
FHVZBFH,1909,Carolina Association,1909-05-21,0,regular,P9783620,Lucid,
