team.league,team.name,team.key
Texas League,Austin,TEXAUS
Texas League,Corsicana,TEXCOR
Texas League,Dallas,TEXDAL
Texas League,Fort Worth,TEXFTW
Texas League,Temple,TEXTEM
Texas League,Waco,TEXWAC
