league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1915,Buckeye League,regular,P5960446,Pastorius,,1915-05-19,1915-05-31,6
1915,Buckeye League,regular,P2245200,Peterman,,1915-05-27,1915-05-28,2
1915,Buckeye League,regular,P4435055,Taylor,,1915-05-25,1915-05-25,1
