key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9
f61db445-05f4-54e9-9fc9-4b763801ce23,1915-05-25,0,Buckeye,regular,,Newark,2,,Lima,4,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150519.txt,"Canton Evening Repository, May 26, 1915",0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,x
c67f5691-62ba-5ee3-9bcd-f3ef6c87eef4,1915-05-25,0,Buckeye,regular,,Canton,0,,Marion,6,,,1:30,,,,,transcript/1915/1915-CER/boxes/BUCK-19150519.txt,"Canton Evening Repository, May 26, 1915",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,x
ef951da1-ab0b-59e9-9328-39a9bf98247d,1915-05-26,0,Buckeye,regular,,Akron,5,,Findlay,1,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150526.txt,"Canton Evening Repository, May 27, 1915",0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1
15523153-626c-59da-bc45-3703a49ee05f,1915-05-26,0,Buckeye,regular,,Newark,,,Lima,,,,,,postponed,rain,,transcript/1915/1915-CER/boxes/BUCK-19150526.txt,"Canton Evening Repository, May 27, 1915",,,,,,,,,,,,,,,,,,
900e81d3-6166-58af-bbfa-364b6e5c1743,1915-05-26,0,Buckeye,regular,,Canton,,,Marion,,,,,,postponed,rain,,transcript/1915/1915-CER/boxes/BUCK-19150526.txt,"Canton Evening Repository, May 27, 1915",,,,,,,,,,,,,,,,,,
40806eb8-c855-5e89-b635-9976bff7e790,1915-05-27,0,Buckeye,regular,,Newark,5,,Akron,7,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150526.txt,"Canton Evening Repository, May 28, 1915",0,2,0,0,0,0,3,0,0,1,0,0,1,1,1,0,3,x
87f5729a-db00-5f23-868b-f612ebeba85e,1915-05-27,0,Buckeye,regular,,Lima,6,,Canton,0,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150526.txt,"Canton Evening Repository, May 28, 1915",1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
639f0667-1ee5-5f16-a166-a102bec88c06,1915-05-27,0,Buckeye,regular,,Findlay,11,,Marion,1,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150526.txt,"Canton Evening Repository, May 28, 1915",0,0,0,3,3,3,0,0,2,1,0,0,0,0,0,0,0,0
b384e80e-bdce-5579-8411-6fba81872ac0,1915-05-28,0,Buckeye,regular,,Newark,7,,Akron,6,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150526.txt,"Canton Evening Repository, May 29, 1915",4,2,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,2
c8f3c2c6-2520-5f51-95f9-1dac402fd6f6,1915-05-28,0,Buckeye,regular,,Lima,4,,Canton,3,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150526.txt,"Canton Evening Repository, May 29, 1915",0,1,0,1,0,1,0,0,1,0,0,0,2,0,0,0,1,0
c2898de6-67ea-590a-9ed7-774d4c4d694e,1915-05-28,0,Buckeye,regular,,Findlay,,,Marion,,,,,,postponed,rain,,transcript/1915/1915-CER/boxes/BUCK-19150526.txt,"Canton Evening Repository, May 29, 1915",,,,,,,,,,,,,,,,,,
76fc2c1a-9d49-53c4-bce5-2c04e2a6b1a4,1915-05-29,0,Buckeye,regular,,Newark,,,Canton,,,,,,postponed,wet grounds,,transcript/1915/1915-CER/boxes/BUCK-19150526.txt,"Canton Evening Repository, May 30, 1915",,,,,,,,,,,,,,,,,,
c530d60a-c4ae-58cb-a4fb-668d99c0cbb4,1915-05-30,0,Buckeye,regular,,Newark,,,Canton,,,,,,postponed,wet grounds,,transcript/1915/1915-CER/boxes/BUCK-19150526.txt,"Canton Evening Repository, May 31, 1915",,,,,,,,,,,,,,,,,,
ccbd55ce-8a9f-5511-8dea-cd9b4eaac855,1915-05-31,2,Buckeye,regular,,Canton,4,,Akron,1,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150526.txt,"Canton Evening Repository, June 1, 1915",3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
60cf66f9-45fa-53eb-998b-db3845385ede,1915-05-31,1,Buckeye,regular,,Akron,0,,Canton,3,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150526.txt,"Canton Evening Repository, June 1, 1915",0,0,0,0,0,0,0,,,0,0,0,1,2,0,x,,
b878a63a-5b37-5df8-8b65-547fa55b1328,1915-06-04,0,Buckeye,regular,,Canton,,,Findlay,,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150602.txt,"Canton Evening Repository, June 5, 1915",,,,,,,,,,,,,,,,,,
2436775f-e820-513b-9811-7c9e009333fe,1915-06-06,1,Buckeye,regular,,Canton,,,Newark,,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150602.txt,"Canton Evening Repository, June 7, 1915",,,,,,,,,,,,,,,,,,
cf35fc2e-8583-5fbc-b08e-eb2ae7cf7ce4,1915-06-06,2,Buckeye,regular,,Canton,,,Newark,,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150602.txt,"Canton Evening Repository, June 7, 1915",,,,,,,,,,,,,,,,,,
49acc830-244e-5432-afaa-847e979086f8,1915-06-09,0,Buckeye,regular,,Canton,,,Findlay,,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150602.txt,"Canton Evening Repository, June 10, 1915",,,,,,,,,,,,,,,,,,
5d31b8de-c832-5aa3-a186-63193bb79e68,1915-06-10,0,Buckeye,regular,,Canton,,,Lima,,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150602.txt,"Canton Evening Repository, June 11, 1915",,,,,,,,,,,,,,,,,,
d397763b-9715-58cf-9d80-12d80253c66a,1915-06-11,0,Buckeye,regular,,Canton,,,Lima,,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150602.txt,"Canton Evening Repository, June 12, 1915",,,,,,,,,,,,,,,,,,
