key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9
a181e15a-a98b-5c31-8087-7f872a1b3f99,1915-05-19,0,Buckeye,regular,,Akron,3,,Canton,4,,400,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150519.txt,"Canton Evening Repository, May 20, 1915",1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,x
79168be2-c10e-586a-aa46-f87e8337b1c1,1915-05-19,0,Buckeye,regular,,Findlay,,,Lima,,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150519.txt,"Canton Evening Repository, May 20, 1915",,,,,,,,,,,,,,,,,,
686eb661-3f8b-5a06-b442-a811fdaec0e3,1915-05-19,0,Buckeye,regular,,Marion,,,Newark,,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150519.txt,"Canton Evening Repository, May 20, 1915",,,,,,,,,,,,,,,,,,
338eab19-f800-5508-9641-4b4075e42505,1915-05-20,0,Buckeye,regular,,Akron,,,Canton,,,,,,postponed,rain,,transcript/1915/1915-CER/boxes/BUCK-19150519.txt,"Canton Evening Repository, May 21, 1915",,,,,,,,,,,,,,,,,,
1762fcf4-858b-5f0f-953c-658212c1373a,1915-05-20,0,Buckeye,regular,,Findlay,,,Lima,,,,,,postponed,rain,,transcript/1915/1915-CER/boxes/BUCK-19150519.txt,"Canton Evening Repository, May 21, 1915",,,,,,,,,,,,,,,,,,
474b4013-ff0f-5f4b-a42e-cdad70fb842c,1915-05-20,0,Buckeye,regular,,Marion,,,Newark,,,,,,postponed,rain,,transcript/1915/1915-CER/boxes/BUCK-19150519.txt,"Canton Evening Repository, May 21, 1915",,,,,,,,,,,,,,,,,,
34e554af-3a83-5f9a-9427-c58f9c8b31f6,1915-05-21,0,Buckeye,regular,,Canton,4,,Akron,3,,1000,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150519.txt,"Canton Evening Repository, May 22, 1915",0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1
80e5c842-444b-54a5-8ec8-a97b42ab43f7,1915-05-21,0,Buckeye,regular,,Findlay,,,Lima,,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150519.txt,"Canton Evening Repository, May 22, 1915",,,,,,,,,,,,,,,,,,
743b19a6-d8f3-5995-98ab-5d50c67af4a0,1915-05-21,0,Buckeye,regular,,Newark,,,Marion,,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150519.txt,"Canton Evening Repository, May 22, 1915",,,,,,,,,,,,,,,,,,
a0e3abd0-9b4a-5ba3-8f20-f32de9918f97,1915-05-22,0,Buckeye,regular,,Canton,3,,Akron,4,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150519.txt,"Canton Evening Repository, May 23, 1915",0,1,0,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0
b2402c01-3d31-5216-9de8-edec65bb67a3,1915-05-22,0,Buckeye,regular,,Lima,,,Findlay,,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150519.txt,"Canton Evening Repository, May 23, 1915",,,,,,,,,,,,,,,,,,
7e4db2c6-a81a-5d95-9913-cde38f8ef7e0,1915-05-22,0,Buckeye,regular,,Newark,,,Marion,,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150519.txt,"Canton Evening Repository, May 23, 1915",,,,,,,,,,,,,,,,,,
dc89346b-a542-5b98-83ba-918a782b083b,1915-05-23,0,Buckeye,regular,,Marion,16,,Canton,7,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150519.txt,"Canton Evening Repository, May 24, 1915",0,1,5,2,4,0,1,0,3,2,0,0,1,0,0,0,4,0
156842fb-32c7-56f8-8562-fc988b38402d,1915-05-23,0,Buckeye,regular,,Akron,4,,Lima,20,,2000,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150519.txt,"Canton Evening Repository, May 24, 1915",0,0,0,0,1,0,0,2,1,0,6,0,3,1,0,7,3,x
f93f816b-2e76-5139-9091-6c9c0e74f6da,1915-05-23,0,Buckeye,regular,,Findlay,7,,Newark,7,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150519.txt,"Canton Evening Repository, May 24, 1915",6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5f715673-e433-570c-bdbe-877dcc1e2ce3,1915-05-24,0,Buckeye,regular,,Marion,,,Canton,,,,,,postponed,rain,,transcript/1915/1915-CER/boxes/BUCK-19150519.txt,"Canton Evening Repository, May 25, 1915",,,,,,,,,,,,,,,,,,
f122fa1a-06e0-5a91-ad50-7907101dd54a,1915-05-24,0,Buckeye,regular,,Akron,4,,Lima,6,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150519.txt,"Canton Evening Repository, May 25, 1915",0,0,4,0,0,0,0,0,0,4,0,0,2,0,0,0,0,x
5db9dfef-e117-53f0-9db3-bc9ed01615a5,1915-05-24,0,Buckeye,regular,,Findlay,1,,Newark,4,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150519.txt,"Canton Evening Repository, May 25, 1915",0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,x
5a7bb822-204c-56c0-890f-b5baac53ea8a,1915-05-25,0,Buckeye,regular,,Akron,3,,Findlay,2,,,,,,,,transcript/1915/1915-CER/boxes/BUCK-19150519.txt,"Canton Evening Repository, May 26, 1915",2,0,1,0,0,,,,,1,0,1,0,0,,,,
