key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14
MRDSJDH,1911-05-09,0,Ohio-Pennsylvania,regular,,Erie,9,,Steubenville,2,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110508.txt,,2,1,3,0,0,0,2,0,1,,,,,,0,1,0,0,0,1,0,0,0,,,,,
CXSRXQC,1911-05-09,0,Ohio-Pennsylvania,regular,,Canton,11,,Youngstown,6,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110508.txt,,5,2,0,0,2,0,1,1,0,,,,,,3,2,0,0,0,0,0,1,0,,,,,
HZBXHNB,1911-05-10,0,Ohio-Pennsylvania,regular,,Akron,10,,East Liverpool,1,,3000,2:00,,,,,transcript/1911/1911-GT/boxes/GT-19110508.txt,,0,3,1,0,1,0,1,0,4,,,,,,0,0,0,0,0,1,0,0,x,,,,,
SQNJNHD,1911-05-10,0,Ohio-Pennsylvania,regular,,Erie,9,,New Castle,0,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110508.txt,,1,1,0,2,4,0,0,1,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,
CGZYNKM,1911-05-10,0,Ohio-Pennsylvania,regular,,Canton,0,,Steubenville,3,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110508.txt,,0,0,0,0,0,0,0,0,0,,,,,,0,2,0,0,0,1,0,0,x,,,,,
DYBLKSD,1911-05-10,0,Ohio-Pennsylvania,regular,,Mansfield,7,,Youngstown,13,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110508.txt,,0,1,0,0,2,0,0,0,4,,,,,,2,0,0,1,4,3,2,1,x,,,,,
JKWYSMD,1911-05-11,0,Ohio-Pennsylvania,regular,,Akron,4,,East Liverpool,13,,,2:15,,,,,transcript/1911/1911-GT/boxes/GT-19110508.txt,,0,0,3,0,1,0,0,0,0,,,,,,4,2,1,2,0,0,4,0,x,,,,,
FVKFYYL,1911-05-11,0,Ohio-Pennsylvania,regular,,Erie,2,,New Castle,9,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110508.txt,,0,1,0,0,0,0,0,0,1,,,,,,3,0,0,0,4,2,0,0,x,,,,,
KQMPQMQ,1911-05-11,0,Ohio-Pennsylvania,regular,,Canton,16,,Steubenville,3,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110508.txt,,0,0,0,0,0,6,9,1,0,,,,,,0,0,0,1,2,0,0,0,0,,,,,
ZQWBVPR,1911-05-11,0,Ohio-Pennsylvania,regular,,Mansfield,3,,Youngstown,15,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110508.txt,,0,1,0,0,0,1,0,0,1,,,,,,11,0,0,1,2,0,1,0,x,,,,,
QGLKQBN,1911-05-12,0,Ohio-Pennsylvania,regular,,Canton,3,,East Liverpool,4,,1100,2:05,,,,1,transcript/1911/1911-GT/boxes/GT-19110508.txt,,0,0,0,1,0,0,0,0,2,,,,,,1,0,0,0,1,0,1,0,1,,,,,
RLQQMSS,1911-05-12,0,Ohio-Pennsylvania,regular,,Mansfield,3,,New Castle,4,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110508.txt,,0,0,0,0,1,1,0,1,0,,,,,,3,0,1,0,0,0,0,0,x,,,,,
VRRKTSX,1911-05-12,0,Ohio-Pennsylvania,regular,,Akron,9,,Steubenville,6,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110508.txt,,1,1,0,0,0,2,2,3,0,,,,,,1,0,0,0,1,1,1,2,0,,,,,
RVHYLWV,1911-05-12,0,Ohio-Pennsylvania,regular,,Erie,5,,Youngstown,3,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110508.txt,,0,3,0,0,0,0,2,0,0,,,,,,1,0,2,0,0,0,0,0,0,,,,,
FXMLJZC,1911-05-13,0,Ohio-Pennsylvania,regular,,Canton,13,,East Liverpool,2,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110508.txt,,0,0,0,1,6,0,1,5,0,,,,,,0,0,0,0,1,0,0,0,1,,,,,
WTMQHYR,1911-05-13,0,Ohio-Pennsylvania,regular,,Mansfield,4,,New Castle,5,,,,,,,1,transcript/1911/1911-GT/boxes/GT-19110508.txt,,0,0,0,0,2,0,1,1,0,0,0,,,,0,0,0,0,1,0,0,3,0,0,1,,,
DLJVCDB,1911-05-13,0,Ohio-Pennsylvania,regular,,Akron,6,,Steubenville,5,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110508.txt,,0,2,1,0,1,0,2,0,0,,,,,,0,0,1,1,0,0,2,0,1,,,,,
PGTNZZN,1911-05-13,0,Ohio-Pennsylvania,regular,,Erie,1,,Youngstown,3,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110508.txt,,1,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,0,2,0,x,,,,,
HZZQMWX,1911-05-14,0,Ohio-Pennsylvania,regular,,East Liverpool,3,,Akron,12,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110508.txt,,0,0,0,0,0,3,0,0,0,,,,,,0,0,4,0,4,0,4,0,x,,,,,
GYQBWCB,1911-05-14,0,Ohio-Pennsylvania,regular,,Steubenville,5,,Canton,6,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110508.txt,,0,0,0,0,0,3,0,2,0,,,,,,0,0,1,0,3,0,0,2,x,,,,,
NKLZSRR,1911-05-14,0,Ohio-Pennsylvania,regular,,New Castle,2,,Mansfield,5,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110508.txt,,0,0,0,0,2,0,0,0,0,,,,,,0,2,1,0,0,0,2,0,x,,,,,
RCJCTKK,1911-05-14,0,Ohio-Pennsylvania,regular,,Erie,2,,Youngstown,5,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110508.txt,,0,0,0,2,0,0,0,0,0,,,,,,1,1,0,1,1,1,0,0,x,,,,,
TPQQNCK,1911-05-15,0,Ohio-Pennsylvania,regular,,Akron,17,,Erie,3,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110515.txt,,0,2,0,3,3,3,1,2,3,,,,,,1,1,0,0,0,1,0,0,0,,,,,
MXMTTYM,1911-05-15,0,Ohio-Pennsylvania,regular,,Canton,3,,Mansfield,1,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110515.txt,,2,0,0,0,1,0,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,,,,,
GBGMDPY,1911-05-15,0,Ohio-Pennsylvania,regular,,Steubenville,3,,New Castle,4,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110515.txt,,3,0,0,0,0,0,0,0,0,,,,,,2,0,1,1,0,0,0,0,x,,,,,
VHZFWVT,1911-05-15,0,Ohio-Pennsylvania,regular,,East Liverpool,4,,Youngstown,13,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110515.txt,,0,0,0,0,1,1,1,1,0,,,,,,2,5,0,1,4,0,1,0,x,,,,,
BQPXSSG,1911-05-16,0,Ohio-Pennsylvania,regular,,Akron,,,Erie,,,,,,postponed,rain,,transcript/1911/1911-GT/boxes/GT-19110515.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSNDBJX,1911-05-16,0,Ohio-Pennsylvania,regular,,Canton,4,,Mansfield,3,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110515.txt,,0,0,0,0,0,1,2,0,1,,,,,,0,0,0,0,1,0,1,1,0,,,,,
PVPFSCM,1911-05-16,0,Ohio-Pennsylvania,regular,,Steubenville,3,,New Castle,5,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110515.txt,,1,0,0,2,0,0,0,0,0,,,,,,2,3,0,0,0,0,0,0,x,,,,,
FJLLWLS,1911-05-16,0,Ohio-Pennsylvania,regular,,East Liverpool,1,,Youngstown,7,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110515.txt,,0,0,0,0,0,0,0,1,0,,,,,,3,0,2,2,0,0,0,0,x,,,,,
TZWRSHW,1911-05-17,0,Ohio-Pennsylvania,regular,,Akron,5,,Erie,4,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110515.txt,,0,0,0,0,0,0,2,0,2,0,1,,,,0,0,2,0,0,2,0,0,0,0,0,,,
NKCGNXZ,1911-05-17,0,Ohio-Pennsylvania,regular,,Canton,6,,Mansfield,7,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110515.txt,,0,2,0,0,1,1,0,0,2,,,,,,1,0,1,0,0,0,0,0,5,,,,,
JJNFQCX,1911-05-17,0,Ohio-Pennsylvania,regular,,Steubenville,3,,New Castle,5,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110515.txt,,0,0,1,2,0,0,0,0,0,,,,,,0,1,1,0,0,0,1,2,x,,,,,
RSXHRWQ,1911-05-17,0,Ohio-Pennsylvania,regular,,East Liverpool,0,,Youngstown,3,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110515.txt,,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,2,1,0,0,x,,,,,
FKPWXQM,1911-05-18,0,Ohio-Pennsylvania,regular,,Canton,0,,Erie,6,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110515.txt,,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,2,0,2,x,,,,,
VXMTHCP,1911-05-18,0,Ohio-Pennsylvania,regular,,Akron,9,,Mansfield,7,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110515.txt,,2,0,1,0,1,1,0,1,3,,,,,,0,0,0,1,4,0,2,0,0,,,,,
BGJSPYC,1911-05-18,0,Ohio-Pennsylvania,regular,,East Liverpool,9,,New Castle,2,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110515.txt,,2,0,0,1,0,0,3,0,3,,,,,,0,0,0,0,1,0,0,0,1,,,,,
NXZGGRY,1911-05-18,0,Ohio-Pennsylvania,regular,,Steubenville,1,,Youngstown,5,,,,,,,,transcript/1911/1911-GT/boxes/GT-19110515.txt,,0,0,0,0,0,0,0,1,0,,,,,,0,0,0,0,0,1,0,4,x,,,,,
