league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1911,Ohio-Pennsylvania League,regular,P0410665,Flood,,1911-05-10,1911-05-10,1
1911,Ohio-Pennsylvania League,regular,P9379579,Harrison,,1911-04-27,1911-05-18,20
1911,Ohio-Pennsylvania League,regular,P6469763,Herron,,1911-05-13,1911-05-13,1
1911,Ohio-Pennsylvania League,regular,P8069123,Kennedy,,1911-04-27,1911-05-18,21
1911,Ohio-Pennsylvania League,regular,P7779829,McNamara,,1911-04-27,1911-05-15,15
1911,Ohio-Pennsylvania League,regular,P2470181,McNamara,Tom,1911-05-05,1911-05-05,1
1911,Ohio-Pennsylvania League,regular,P2454165,Patterson,,1911-05-10,1911-05-10,1
1911,Ohio-Pennsylvania League,regular,P6595917,Peeters,,1911-05-14,1911-05-14,1
1911,Ohio-Pennsylvania League,regular,P8238160,Peifer,,1911-05-10,1911-05-12,2
1911,Ohio-Pennsylvania League,regular,P0882650,Peiper,,1911-05-03,1911-05-03,1
1911,Ohio-Pennsylvania League,regular,P5270736,Piefer,,1911-05-09,1911-05-11,2
1911,Ohio-Pennsylvania League,regular,P7915226,Pieper,,1911-04-27,1911-05-17,5
1911,Ohio-Pennsylvania League,regular,P0980117,Piper,,1911-05-07,1911-05-18,5
1911,Ohio-Pennsylvania League,regular,P6265723,Pipfer,,1911-05-06,1911-05-06,1
1911,Ohio-Pennsylvania League,regular,P4388124,Stanton,,1911-04-27,1911-05-10,12
1911,Ohio-Pennsylvania League,regular,P6704954,York,,1911-05-11,1911-05-18,8
