league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1908,Central Kansas League,regular,P9031461,,,1908-07-01,1908-08-12,9
1908,Central Kansas League,regular,P9941586,Ashton,,1908-07-11,1908-07-11,1
1908,Central Kansas League,regular,P1028375,Bush,,1908-07-17,1908-07-17,1
1908,Central Kansas League,regular,P4957015,Hennessey,,1908-07-29,1908-07-29,1
1908,Central Kansas League,regular,P4168932,Johnson,,1908-08-08,1908-08-18,2
1908,Central Kansas League,regular,P7041555,Johnson,John,1908-08-01,1908-08-01,1
1908,Central Kansas League,regular,P1600896,McElroy,,1908-07-29,1908-07-29,1
1908,Central Kansas League,regular,P6496501,Myers,,1908-07-25,1908-07-25,1
1908,Central Kansas League,regular,P8343220,Nelson,,1908-06-30,1908-06-30,1
1908,Central Kansas League,regular,P8064196,Rimer,,1908-08-13,1908-08-13,1
1908,Central Kansas League,regular,P7693268,Rymer,,1908-07-08,1908-07-08,1
1908,Central Kansas League,regular,P3674333,Salthouse,,1908-06-25,1908-06-25,1
