team.league,team.key,team.name,source,key,gloss.name.last,gloss.name.first,person.name.last,person.name.first,person.seq,pos
South Central League,SCLCLE,Cleburne,1912-DMN,19120425-SCLCLE-SCLTYL-0,,,Adams,,a03,rf
South Central League,SCLCLE,Cleburne,1912-DMN,19120428-SCLCLE-SCLLON-0,,,Adams,,b05,cf
South Central League,SCLCLE,Cleburne,1912-DMN,19120429-SCLCLE-SCLTYL-0,,,Adams,,b06,cf
South Central League,SCLCLE,Cleburne,1912-DMN,19120430-SCLCLE-SCLTYL-0,,,Adams,,b06,cf
South Central League,SCLCLE,Cleburne,1912-DMN,19120501-SCLCLE-SCLTYL-0,,,Adams,,b05,lf
South Central League,SCLCLE,Cleburne,1912-DMN,19120504-SCLCLE-SCLPAR-0,,,Adams,,b05,lf
South Central League,SCLCLE,Cleburne,1912-DMN,19120506-SCLCLE-SCLMAR-0,,,Adams,,a05,lf
South Central League,SCLCLE,Cleburne,1912-DMN,19120507-SCLCLE-SCLMAR-0,,,Adams,,a05,lf
South Central League,SCLCLE,Cleburne,1912-DMN,19120508-SCLCLE-SCLMAR-0,,,Adams,,a05,lf
South Central League,SCLCLE,Cleburne,1912-DMN,19120509-SCLCLE-SCLLON-0,,,Adams,,a05,lf
South Central League,SCLCLE,Cleburne,1912-DMN,19120502-SCLCLE-SCLPAR-0,Adams,,Adams [CLE],,b05,lf
South Central League,SCLCLE,Cleburne,1912-DMN,19120503-SCLCLE-SCLPAR-0,Adams,,Adams [Cle],,b05,lf
South Central League,SCLCLE,Cleburne,1912-DMN,19120505-SCLCLE-SCLPAR-0,Adams,,Adams [Cle],,b05,lf
South Central League,SCLCLE,Cleburne,1912-DMN,19120424-SCLCLE-SCLTYL-0,,,Bessie,,a03,rf
South Central League,SCLCLE,Cleburne,1912-DMN,19120425-SCLCLE-SCLTYL-0,,,Bessie,,a04,rf
South Central League,SCLCLE,Cleburne,1912-DMN,19120426-SCLCLE-SCLLON-0,,,Bessie,,b03,rf
South Central League,SCLCLE,Cleburne,1912-DMN,19120427-SCLCLE-SCLLON-0,,,Bessie,,b03,rf
South Central League,SCLCLE,Cleburne,1912-DMN,19120428-SCLCLE-SCLLON-0,,,Bessie,,b02,rf
South Central League,SCLCLE,Cleburne,1912-DMN,19120429-SCLCLE-SCLTYL-0,,,Bessie,,b02,rf
South Central League,SCLCLE,Cleburne,1912-DMN,19120430-SCLCLE-SCLTYL-0,,,Bessie,,b02,rf
South Central League,SCLCLE,Cleburne,1912-DMN,19120501-SCLCLE-SCLTYL-0,,,Bessie,,b02,rf
South Central League,SCLCLE,Cleburne,1912-DMN,19120502-SCLCLE-SCLPAR-0,,,Bessie,,b02,rf
South Central League,SCLCLE,Cleburne,1912-DMN,19120503-SCLCLE-SCLPAR-0,,,Bessie,,b02,rf
South Central League,SCLCLE,Cleburne,1912-DMN,19120504-SCLCLE-SCLPAR-0,,,Bessie,,b02,rf
South Central League,SCLCLE,Cleburne,1912-DMN,19120505-SCLCLE-SCLPAR-0,,,Bessie,,b02,rf
South Central League,SCLCLE,Cleburne,1912-DMN,19120506-SCLCLE-SCLMAR-0,,,Bessie,,a02,rf
South Central League,SCLCLE,Cleburne,1912-DMN,19120507-SCLCLE-SCLMAR-0,,,Bessie,,a02,rf
South Central League,SCLCLE,Cleburne,1912-DMN,19120508-SCLCLE-SCLMAR-0,,,Bessie,,a02,rf
South Central League,SCLCLE,Cleburne,1912-DMN,19120509-SCLCLE-SCLLON-0,,,Bessie,,a02,rf
South Central League,SCLCLE,Cleburne,1912-DMN,19120428-SCLCLE-SCLLON-0,,,Daniels,,b08,p
South Central League,SCLCLE,Cleburne,1912-DMN,19120502-SCLCLE-SCLPAR-0,,,Daniels,,b08,p
South Central League,SCLCLE,Cleburne,1912-DMN,19120506-SCLCLE-SCLMAR-0,Gardner,,Gardener,,a01,3b
