key,league,date,number,source,team1.name,team1.align,team1.score,team2.name,team2.align,team2.score,status_code,status_reason
19120423-SCLCLE-SCLTYL-0,South Central League,1912-04-23,0,1912-DMN,Cleburne,a,4,Tyler,h,2,final,
19120423-SCLLON-SCLTEX-0,South Central League,1912-04-23,0,1912-DMN,Texarkana,a,1,Longview,h,4,final,
19120423-SCLMAR-SCLPAR-0,South Central League,1912-04-23,0,1912-DMN,Paris,a,4,Marshall,h,5,final,
19120424-SCLCLE-SCLTYL-0,South Central League,1912-04-24,0,1912-DMN,Cleburne,a,1,Tyler,h,2,final,
19120424-SCLLON-SCLTEX-0,South Central League,1912-04-24,0,1912-DMN,Texarkana,a,4,Longview,h,3,final,
19120424-SCLMAR-SCLPAR-0,South Central League,1912-04-24,0,1912-DMN,Paris,a,12,Marshall,h,3,final,
19120425-SCLCLE-SCLTYL-0,South Central League,1912-04-25,0,1912-DMN,Cleburne,a,10,Tyler,h,3,final,
19120425-SCLLON-SCLTEX-0,South Central League,1912-04-25,0,1912-DMN,Texarkana,a,4,Longview,h,5,final,
19120425-SCLMAR-SCLPAR-0,South Central League,1912-04-25,0,1912-DMN,Paris,a,4,Marshall,h,8,final,
19120426-SCLCLE-SCLLON-0,South Central League,1912-04-26,0,1912-DMN,Longview,a,1,Cleburne,h,4,final,
19120426-SCLMAR-SCLTEX-0,South Central League,1912-04-26,0,1912-DMN,Marshall,a,1,Texarkana,h,1,final,
19120426-SCLPAR-SCLTYL-0,South Central League,1912-04-26,0,1912-DMN,Tyler,a,5,Paris,h,12,final,
19120427-SCLCLE-SCLLON-0,South Central League,1912-04-27,0,1912-DMN,Longview,a,4,Cleburne,h,2,final,
19120427-SCLMAR-SCLTEX-0,South Central League,1912-04-27,0,1912-DMN,Marshall,a,2,Texarkana,h,4,final,
19120427-SCLPAR-SCLTYL-0,South Central League,1912-04-27,0,1912-DMN,Tyler,a,11,Paris,h,9,final,
19120428-SCLCLE-SCLLON-0,South Central League,1912-04-28,0,1912-DMN,Longview,a,7,Cleburne,h,3,final,
19120428-SCLMAR-SCLTEX-0,South Central League,1912-04-28,0,1912-DMN,Texarkana,a,,Marshall,h,,postponed,
19120428-SCLPAR-SCLTYL-0,South Central League,1912-04-28,0,1912-DMN,Tyler,a,1,Paris,h,9,final,
