game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_IP,P_TBF,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
PLVSBJB,1911,Carolina Association,1911-05-02,0,regular,P8978461,Sharp,,Greenville,2b,1,4,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,1,2,1,,,,
PLVSBJB,1911,Carolina Association,1911-05-02,0,regular,P4428474,Smith [Gre],,Greenville,3b,2,5,1,,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,
PLVSBJB,1911,Carolina Association,1911-05-02,0,regular,P5641009,Jenkins,,Greenville,1b,3,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,,,,
PLVSBJB,1911,Carolina Association,1911-05-02,0,regular,P4392036,Goodman,,Greenville,ss,4,3,2,,2,,,,,,,,1,,,,,,,,,,,,,,,,4,2,2,,,,
PLVSBJB,1911,Carolina Association,1911-05-02,0,regular,P4838309,Blackstone,,Greenville,lf,5,4,1,,0,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
PLVSBJB,1911,Carolina Association,1911-05-02,0,regular,P1564862,Doak,,Greenville,cf,6,3,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,0,0,0,,,,
PLVSBJB,1911,Carolina Association,1911-05-02,0,regular,P3478220,Ochs,,Greenville,c,7,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,,,2,
PLVSBJB,1911,Carolina Association,1911-05-02,0,regular,P7020484,Griffin,,Greenville,rf,8,3,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,2,0,0,,,,
PLVSBJB,1911,Carolina Association,1911-05-02,0,regular,P8461796,Cashion,,Greenville,p,9,4,0,,1,,,,,,,,,,,,,,,,,,,2,5,,,,3,0,0,,,,
PLVSBJB,1911,Carolina Association,1911-05-02,0,regular,,TOTALS,,Greenville,,,34,6,,6,,,,,,,,,,,,6,4,,,,,,,,,,,27,6,3,,,,
PLVSBJB,1911,Carolina Association,1911-05-02,0,regular,P4814509,McCraney,,Spartanburg,cf,1,5,0,,0,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,
PLVSBJB,1911,Carolina Association,1911-05-02,0,regular,P2089274,Jones,,Spartanburg,p,10,0,0,,0,,,,,,,,,,,,,,2,,,,1,,,,,,0,1,0,,,,
PLVSBJB,1911,Carolina Association,1911-05-02,0,regular,P7147645,Moore,,Spartanburg,ph,11,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
PLVSBJB,1911,Carolina Association,1911-05-02,0,regular,P1701612,Wynne,,Spartanburg,2b,2,5,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,0,4,0,,,,
PLVSBJB,1911,Carolina Association,1911-05-02,0,regular,P7424065,Walker,,Spartanburg,lf,3,4,1,,0,,,,,,,,,,2,,,,,,,,,,,,,,1,0,0,,,,
PLVSBJB,1911,Carolina Association,1911-05-02,0,regular,P1594469,Wagnon,,Spartanburg,rf,4,3,2,,2,,,,,,,1,,,1,,,,,,,,,,,,,,2,1,1,,,,
PLVSBJB,1911,Carolina Association,1911-05-02,0,regular,P8164093,Williams,,Spartanburg,3b,5,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,
PLVSBJB,1911,Carolina Association,1911-05-02,0,regular,P6993035,Laval,,Spartanburg,1b,6,3,0,,0,,,,,,,,,,2,,,,,,,,,,,,,,13,2,1,,,,
PLVSBJB,1911,Carolina Association,1911-05-02,0,regular,P5580624,McDuff,,Spartanburg,ss,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,,,,
