game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_IP,P_TBF,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
JHSHSHH,1915,Northern League,1915-05-08,0,regular,P5787645,Hewitt,,Fort William-Port Arthur,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JHSHSHH,1915,Northern League,1915-05-08,0,regular,P2227995,Fusner,,Fort William-Port Arthur,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JHSHSHH,1915,Northern League,1915-05-08,0,regular,,TOTALS,,Fort William-Port Arthur,,,,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,
JHSHSHH,1915,Northern League,1915-05-08,0,regular,P2485683,Brenner,,Grand Forks,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JHSHSHH,1915,Northern League,1915-05-08,0,regular,P7513028,Wolfe,,Grand Forks,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JHSHSHH,1915,Northern League,1915-05-08,0,regular,,TOTALS,,Grand Forks,,,,6,,9,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
KJGRZDK,1915,Northern League,1915-05-08,0,regular,,TOTALS,,Duluth,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KJGRZDK,1915,Northern League,1915-05-08,0,regular,,TOTALS,,Winnipeg,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGHDMFS,1915,Northern League,1915-05-08,0,regular,P1213720,Dumont,,Fargo-Moorhead,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGHDMFS,1915,Northern League,1915-05-08,0,regular,P4589478,Smith,,Fargo-Moorhead,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGHDMFS,1915,Northern League,1915-05-08,0,regular,,TOTALS,,Fargo-Moorhead,,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
NGHDMFS,1915,Northern League,1915-05-08,0,regular,P4588196,Wright,,Virginia,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGHDMFS,1915,Northern League,1915-05-08,0,regular,P7776184,Cronin,,Virginia,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGHDMFS,1915,Northern League,1915-05-08,0,regular,,TOTALS,,Virginia,,,,5,,6,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
VSFNLMG,1915,Northern League,1915-05-08,0,regular,P4272007,Miller,,St. Boniface,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSFNLMG,1915,Northern League,1915-05-08,0,regular,P3254992,Sullivan,,St. Boniface,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSFNLMG,1915,Northern League,1915-05-08,0,regular,,TOTALS,,St. Boniface,,,,11,,11,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
VSFNLMG,1915,Northern League,1915-05-08,0,regular,P8781897,Ryan,,Superior,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSFNLMG,1915,Northern League,1915-05-08,0,regular,P0624017,Kurke,,Superior,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSFNLMG,1915,Northern League,1915-05-08,0,regular,,TOTALS,,Superior,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNGZWYS,1915,Northern League,1915-05-09,0,regular,P8092669,Hawkins,,Fort William-Port Arthur,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNGZWYS,1915,Northern League,1915-05-09,0,regular,P9162901,Fosner,,Fort William-Port Arthur,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNGZWYS,1915,Northern League,1915-05-09,0,regular,,TOTALS,,Fort William-Port Arthur,,,,2,,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
CNGZWYS,1915,Northern League,1915-05-09,0,regular,P0869847,Morse,[Paul],Grand Forks,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
