league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1910,Central Kansas League,regular,P3523639,,,1910-07-04,1910-08-07,2
1910,Central Kansas League,regular,P6518695,Graham,,1910-07-18,1910-07-30,9
1910,Central Kansas League,regular,P3891536,Hamlin,,1910-06-06,1910-07-04,2
1910,Central Kansas League,regular,P0629309,Lahap,,1910-07-09,1910-07-09,1
1910,Central Kansas League,regular,P4359068,Morehead,,1910-07-09,1910-07-09,1
1910,Central Kansas League,regular,P9424026,Rice,,1910-05-31,1910-06-01,2
1910,Central Kansas League,regular,P5708236,Snyder,,1910-05-18,1910-06-30,5
1910,Central Kansas League,regular,P0966795,Sparks,,1910-05-18,1910-07-13,3
1910,Central Kansas League,regular,P2304340,Stokesberry,,1910-07-08,1910-07-08,1
1910,Central Kansas League,regular,P6217860,Wayman,,1910-05-31,1910-05-31,1
1910,Central Kansas League,regular,P8157704,Weyman,,1910-06-09,1910-06-09,1
1910,Central Kansas League,regular,P1780324,Zilinski,,1910-07-08,1910-07-09,2
