league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1915,Florida-Alabama-Georgia League,regular,P4456324,Burke,,1915-06-16,1915-06-16,1
1915,Florida-Alabama-Georgia League,regular,P6240932,Colby,,1915-04-29,1915-05-08,4
1915,Florida-Alabama-Georgia League,regular,P0928943,Donahue,,1915-07-16,1915-07-17,3
1915,Florida-Alabama-Georgia League,regular,P3104381,Donohue,,1915-07-14,1915-07-15,2
1915,Florida-Alabama-Georgia League,regular,P6089915,Ery,,1915-05-06,1915-06-15,2
1915,Florida-Alabama-Georgia League,regular,P9599980,Hall,,1915-05-06,1915-05-06,1
1915,Florida-Alabama-Georgia League,regular,P1146146,Hancock,,1915-04-26,1915-05-05,7
1915,Florida-Alabama-Georgia League,regular,P1715572,Hill,,1915-07-13,1915-07-13,1
1915,Florida-Alabama-Georgia League,regular,P7750169,La Racque,,1915-07-14,1915-07-14,1
1915,Florida-Alabama-Georgia League,regular,P9539623,La Rocque,,1915-04-29,1915-07-03,19
1915,Florida-Alabama-Georgia League,regular,P1906089,LaRoche,,1915-07-17,1915-07-17,2
1915,Florida-Alabama-Georgia League,regular,P4557895,LaRocque,,1915-04-26,1915-07-16,35
1915,Florida-Alabama-Georgia League,regular,P2833764,LaRoque,,1915-05-10,1915-07-13,10
1915,Florida-Alabama-Georgia League,regular,P6676711,Larocque,,1915-05-17,1915-05-19,2
1915,Florida-Alabama-Georgia League,regular,P8352516,Laroque,,1915-05-18,1915-06-19,3
1915,Florida-Alabama-Georgia League,regular,P1617519,McFarlan,,1915-06-15,1915-06-15,1
1915,Florida-Alabama-Georgia League,regular,P9559101,Mitchell,,1915-05-10,1915-06-01,20
1915,Florida-Alabama-Georgia League,regular,P1854052,Mosely,,1915-05-06,1915-05-06,1
1915,Florida-Alabama-Georgia League,regular,P5169690,Rocque,,1915-06-15,1915-06-15,1
1915,Florida-Alabama-Georgia League,regular,P4489907,Spaugh,,1915-07-10,1915-07-10,1
1915,Florida-Alabama-Georgia League,regular,P7127381,Stewart,,1915-06-17,1915-07-12,26
1915,Florida-Alabama-Georgia League,regular,P9846178,Underwood,,1915-05-13,1915-05-13,1
1915,Florida-Alabama-Georgia League,regular,P6165173,Wagnon,,1915-06-02,1915-06-24,20
1915,Florida-Alabama-Georgia League,regular,P0929420,White,,1915-04-26,1915-07-17,62
1915,Florida-Alabama-Georgia League,regular,P8307043,Wiggins,,1915-06-16,1915-06-16,1
1915,Florida-Alabama-Georgia League,regular,P5751786,Wingers,,1915-05-06,1915-05-06,1
1915,Florida-Alabama-Georgia League,regular,P2465926,Zaiden,,1915-07-13,1915-07-13,1
