team.league,team.key,team.name,source,key,gloss.name.last,gloss.name.first,person.name.last,person.name.first,person.seq,pos
Buckeye League,BUCAKR,Akron,1915-ABJ,19150524-BUCAKR-BUCLIM-0,,,Baird,,a08,p
Buckeye League,BUCAKR,Akron,1915-CER,19150524-BUCAKR-BUCLIM-0,,,Baird,,a00,p
Buckeye League,BUCAKR,Akron,1915-MDS,19150524-BUCAKR-BUCLIM-0,,,Baird,,a00,p
Buckeye League,BUCAKR,Akron,1915-NDA,19150524-BUCAKR-BUCLIM-0,,,Baird,,a00,p
Buckeye League,BUCAKR,Akron,1915-ABJ,19150519-BUCAKR-BUCCAN-0,,,Byatt,,a01,cf
Buckeye League,BUCAKR,Akron,1915-CER,19150519-BUCAKR-BUCCAN-0,,,Byatt,,a01,cf
Buckeye League,BUCAKR,Akron,1915-ABJ,19150521-BUCAKR-BUCCAN-0,,,Byatt,,b01,cf
Buckeye League,BUCAKR,Akron,1915-CER,19150521-BUCAKR-BUCCAN-0,,,Byatt,,b01,cf
Buckeye League,BUCAKR,Akron,1915-ABJ,19150522-BUCAKR-BUCCAN-0,,,Byatt,,b01,cf
Buckeye League,BUCAKR,Akron,1915-CER,19150522-BUCAKR-BUCCAN-0,,,Byatt,,b01,cf
Buckeye League,BUCAKR,Akron,1915-ABJ,19150523-BUCAKR-BUCLIM-0,,,Byatt,,a01,cf
Buckeye League,BUCAKR,Akron,1915-LDN,19150523-BUCAKR-BUCLIM-0,,,Byatt,,a01,cf
Buckeye League,BUCAKR,Akron,1915-ABJ,19150524-BUCAKR-BUCLIM-0,,,Byatt,,a01,cf
Buckeye League,BUCAKR,Akron,1915-ABJ,19150525-BUCAKR-BUCFIN-0,,,Byatt,,a01,cf
Buckeye League,BUCAKR,Akron,1915-ABJ,19150526-BUCAKR-BUCFIN-0,,,Byatt,,a01,cf
Buckeye League,BUCAKR,Akron,1915-ABJ,19150527-BUCAKR-BUCNEW-0,,,Byatt,,b01,cf
Buckeye League,BUCAKR,Akron,1915-NDA,19150527-BUCAKR-BUCNEW-0,,,Byatt,,b01,cf
Buckeye League,BUCAKR,Akron,1915-ABJ,19150528-BUCAKR-BUCNEW-0,,,Byatt,,b01,cf
Buckeye League,BUCAKR,Akron,1915-NDA,19150528-BUCAKR-BUCNEW-0,,,Byatt,,b01,cf
Buckeye League,BUCAKR,Akron,1915-ABJ,19150530-BUCAKR-BUCLIM-0,,,Byatt,,b01,cf
Buckeye League,BUCAKR,Akron,1915-ABJ,19150531-BUCAKR-BUCCAN-1,,,Byatt,,a01,cf
Buckeye League,BUCAKR,Akron,1915-CER,19150531-BUCAKR-BUCCAN-1,,,Byatt,,a01,cf
Buckeye League,BUCAKR,Akron,1915-ABJ,19150531-BUCAKR-BUCCAN-2,,,Byatt,,b01,cf
Buckeye League,BUCAKR,Akron,1915-CER,19150531-BUCAKR-BUCCAN-2,,,Byatt,,b01,cf
Buckeye League,BUCAKR,Akron,1915-ABJ,19150618-BUCAKR-BUCLIM-0,,,Byatt,,b00,cf
Buckeye League,BUCAKR,Akron,1915-LDN,19150618-BUCAKR-BUCLIM-0,,,Byatt,,b00,cf
Buckeye League,BUCAKR,Akron,1915-ABJ,19150619-BUCAKR-BUCLIM-0,,,Byatt,,b00,cf
Buckeye League,BUCAKR,Akron,1915-LDN,19150619-BUCAKR-BUCLIM-0,,,Byatt,,b00,cf
Buckeye League,BUCAKR,Akron,1915-ABJ,19150620-BUCAKR-BUCFIN-1,,,Byatt,,b00,cf
Buckeye League,BUCAKR,Akron,1915-ABJ,19150620-BUCAKR-BUCFIN-2,,,Byatt,,b00,cf
Buckeye League,BUCAKR,Akron,1915-LDN,19150622-BUCAKR-BUCLIM-0,,,Byatt,,a00,cf-rf
Buckeye League,BUCAKR,Akron,1915-LDN,19150623-BUCAKR-BUCLIM-0,,,Byatt,,a00,rf
Buckeye League,BUCAKR,Akron,1915-ABJ,19150624-BUCAKR-BUCFIN-0,,,Byatt,,a00,cf
Buckeye League,BUCAKR,Akron,1915-ABJ,19150625-BUCAKR-BUCFIN-0,,,Byatt,,a00,cf
Buckeye League,BUCAKR,Akron,1915-ABJ,19150626-BUCAKR-BUCFIN-0,,,Byatt,,a00,cf
Buckeye League,BUCAKR,Akron,1915-ABJ,19150630-BUCAKR-BUCNEW-0,,,Byatt,,a00,lf
Buckeye League,BUCAKR,Akron,1915-NDA,19150630-BUCAKR-BUCNEW-0,,,Byatt,,a00,lf
Buckeye League,BUCAKR,Akron,1915-LDN,19150701-BUCAKR-BUCLIM-0,,,Byatt,,a00,cf
Buckeye League,BUCAKR,Akron,1915-LDN,19150702-BUCAKR-BUCLIM-0,,,Byatt,,a00,cf
Buckeye League,BUCAKR,Akron,1915-ABJ,19150522-BUCAKR-BUCCAN-0,,,Clark,,b04,2b
Buckeye League,BUCAKR,Akron,1915-CER,19150522-BUCAKR-BUCCAN-0,,,Clark,,b04,2b
Buckeye League,BUCAKR,Akron,1915-ABJ,19150524-BUCAKR-BUCLIM-0,,,Clark,,a04,2b
Buckeye League,BUCAKR,Akron,1915-ABJ,19150525-BUCAKR-BUCFIN-0,,,Clark,,a06,2b
Buckeye League,BUCAKR,Akron,1915-ABJ,19150526-BUCAKR-BUCFIN-0,,,Clark,,a06,2b
Buckeye League,BUCAKR,Akron,1915-ABJ,19150527-BUCAKR-BUCNEW-0,,,Clark,,b06,2b
Buckeye League,BUCAKR,Akron,1915-NDA,19150527-BUCAKR-BUCNEW-0,,,Clark,,b06,2b
Buckeye League,BUCAKR,Akron,1915-ABJ,19150528-BUCAKR-BUCNEW-0,,,Clark,,b06,2b
Buckeye League,BUCAKR,Akron,1915-NDA,19150528-BUCAKR-BUCNEW-0,,,Clark,,b06,2b
Buckeye League,BUCAKR,Akron,1915-ABJ,19150531-BUCAKR-BUCCAN-1,,,Clark,,a06,2b
Buckeye League,BUCAKR,Akron,1915-CER,19150531-BUCAKR-BUCCAN-1,,,Clark,,a06,2b
Buckeye League,BUCAKR,Akron,1915-LDN,19150523-BUCAKR-BUCLIM-0,Clark,,Clark [Akr],,a04,2b
Buckeye League,BUCAKR,Akron,1915-ABJ,19150530-BUCAKR-BUCLIM-0,Clark,,Clark [Akr],,b06,2b
Buckeye League,BUCAKR,Akron,1915-ABJ,19150523-BUCAKR-BUCLIM-0,Clark,,Clarke,,a04,2b
Buckeye League,BUCAKR,Akron,1915-ABJ,19150528-BUCAKR-BUCNEW-0,,,Connor,,b08,p
Buckeye League,BUCAKR,Akron,1915-CER,19150528-BUCAKR-BUCNEW-0,,,Connor,,b00,p
Buckeye League,BUCAKR,Akron,1915-LDN,19150528-BUCAKR-BUCNEW-0,,,Connor,,b00,p
Buckeye League,BUCAKR,Akron,1915-MDS,19150528-BUCAKR-BUCNEW-0,,,Connor,,b00,p
Buckeye League,BUCAKR,Akron,1915-NDA,19150528-BUCAKR-BUCNEW-0,,,Connor,,b08,p
Buckeye League,BUCAKR,Akron,1915-ABJ,19150531-BUCAKR-BUCCAN-1,Connor,,Connors,,a08,p
Buckeye League,BUCAKR,Akron,1915-CER,19150531-BUCAKR-BUCCAN-1,Connor,,Connors,,a08,p
Buckeye League,BUCAKR,Akron,1915-MDS,19150531-BUCAKR-BUCCAN-1,Connor,,Connors,,a00,p
Buckeye League,BUCAKR,Akron,1915-NDA,19150531-BUCAKR-BUCCAN-1,Connor,,Connors,,a00,p
Buckeye League,BUCAKR,Akron,1915-ABJ,19150526-BUCAKR-BUCFIN-0,,,Fickel,,a05,1b
Buckeye League,BUCAKR,Akron,1915-ABJ,19150527-BUCAKR-BUCNEW-0,,,Fickel,,b05,1b
Buckeye League,BUCAKR,Akron,1915-NDA,19150527-BUCAKR-BUCNEW-0,,,Fickel,,b05,1b
Buckeye League,BUCAKR,Akron,1915-ABJ,19150528-BUCAKR-BUCNEW-0,,,Fickel,,b05,1b
Buckeye League,BUCAKR,Akron,1915-NDA,19150528-BUCAKR-BUCNEW-0,,,Fickel,,b05,1b
Buckeye League,BUCAKR,Akron,1915-ABJ,19150530-BUCAKR-BUCLIM-0,,,Fickel,,b05,1b
Buckeye League,BUCAKR,Akron,1915-ABJ,19150531-BUCAKR-BUCCAN-1,,,Fickel,,a05,1b
Buckeye League,BUCAKR,Akron,1915-CER,19150531-BUCAKR-BUCCAN-1,,,Fickel,,a05,1b
Buckeye League,BUCAKR,Akron,1915-ABJ,19150531-BUCAKR-BUCCAN-2,,,Fickel,,b05,1b
Buckeye League,BUCAKR,Akron,1915-CER,19150531-BUCAKR-BUCCAN-2,,,Fickel,,b05,1b
Buckeye League,BUCAKR,Akron,1915-ABJ,19150604-BUCAKR-BUCNEW-0,Fickel,,Fickle,,a06,1b
Buckeye League,BUCAKR,Akron,1915-NDA,19150604-BUCAKR-BUCNEW-0,Fickel,,Fickle,,a06,1b
Buckeye League,BUCAKR,Akron,1915-ABJ,19150605-BUCAKR-BUCNEW-0,Fickel,,Fickle,,a06,1b
Buckeye League,BUCAKR,Akron,1915-NDA,19150605-BUCAKR-BUCNEW-0,Fickel,,Fickle,,a06,1b
Buckeye League,BUCAKR,Akron,1915-ABJ,19150519-BUCAKR-BUCCAN-0,,,Fields,,a06,rf
Buckeye League,BUCAKR,Akron,1915-CER,19150519-BUCAKR-BUCCAN-0,,,Fields,,a06,rf
