league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1909,Central Kansas League,regular,P7219977,,,1909-06-26,1909-09-01,9
1909,Central Kansas League,regular,P6751896,Ahearn,,1909-08-11,1909-08-11,1
1909,Central Kansas League,regular,P4489772,Brumage,,1909-06-14,1909-06-17,2
1909,Central Kansas League,regular,P3947161,Brummage,,1909-06-16,1909-06-16,1
1909,Central Kansas League,regular,P7292749,Fischer,,1909-08-13,1909-08-13,2
1909,Central Kansas League,regular,P6492152,Flemming,,1909-08-12,1909-08-12,1
1909,Central Kansas League,regular,P9373050,Gramley,,1909-06-15,1909-06-15,1
1909,Central Kansas League,regular,P3489058,Hamlin,,1909-06-18,1909-07-21,8
1909,Central Kansas League,regular,P1496878,McKee,,1909-07-08,1909-08-24,2
1909,Central Kansas League,regular,P0606057,Scanlan,,1909-08-23,1909-08-23,1
1909,Central Kansas League,regular,P7486228,Seigler,,1909-06-17,1909-08-21,6
1909,Central Kansas League,regular,P9561236,Siegler,,1909-06-28,1909-06-28,1
1909,Central Kansas League,regular,P5413839,Sigler,,1909-08-09,1909-08-10,2
1909,Central Kansas League,regular,P4397742,Umphry,,1909-08-13,1909-08-13,2
