key,league,date,number,source,team1.name,team1.align,team1.score,team2.name,team2.align,team2.score,status_code,status_reason
19150423-WESDEN-WESLIN-0,Western League,1915-04-23,0,1915-SL,Denver,a,6,Lincoln,h,0,final,
19150423-WESDMN-WESSXC-0,Western League,1915-04-23,0,1915-SL,Des Moines,a,10,Sioux City,h,3,final,
19150423-WESOMA-WESSTJ-0,Western League,1915-04-23,0,1915-SL,Omaha,a,,St. Joseph,h,,postponed,
19150423-WESTOP-WESWIC-0,Western League,1915-04-23,0,1915-SL,Topeka,a,4,Wichita,h,3,final,
19150424-WESDEN-WESLIN-0,Western League,1915-04-24,0,1915-SL,Denver,a,2,Lincoln,h,11,final,
19150424-WESDMN-WESSXC-0,Western League,1915-04-24,0,1915-SL,Des Moines,a,5,Sioux City,h,6,final,
19150424-WESOMA-WESSTJ-0,Western League,1915-04-24,0,1915-SL,Omaha,a,4,St. Joseph,h,3,final,
19150424-WESTOP-WESWIC-0,Western League,1915-04-24,0,1915-SL,Topeka,a,6,Wichita,h,1,final,
19150425-WESDMN-WESSXC-0,Western League,1915-04-25,0,1915-SL,Des Moines,a,3,Sioux City,h,2,final,
19150425-WESOMA-WESSTJ-0,Western League,1915-04-25,0,1915-SL,Omaha,a,0,St. Joseph,h,1,final,
19150426-WESDEN-WESLIN-0,Western League,1915-04-26,0,1915-SL,Denver,a,3,Lincoln,h,3,final,
19150426-WESDMN-WESSXC-0,Western League,1915-04-26,0,1915-SL,Des Moines,a,3,Sioux City,h,4,final,
19150426-WESOMA-WESSTJ-0,Western League,1915-04-26,0,1915-SL,Omaha,a,9,St. Joseph,h,7,final,
19150426-WESTOP-WESWIC-0,Western League,1915-04-26,0,1915-SL,Topeka,a,1,Wichita,h,4,final,
19150427-WESDEN-WESTOP-0,Western League,1915-04-27,0,1915-SL,Denver,a,3,Topeka,h,4,final,
19150427-WESDMN-WESSTJ-0,Western League,1915-04-27,0,1915-SL,St. Joseph,a,1,Des Moines,h,5,final,
19150427-WESLIN-WESWIC-0,Western League,1915-04-27,0,1915-SL,Lincoln,a,2,Wichita,h,4,final,
19150427-WESOMA-WESSXC-0,Western League,1915-04-27,0,1915-SL,Sioux City,a,1,Omaha,h,4,final,
19150428-WESDEN-WESTOP-0,Western League,1915-04-28,0,1915-SL,Denver,a,4,Topeka,h,2,final,
19150428-WESDMN-WESSTJ-0,Western League,1915-04-28,0,1915-SL,St. Joseph,a,3,Des Moines,h,5,final,
19150428-WESLIN-WESWIC-0,Western League,1915-04-28,0,1915-SL,Lincoln,a,3,Wichita,h,4,final,
19150428-WESOMA-WESSXC-0,Western League,1915-04-28,0,1915-SL,Sioux City,a,2,Omaha,h,3,final,
19150429-WESDEN-WESTOP-0,Western League,1915-04-29,0,1915-SL,Denver,a,4,Topeka,h,5,final,
19150429-WESDMN-WESSTJ-0,Western League,1915-04-29,0,1915-SL,St. Joseph,a,3,Des Moines,h,3,final,
19150429-WESLIN-WESWIC-0,Western League,1915-04-29,0,1915-SL,Lincoln,a,8,Wichita,h,9,final,
19150429-WESOMA-WESSXC-0,Western League,1915-04-29,0,1915-SL,Sioux City,a,4,Omaha,h,7,final,
