game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_IP,P_TBF,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
RYZZVGQ,1915,Blue Ridge League,1915-05-27,0,regular,P0251139,Stair,,Gettysburg,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RYZZVGQ,1915,Blue Ridge League,1915-05-27,0,regular,P0420566,Jarosick,,Gettysburg,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RYZZVGQ,1915,Blue Ridge League,1915-05-27,0,regular,,TOTALS,,Gettysburg,,,,5,,8,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
RYZZVGQ,1915,Blue Ridge League,1915-05-27,0,regular,P3004002,Johnson,,Hanover,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RYZZVGQ,1915,Blue Ridge League,1915-05-27,0,regular,P3973057,Traub,,Hanover,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RYZZVGQ,1915,Blue Ridge League,1915-05-27,0,regular,P5010772,Steinbach,,Hanover,c,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RYZZVGQ,1915,Blue Ridge League,1915-05-27,0,regular,,TOTALS,,Hanover,,,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
YVKXYKL,1915,Blue Ridge League,1915-05-27,0,regular,P0290823,Stevens,,Frederick,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YVKXYKL,1915,Blue Ridge League,1915-05-27,0,regular,P5334142,Whalen,,Frederick,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YVKXYKL,1915,Blue Ridge League,1915-05-27,0,regular,,TOTALS,,Frederick,,,,14,,15,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
YVKXYKL,1915,Blue Ridge League,1915-05-27,0,regular,P1962884,Kelley,,Martinsburg,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YVKXYKL,1915,Blue Ridge League,1915-05-27,0,regular,P0130594,Schanfle,,Martinsburg,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YVKXYKL,1915,Blue Ridge League,1915-05-27,0,regular,P1215508,Zachery,,Martinsburg,c,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YVKXYKL,1915,Blue Ridge League,1915-05-27,0,regular,,TOTALS,,Martinsburg,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
ZMZZSKR,1915,Blue Ridge League,1915-05-27,0,regular,P1600346,Snyder,,Chambersburg,cf,1,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
ZMZZSKR,1915,Blue Ridge League,1915-05-27,0,regular,P8706860,Stricker,,Chambersburg,p,10,4,0,,0,,,,,,,,,,,,,,,,,,,1,11,,,,0,4,0,,,,
ZMZZSKR,1915,Blue Ridge League,1915-05-27,0,regular,P4290586,Dunn,,Chambersburg,lf,2,4,1,,3,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,,,,
ZMZZSKR,1915,Blue Ridge League,1915-05-27,0,regular,P3291883,Francis,,Chambersburg,2b,3,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,
ZMZZSKR,1915,Blue Ridge League,1915-05-27,0,regular,P7984946,Stroh,[W.],Chambersburg,rf,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
ZMZZSKR,1915,Blue Ridge League,1915-05-27,0,regular,P1588394,Stroh,G.,Chambersburg,c,5,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,10,3,0,,,,
ZMZZSKR,1915,Blue Ridge League,1915-05-27,0,regular,P5573041,Moore [lf],,Chambersburg,lf,6,2,0,,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
ZMZZSKR,1915,Blue Ridge League,1915-05-27,0,regular,P9793786,Holbig,,Chambersburg,ph,7,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
ZMZZSKR,1915,Blue Ridge League,1915-05-27,0,regular,P6375488,Eilor,,Chambersburg,3b,8,4,0,,3,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,
ZMZZSKR,1915,Blue Ridge League,1915-05-27,0,regular,P2450220,Poune,,Chambersburg,ss,9,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,
ZMZZSKR,1915,Blue Ridge League,1915-05-27,0,regular,,TOTALS,,Chambersburg,,,32,1,,7,,,,,,,,,,,,,,,,,,,,,,,,27,12,2,,,,
ZMZZSKR,1915,Blue Ridge League,1915-05-27,0,regular,P5254356,Walters,,Hagerstown,cf,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
ZMZZSKR,1915,Blue Ridge League,1915-05-27,0,regular,P8273130,Dean,,Hagerstown,3b,2,4,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,0,5,0,,,,
ZMZZSKR,1915,Blue Ridge League,1915-05-27,0,regular,P9136656,Sharp,,Hagerstown,2b,3,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,,,,
ZMZZSKR,1915,Blue Ridge League,1915-05-27,0,regular,P0244416,Dolan,,Hagerstown,1b,4,4,0,,2,1,,,,,,,,,,,,,,,,,,,,,,,13,1,0,,,,
ZMZZSKR,1915,Blue Ridge League,1915-05-27,0,regular,P7269958,Laughlin,,Hagerstown,c,5,3,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,7,3,0,,,,
ZMZZSKR,1915,Blue Ridge League,1915-05-27,0,regular,P4123514,Hooker,,Hagerstown,rf,6,3,0,,2,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
ZMZZSKR,1915,Blue Ridge League,1915-05-27,0,regular,P9526885,Fuhrey,,Hagerstown,ss,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,,,,
ZMZZSKR,1915,Blue Ridge League,1915-05-27,0,regular,P9485441,Daley,,Hagerstown,lf,8,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
ZMZZSKR,1915,Blue Ridge League,1915-05-27,0,regular,P2598399,Hevener,,Hagerstown,p,9,4,0,,1,,,,,,,,,,,,,,,,,,,2,9,,,,1,1,0,,,,
ZMZZSKR,1915,Blue Ridge League,1915-05-27,0,regular,,TOTALS,,Hagerstown,,,33,3,,9,,,,,,,,,,,,,,,,,,,,,,,,27,15,0,,,,
CRFPGRS,1915,Blue Ridge League,1915-05-28,0,regular,P2547256,Morrison,,Frederick,lf,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
CRFPGRS,1915,Blue Ridge League,1915-05-28,0,regular,P2277276,Boyne,,Frederick,1b,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,,,,
CRFPGRS,1915,Blue Ridge League,1915-05-28,0,regular,P6596012,Lamar,,Frederick,cf,3,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,,,,
CRFPGRS,1915,Blue Ridge League,1915-05-28,0,regular,P9498891,Orrison,,Frederick,rf,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,
CRFPGRS,1915,Blue Ridge League,1915-05-28,0,regular,P0469057,Barnhard,,Frederick,3b,5,4,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,1,2,0,,,,
CRFPGRS,1915,Blue Ridge League,1915-05-28,0,regular,P8778508,Statton,,Frederick,2b,6,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
CRFPGRS,1915,Blue Ridge League,1915-05-28,0,regular,P4213152,Yingling,,Frederick,ss,7,2,0,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
CRFPGRS,1915,Blue Ridge League,1915-05-28,0,regular,P5334142,Whalen,,Frederick,c,8,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,11,0,0,,,2,
CRFPGRS,1915,Blue Ridge League,1915-05-28,0,regular,P6193919,Norton,,Frederick,p,9,2,0,,0,,,,,,,,,,,,,,,,,,,1,7,1,,,1,3,0,,,,
CRFPGRS,1915,Blue Ridge League,1915-05-28,0,regular,,TOTALS,,Frederick,,,30,3,,4,,,,,,,,,,,,,,,,,,,,,,,,24,8,4,,,,
CRFPGRS,1915,Blue Ridge League,1915-05-28,0,regular,P4130161,McCarty,,Martinsburg,lf,1,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
CRFPGRS,1915,Blue Ridge League,1915-05-28,0,regular,P2971098,Morris,,Martinsburg,rf,10,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
CRFPGRS,1915,Blue Ridge League,1915-05-28,0,regular,P5302175,Thornetti,,Martinsburg,3b,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,,,,
CRFPGRS,1915,Blue Ridge League,1915-05-28,0,regular,P6343210,Bove,,Martinsburg,2b,3,5,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,
CRFPGRS,1915,Blue Ridge League,1915-05-28,0,regular,P0039901,Johnson,,Martinsburg,1b,4,5,0,,1,,,,,,,,,,,,,,,,,,,,,,,,12,1,1,1,,,
CRFPGRS,1915,Blue Ridge League,1915-05-28,0,regular,P3364700,Shipley,,Martinsburg,ss,5,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,,,,
CRFPGRS,1915,Blue Ridge League,1915-05-28,0,regular,P2808673,Hagar,,Martinsburg,rf,6,4,2,,2,,,1,,,,,,,,,,,,,,,,,,,,,2,1,0,,,,
CRFPGRS,1915,Blue Ridge League,1915-05-28,0,regular,P7145781,Davis,,Martinsburg,cf,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,
CRFPGRS,1915,Blue Ridge League,1915-05-28,0,regular,P9041680,Zachary,,Martinsburg,c,8,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,,,,
