game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_IP,P_TBF,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
CKTJNRC,1915,Colonial League,1915-05-20,0,regular,P7461948,O'Brien,,Hartford,3b,1,3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,
CKTJNRC,1915,Colonial League,1915-05-20,0,regular,P0846805,Neptune,,Hartford,lf,2,3,0,,1,,,,,,,1,,,1,,,,,,,,,,,,,,0,0,0,,,,
CKTJNRC,1915,Colonial League,1915-05-20,0,regular,P5466523,Whitehouse,,Hartford,rf,3,4,1,,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
CKTJNRC,1915,Colonial League,1915-05-20,0,regular,P6794899,Chouinard,,Hartford,ss,4,3,0,,1,,,,,,,,,1,1,,,,,,,,,,,,,,1,3,0,,,,
CKTJNRC,1915,Colonial League,1915-05-20,0,regular,P4678292,Delehanty,,Hartford,2b,5,4,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,5,4,1,,,,
CKTJNRC,1915,Colonial League,1915-05-20,0,regular,P5357379,Wherre,,Hartford,1b,6,4,0,,3,1,,,,,,,,,1,,,,,,,,,,,,,,10,0,0,,,,
CKTJNRC,1915,Colonial League,1915-05-20,0,regular,P4683881,Gaudette,,Hartford,cf,7,3,0,,1,,1,,,,,,1,,,,,,,,,,,,,,,,2,0,0,,,,
CKTJNRC,1915,Colonial League,1915-05-20,0,regular,P1659480,Pjura,,Hartford,c,8,3,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,7,0,1,,,1,
CKTJNRC,1915,Colonial League,1915-05-20,0,regular,P3704793,Billiard,,Hartford,p,9,4,0,,0,,,,,,,,,,,,,,,,,,,,7,,,,0,3,0,,,,
CKTJNRC,1915,Colonial League,1915-05-20,0,regular,,TOTALS,,Hartford,,,31,3,,9,,,,,,,,,,,,9,,,,,,,,,,,,27,11,2,,,,
CKTJNRC,1915,Colonial League,1915-05-20,0,regular,P9866302,Menosky,,New Haven,lf,1,3,1,,1,,,,,,,,,,2,,,,,,,,,,,,,,0,0,0,,,,
