league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1915,Colonial League,regular,P0826862,Barry,,1915-06-05,1915-06-12,8
1915,Colonial League,regular,P6973779,Benson,,1915-06-23,1915-07-20,3
1915,Colonial League,regular,P7594449,Billiard,,1915-06-21,1915-07-20,3
1915,Colonial League,regular,P4344573,Buckley,,1915-06-19,1915-09-06,70
1915,Colonial League,regular,P8839179,Bulkeley,,1915-06-14,1915-06-18,5
1915,Colonial League,regular,P1209222,Bulkley,,1915-07-20,1915-07-20,1
1915,Colonial League,regular,P3103088,Devinney,,1915-07-30,1915-07-30,1
1915,Colonial League,regular,P0532880,Devlin,,1915-06-24,1915-06-24,1
1915,Colonial League,regular,P8531292,Devron,,1915-06-25,1915-08-06,2
1915,Colonial League,regular,P0852132,Duggan,,1915-06-07,1915-06-07,1
1915,Colonial League,regular,P6715698,Fennell,,1915-05-29,1915-08-10,4
1915,Colonial League,regular,P8783848,Finell,,1915-06-30,1915-06-30,1
1915,Colonial League,regular,P5350218,Finnel,,1915-05-22,1915-05-22,1
1915,Colonial League,regular,P0730550,Finnell,,1915-05-20,1915-09-06,84
1915,Colonial League,regular,P1693694,Graham,,1915-05-20,1915-06-30,32
1915,Colonial League,regular,P9077608,Klobedanz,,1915-07-03,1915-07-03,1
1915,Colonial League,regular,P4277445,Latham,,1915-05-20,1915-05-31,8
1915,Colonial League,regular,P3905054,McAuley,,1915-06-28,1915-07-10,4
1915,Colonial League,regular,P2666046,McGanley,,1915-06-29,1915-06-29,1
1915,Colonial League,regular,P8753765,McGauley,,1915-06-26,1915-07-21,17
1915,Colonial League,regular,P1374899,Murphy,,1915-06-24,1915-06-24,1
1915,Colonial League,regular,P0981441,Peters,,1915-07-20,1915-07-20,1
1915,Colonial League,regular,P7827780,Setley,,1915-05-20,1915-05-31,8
1915,Colonial League,regular,P1820826,Trautman,,1915-07-20,1915-07-20,1
1915,Colonial League,regular,P4496116,Walker,,1915-06-23,1915-06-25,2
1915,Colonial League,regular,P1587014,Warwick,,1915-06-25,1915-06-25,1
1915,Colonial League,regular,P6486865,Water,,1915-07-15,1915-07-15,1
1915,Colonial League,regular,P8567588,Waters,,1915-05-20,1915-09-06,90
1915,Colonial League,regular,P8657807,White,,1915-06-12,1915-06-12,1
