league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1909,Central Kansas League,regular,P6302364,,,1909-07-30,1909-08-27,8
1909,Central Kansas League,regular,P3075439,Bartley,,1909-08-30,1909-08-30,1
1909,Central Kansas League,regular,P9035871,Brumage,,1909-07-28,1909-07-28,2
1909,Central Kansas League,regular,P6051061,Hamlin,,1909-08-05,1909-08-23,4
1909,Central Kansas League,regular,P5152156,Scanlan,,1909-08-18,1909-08-18,1
1909,Central Kansas League,regular,P9385375,~McKee,,1909-08-19,1909-08-19,1
