game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
NGMXZBG,1915,Buckeye League,1915-06-04,0,regular,P3576661,Berthaume,
XWKGDCJ,1915,Buckeye League,1915-06-05,1,regular,P5642003,Taylor,
PNMZXKD,1915,Buckeye League,1915-06-05,2,regular,P5642003,Taylor,
DYGJSVP,1915,Buckeye League,1915-06-06,0,regular,P5952999,Hart,
DYGJSVP,1915,Buckeye League,1915-06-06,0,regular,P9774725,Clark,
LCXNGPY,1915,Buckeye League,1915-06-06,2,regular,P5642003,Taylor,
VDKRMZG,1915,Buckeye League,1915-06-23,0,regular,P3392081,Pastorious,
MKBRMNR,1915,Buckeye League,1915-06-25,0,regular,P3392081,Pastorious,
FYMPKYR,1915,Buckeye League,1915-06-26,1,regular,P3392081,Pastorious,
XRKHSNJ,1915,Buckeye League,1915-06-26,2,regular,P3392081,Pastorious,
VNNPMWJ,1915,Buckeye League,1915-06-27,1,regular,P3207301,Schultz,
VNNPMWJ,1915,Buckeye League,1915-06-27,1,regular,P9774725,Clark,
WMKCKQP,1915,Buckeye League,1915-06-27,2,regular,P7059794,Schnitzer,
WMKCKQP,1915,Buckeye League,1915-06-27,2,regular,P0760469,Black,
YTSVSWG,1915,Buckeye League,1915-06-27,1,regular,P3392081,Pastorious,
FQRDQMX,1915,Buckeye League,1915-06-28,0,regular,P3576661,Berthaume,
SSLHHXK,1915,Buckeye League,1915-06-29,0,regular,P3392081,Pastorious,
VQQQRKP,1915,Buckeye League,1915-06-30,0,regular,P3392081,Pastorious,
PKCTFMC,1915,Buckeye League,1915-07-01,0,regular,P3392081,Pastorious,
DKSPDXQ,1915,Buckeye League,1915-07-02,0,regular,P3392081,Pastorious,
RKCNZHF,1915,Buckeye League,1915-07-04,0,regular,P6557597,Willett,
LFRKRKS,1915,Buckeye League,1915-06-16,0,regular,P5642003,Taylor,
QCHNVNS,1915,Buckeye League,1915-06-17,0,regular,P3392081,Pastorious,
VHGJHNQ,1915,Buckeye League,1915-06-17,0,regular,P5642003,Taylor,
KBGDNKQ,1915,Buckeye League,1915-06-18,0,regular,P1592002,O'Neill,
KTVNDDH,1915,Buckeye League,1915-06-19,0,regular,P1592002,O'Neill,
XWCVZHQ,1915,Buckeye League,1915-06-20,1,regular,P5642003,Taylor,
VSPSYMK,1915,Buckeye League,1915-06-20,2,regular,P5642003,Taylor,
GTCTVLW,1915,Buckeye League,1915-06-20,1,regular,P4770262,O'Neil,
GTCTVLW,1915,Buckeye League,1915-06-20,1,regular,P3392081,Pastorious,
ZGVGKWS,1915,Buckeye League,1915-06-20,2,regular,P4770262,O'Neil,
ZGVGKWS,1915,Buckeye League,1915-06-20,2,regular,P3392081,Pastorious,
BDXGLXY,1915,Buckeye League,1915-06-22,0,regular,P3392081,Pastorious,
JLGCZFB,1915,Buckeye League,1915-06-10,0,regular,P0050722,Pastorius,
HHXDWCZ,1915,Buckeye League,1915-06-11,0,regular,P3392081,Pastorious,
XSYMYZP,1915,Buckeye League,1915-06-12,0,regular,P3392081,Pastorious,
FJFCRYY,1915,Buckeye League,1915-06-14,0,regular,P5642003,Taylor,
KLVYDMC,1915,Buckeye League,1915-06-15,0,regular,P5642003,Taylor,
GQVQFXQ,1915,Buckeye League,1915-05-27,0,regular,P6611572,Peterman,
PDDKRHY,1915,Buckeye League,1915-05-27,0,regular,P3392081,Pastorious,
VNHVBPJ,1915,Buckeye League,1915-05-28,0,regular,P6611572,Peterman,
XNHBKPW,1915,Buckeye League,1915-05-28,0,regular,P3392081,Pastorious,
TBMMLBZ,1915,Buckeye League,1915-05-31,0,regular,P5642003,Taylor,
KVZWKJZ,1915,Buckeye League,1915-06-01,0,regular,P7696624,Pierce,
KVZWKJZ,1915,Buckeye League,1915-06-01,0,regular,P1298973,Wratten,
QDXXCQV,1915,Buckeye League,1915-05-19,0,regular,P5642003,Taylor,
WCTJDLG,1915,Buckeye League,1915-05-19,0,regular,P0050722,Pastorius,
HLBHGLZ,1915,Buckeye League,1915-05-21,0,regular,P5642003,Taylor,
TLWDTXR,1915,Buckeye League,1915-05-21,0,regular,P0050722,Pastorius,
BTBYDVP,1915,Buckeye League,1915-05-22,0,regular,P5642003,Taylor,
MPKJXTS,1915,Buckeye League,1915-05-23,0,regular,P6611572,Peterman,
