key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,away.score.16,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15,home.score.16
DLKYMBJ,1915-07-01,0,Buckeye,regular,,Newark,,,Findlay,,,,,,postponed,rain,,1915/1915-LDN/BUCK-19150630.txt,"Lima Daily News, July 2, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKCTFMC,1915-07-01,0,Buckeye,regular,,Akron,2,,Lima,5,,,1:38,,final,,,1915/1915-LDN/BUCK-19150630.txt,"Lima Daily News, July 2, 1915",0,0,0,0,0,0,2,0,0,,,,,,,,0,0,0,0,0,1,4,0,x,,,,,,,
LHXSNYL,1915-07-02,1,Buckeye,regular,,Newark,5,,Findlay,8,,,,,final,,,1915/1915-LDN/BUCK-19150630.txt,"Lima Daily News, July 3, 1915",0,0,0,0,0,1,0,0,4,,,,,,,,0,2,0,3,0,0,3,0,x,,,,,,,
HKCCRWG,1915-07-02,2,Buckeye,regular,,Newark,,,Findlay,,,,,,postponed,rain,,1915/1915-LDN/BUCK-19150630.txt,"Lima Daily News, July 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSDBRVR,1915-07-02,0,Buckeye,regular,,Akron,9,,Lima,6,,,2:10,,final,,,1915/1915-LDN/BUCK-19150630.txt,,3,0,0,0,2,1,1,1,1,,,,,,,,0,1,0,0,2,1,0,1,1,,,,,,,
GMXZXKZ,1915-07-03,0,Buckeye,regular,,Newark,,,Findlay,,,,,,postponed,rain,,1915/1915-LDN/BUCK-19150630.txt,"Lima Daily News, July 4, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHXGSTX,1915-07-03,0,Buckeye,regular,,Akron,,,Lima,,,,,,postponed,rain,,1915/1915-LDN/BUCK-19150630.txt,"Lima Daily News, July 4, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RKCNZHF,1915-07-04,0,Buckeye,regular,,Akron,4,,Lima,2,,,,,final,,,1915/1915-LDN/BUCK-19150630.txt,"Lima Daily News, July 6, 1915",0,0,1,0,3,0,0,,,,,,,,,,0,0,2,0,0,0,0,,,,,,,,,
QDZYYGB,1915-07-05,1,Buckeye,regular,,Akron,14,,Lima,6,,,,,final,,,1915/1915-LDN/BUCK-19150630.txt,"Lima Daily News, July 6, 1915",3,1,3,0,2,0,5,0,0,,,,,,,,0,0,0,0,1,0,0,0,5,,,,,,,
KFKXBWQ,1915-07-05,2,Buckeye,regular,,Akron,4,,Lima,8,,,,,final,,,1915/1915-LDN/BUCK-19150630.txt,"Lima Daily News, July 6, 1915",0,2,1,0,0,0,1,,,,,,,,,,0,3,3,1,1,0,x,,,,,,,,,
