key,league,date,number,source,team1.name,team1.align,team1.score,team2.name,team2.align,team2.score,status_code,status_reason
,South Atlantic League,1915-06-25,,1915-CS,Albany,a,,Savannah,h,,postponed,
,South Atlantic League,1915-06-26,,1915-CS,Jacksonville,a,,Charleston,h,,postponed,
,South Atlantic League,1915-06-28,,1915-CS,Jacksonville,a,,Columbia,h,,postponed,
,South Atlantic League,1915-07-05,,1915-CS,Albany,a,,Augusta,h,,postponed,
,South Atlantic League,1915-07-07,,1915-CS,Columbus,a,,Jacksonville,h,,postponed,
,South Atlantic League,1915-07-10,,1915-CS,Augusta,a,,Charleston,h,,postponed,
19150412-SALALB-SALCBS-0,South Atlantic League,1915-04-12,0,1915-CS,Columbus,a,3,Albany,h,4,final,
19150412-SALAUG-SALCBA-0,South Atlantic League,1915-04-12,0,1915-CS,Augusta,a,18,Columbia,h,3,final,
19150412-SALCHA-SALSAV-0,South Atlantic League,1915-04-12,0,1915-CS,Charleston,a,7,Savannah,h,4,final,
19150412-SALJAX-SALMAC-0,South Atlantic League,1915-04-12,0,1915-CS,Macon,a,5,Jacksonville,h,10,final,
19150413-SALALB-SALCBS-0,South Atlantic League,1915-04-13,0,1915-CS,Columbus,a,4,Albany,h,12,final,
19150413-SALAUG-SALCBA-0,South Atlantic League,1915-04-13,0,1915-CS,Augusta,a,11,Columbia,h,1,final,
19150413-SALCHA-SALSAV-0,South Atlantic League,1915-04-13,0,1915-CS,Charleston,a,2,Savannah,h,3,final,
19150413-SALJAX-SALMAC-0,South Atlantic League,1915-04-13,0,1915-CS,Macon,a,5,Jacksonville,h,4,final,
19150414-SALALB-SALCBS-0,South Atlantic League,1915-04-14,0,1915-CS,Columbus,a,5,Albany,h,2,final,
19150414-SALAUG-SALCBA-0,South Atlantic League,1915-04-14,0,1915-CS,Augusta,a,0,Columbia,h,19,final,
19150414-SALCHA-SALSAV-0,South Atlantic League,1915-04-14,0,1915-CS,Charleston,a,3,Savannah,h,2,final,
19150414-SALJAX-SALMAC-0,South Atlantic League,1915-04-14,0,1915-CS,Macon,a,7,Jacksonville,h,6,final,
19150415-SALALB-SALJAX-0,South Atlantic League,1915-04-15,0,1915-CS,Jacksonville,a,1,Albany,h,7,final,
19150415-SALAUG-SALSAV-0,South Atlantic League,1915-04-15,0,1915-CS,Savannah,a,3,Augusta,h,0,final,
19150415-SALCBA-SALCHA-0,South Atlantic League,1915-04-15,0,1915-CS,Columbia,a,0,Charleston,h,5,final,
19150415-SALCBS-SALMAC-0,South Atlantic League,1915-04-15,0,1915-CS,Columbus,a,4,Macon,h,5,final,
19150416-SALALB-SALJAX-0,South Atlantic League,1915-04-16,0,1915-CS,Jacksonville,a,3,Albany,h,6,final,
19150416-SALAUG-SALSAV-0,South Atlantic League,1915-04-16,0,1915-CS,Savannah,a,7,Augusta,h,3,final,
19150416-SALCBA-SALCHA-0,South Atlantic League,1915-04-16,0,1915-CS,Columbia,a,3,Charleston,h,0,final,
19150416-SALCBS-SALMAC-0,South Atlantic League,1915-04-16,0,1915-CS,Columbus,a,8,Macon,h,16,final,
19150417-SALALB-SALJAX-0,South Atlantic League,1915-04-17,0,1915-CS,Jacksonville,a,5,Albany,h,9,final,
19150417-SALAUG-SALSAV-0,South Atlantic League,1915-04-17,0,1915-CS,Savannah,a,5,Augusta,h,6,final,
