key,league,date,number,source,team1.name,team1.align,team1.score,team2.name,team2.align,team2.score,status_code,status_reason
19120412-TEXAUS-TEXFTW-0,Texas League,1912-04-12,0,1912-DMN,Fort Worth,a,4,Austin,h,11,final,
19120412-TEXBEA-TEXSAN-0,Texas League,1912-04-12,0,1912-DMN,San Antonio,a,5,Beaumont,h,6,final,
19120412-TEXDAL-TEXWAC-0,Texas League,1912-04-12,0,1912-DMN,Dallas,a,2,Waco,h,6,final,
19120412-TEXGAL-TEXHOU-0,Texas League,1912-04-12,0,1912-DMN,Houston,a,1,Galveston,h,0,final,
19120413-TEXAUS-TEXFTW-0,Texas League,1912-04-13,0,1912-DMN,Fort Worth,a,2,Austin,h,3,final,
19120413-TEXBEA-TEXSAN-0,Texas League,1912-04-13,0,1912-DMN,San Antonio,a,2,Beaumont,h,1,final,
19120413-TEXDAL-TEXWAC-0,Texas League,1912-04-13,0,1912-DMN,Dallas,a,4,Waco,h,3,final,
19120413-TEXGAL-TEXHOU-0,Texas League,1912-04-13,0,1912-DMN,Houston,a,0,Galveston,h,1,final,
19120414-TEXAUS-TEXFTW-0,Texas League,1912-04-14,0,1912-DMN,Fort Worth,a,1,Austin,h,7,final,
19120414-TEXBEA-TEXSAN-0,Texas League,1912-04-14,0,1912-DMN,San Antonio,a,1,Beaumont,h,6,final,
19120414-TEXDAL-TEXWAC-0,Texas League,1912-04-14,0,1912-DMN,Dallas,a,5,Waco,h,6,final,
19120414-TEXGAL-TEXHOU-0,Texas League,1912-04-14,0,1912-DMN,Houston,a,8,Galveston,h,3,final,
19120415-TEXAUS-TEXFTW-0,Texas League,1912-04-15,0,1912-DMN,Fort Worth,a,2,Austin,h,4,final,
19120415-TEXBEA-TEXSAN-0,Texas League,1912-04-15,0,1912-DMN,San Antonio,a,,Beaumont,h,,postponed,
19120415-TEXDAL-TEXWAC-0,Texas League,1912-04-15,0,1912-DMN,Dallas,a,1,Waco,h,3,final,
19120415-TEXGAL-TEXHOU-0,Texas League,1912-04-15,0,1912-DMN,Houston,a,11,Galveston,h,3,final,
19120416-TEXAUS-TEXDAL-0,Texas League,1912-04-16,0,1912-DMN,Dallas,a,7,Austin,h,1,final,
19120416-TEXBEA-TEXHOU-0,Texas League,1912-04-16,0,1912-DMN,Houston,a,,Beaumont,h,,postponed,
19120416-TEXFTW-TEXWAC-0,Texas League,1912-04-16,0,1912-DMN,Fort Worth,a,2,Waco,h,3,final,
19120416-TEXGAL-TEXSAN-0,Texas League,1912-04-16,0,1912-DMN,San Antonio,a,,Galveston,h,,postponed,
19120417-TEXAUS-TEXDAL-0,Texas League,1912-04-17,0,1912-DMN,Dallas,a,3,Austin,h,5,final,
19120417-TEXBEA-TEXHOU-0,Texas League,1912-04-17,0,1912-DMN,Houston,a,3,Beaumont,h,5,final,
19120417-TEXFTW-TEXWAC-0,Texas League,1912-04-17,0,1912-DMN,Fort Worth,a,6,Waco,h,4,final,
19120417-TEXGAL-TEXSAN-0,Texas League,1912-04-17,0,1912-DMN,San Antonio,a,1,Galveston,h,2,final,
19120418-TEXAUS-TEXDAL-0,Texas League,1912-04-18,0,1912-DMN,Dallas,a,3,Austin,h,1,final,
19120418-TEXBEA-TEXHOU-0,Texas League,1912-04-18,0,1912-DMN,Houston,a,1,Beaumont,h,3,final,
19120418-TEXFTW-TEXWAC-0,Texas League,1912-04-18,0,1912-DMN,Fort Worth,a,1,Waco,h,2,final,
19120418-TEXGAL-TEXSAN-1,Texas League,1912-04-18,1,1912-DMN,San Antonio,a,1,Galveston,h,3,final,
19120418-TEXGAL-TEXSAN-2,Texas League,1912-04-18,2,1912-DMN,San Antonio,a,8,Galveston,h,1,final,
19120419-TEXAUS-TEXDAL-0,Texas League,1912-04-19,0,1912-DMN,Dallas,a,2,Austin,h,9,final,
19120419-TEXBEA-TEXHOU-0,Texas League,1912-04-19,0,1912-DMN,Houston,a,4,Beaumont,h,1,final,
19120419-TEXFTW-TEXWAC-0,Texas League,1912-04-19,0,1912-DMN,Fort Worth,a,,Waco,h,,postponed,
19120419-TEXGAL-TEXSAN-0,Texas League,1912-04-19,0,1912-DMN,San Antonio,a,4,Galveston,h,6,final,
19120420-TEXAUS-TEXFTW-0,Texas League,1912-04-20,0,1912-DMN,Austin,a,0,Fort Worth,h,1,final,
19120420-TEXBEA-TEXSAN-0,Texas League,1912-04-20,0,1912-DMN,Beaumont,a,0,San Antonio,h,1,final,
19120420-TEXDAL-TEXWAC-0,Texas League,1912-04-20,0,1912-DMN,Waco,a,3,Dallas,h,3,final,
19120420-TEXGAL-TEXHOU-0,Texas League,1912-04-20,0,1912-DMN,Galveston,a,2,Houston,h,6,final,
19120421-TEXAUS-TEXFTW-0,Texas League,1912-04-21,0,1912-DMN,Austin,a,7,Fort Worth,h,5,final,
19120421-TEXBEA-TEXSAN-0,Texas League,1912-04-21,0,1912-DMN,Beaumont,a,1,San Antonio,h,5,final,
19120421-TEXDAL-TEXWAC-0,Texas League,1912-04-21,0,1912-DMN,Waco,a,7,Dallas,h,3,final,
19120421-TEXGAL-TEXHOU-0,Texas League,1912-04-21,0,1912-DMN,Galveston,a,1,Houston,h,4,final,
19120422-TEXAUS-TEXFTW-0,Texas League,1912-04-22,0,1912-DMN,Austin,a,10,Fort Worth,h,3,final,
19120422-TEXBEA-TEXSAN-0,Texas League,1912-04-22,0,1912-DMN,Beaumont,a,4,San Antonio,h,10,final,
19120422-TEXDAL-TEXWAC-1,Texas League,1912-04-22,1,1912-DMN,Waco,a,0,Dallas,h,4,final,
19120422-TEXDAL-TEXWAC-2,Texas League,1912-04-22,2,1912-DMN,Waco,a,6,Dallas,h,11,final,
19120422-TEXGAL-TEXHOU-0,Texas League,1912-04-22,0,1912-DMN,Galveston,a,1,Houston,h,2,final,
19120423-TEXAUS-TEXFTW-0,Texas League,1912-04-23,0,1912-DMN,Austin,a,8,Fort Worth,h,3,final,
19120423-TEXBEA-TEXSAN-0,Texas League,1912-04-23,0,1912-DMN,Beaumont,a,15,San Antonio,h,13,final,
