game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_GS,P_GF,P_W,P_L,P_SV,P_IP,P_TBF,P_AB,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
MSZNRCD,1909,Carolina Association,1909-05-11,0,regular,P3107193,Meyers,,Anderson,ss,1,4,0,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,2,,,,
MSZNRCD,1909,Carolina Association,1909-05-11,0,regular,P8738697,Wherrell,,Anderson,cf,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
MSZNRCD,1909,Carolina Association,1909-05-11,0,regular,P0309277,Kelly,J.,Anderson,1b,3,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,,,,
MSZNRCD,1909,Carolina Association,1909-05-11,0,regular,P2230697,Miller,,Anderson,2b,4,4,0,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,3,0,,,,
MSZNRCD,1909,Carolina Association,1909-05-11,0,regular,P4035648,McHugh,,Anderson,rf,5,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
MSZNRCD,1909,Carolina Association,1909-05-11,0,regular,P6536979,Mosier,,Anderson,3b,6,4,0,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,2,0,1,,,
MSZNRCD,1909,Carolina Association,1909-05-11,0,regular,P1582193,McMillan,,Anderson,lf,7,3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
MSZNRCD,1909,Carolina Association,1909-05-11,0,regular,P4515930,Kelly,G.,Anderson,c,8,2,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,7,1,0,,,,
MSZNRCD,1909,Carolina Association,1909-05-11,0,regular,P3533082,Waters,,Anderson,p,9,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,0,1,0,,,,
MSZNRCD,1909,Carolina Association,1909-05-11,0,regular,,TOTALS,,Anderson,,,31,1,,6,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,27,13,2,,,,
MSZNRCD,1909,Carolina Association,1909-05-11,0,regular,P0968502,Brent,,Winston-Salem,lf,1,5,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
MSZNRCD,1909,Carolina Association,1909-05-11,0,regular,P3223196,Snedden,,Winston-Salem,3b,2,4,1,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,1,0,1,,,
MSZNRCD,1909,Carolina Association,1909-05-11,0,regular,P6151799,Fogarty,,Winston-Salem,rf,3,5,1,,3,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
MSZNRCD,1909,Carolina Association,1909-05-11,0,regular,P1895708,Carter,,Winston-Salem,cf,4,0,0,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
MSZNRCD,1909,Carolina Association,1909-05-11,0,regular,P0832585,Dolan,,Winston-Salem,1b,5,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,2,,,
MSZNRCD,1909,Carolina Association,1909-05-11,0,regular,P6634500,Redmond,,Winston-Salem,2b,6,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,2,,,
MSZNRCD,1909,Carolina Association,1909-05-11,0,regular,P3995294,Lovette,,Winston-Salem,ss,7,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,1,,,
MSZNRCD,1909,Carolina Association,1909-05-11,0,regular,P5400696,Moran,,Winston-Salem,c,8,4,0,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,7,0,1,,,,
MSZNRCD,1909,Carolina Association,1909-05-11,0,regular,P2822726,Dent,,Winston-Salem,p,9,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,0,4,0,,,,
MSZNRCD,1909,Carolina Association,1909-05-11,0,regular,,TOTALS,,Winston-Salem,,,35,3,2,9,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,27,13,1,,,,
