key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13
VRMTXVP,1915-04-08,0,Texas,regular,,Houston,5,,Beaumont,1,,,1:35,,final,,,1915/1915-DMN/DMN-19150408.txt,"Dallas Morning News, April 9, 1915",2,0,0,0,0,0,2,1,0,,,,,0,0,0,1,0,0,0,0,0,,,,
LLZLNYP,1915-04-08,0,Texas,regular,,Galveston,4,,San Antonio,5,,,1:56,,final,,,1915/1915-DMN/DMN-19150408.txt,"Dallas Morning News, April 9, 1915",2,0,0,0,0,0,0,0,2,,,,,0,0,1,0,1,0,1,2,x,,,,
ZKZJYYX,1915-04-08,0,Texas,regular,,Dallas,3,,Shreveport,4,,"3,000",1:45,,final,,,1915/1915-DMN/DMN-19150408.txt,"Dallas Morning News, April 9, 1915",1,0,0,1,0,0,0,1,0,,,,,0,0,0,0,0,0,2,2,x,,,,
WRJBJMG,1915-04-08,0,Texas,regular,,Fort Worth,9,,Waco,2,,,1:55,,final,,,1915/1915-DMN/DMN-19150408.txt,"Dallas Morning News, April 9, 1915",0,0,7,2,0,0,0,0,0,,,,,0,0,0,0,0,2,0,0,0,,,,
HRXBFTT,1915-04-09,0,Texas,regular,,Houston,1,,Beaumont,7,,,2:10,,final,,,1915/1915-DMN/DMN-19150409.txt,"Dallas Morning News, April 10, 1915",0,0,0,0,0,0,1,0,0,,,,,0,0,0,0,1,0,0,6,x,,,,
VNZLRHY,1915-04-09,0,Texas,regular,,Galveston,7,,San Antonio,5,,,2:10,,final,,,1915/1915-DMN/DMN-19150409.txt,"Dallas Morning News, April 10, 1915",0,3,0,2,2,0,0,0,0,,,,,3,0,0,0,0,1,0,1,0,,,,
SSCNJXZ,1915-04-09,0,Texas,regular,,Dallas,3,,Shreveport,4,,,2:00,,final,,,1915/1915-DMN/DMN-19150409.txt,"Dallas Morning News, April 10, 1915",1,0,0,0,1,0,0,1,0,,,,,0,0,2,0,0,1,1,0,x,,,,
MVVPSGP,1915-04-09,0,Texas,regular,,Fort Worth,1,,Waco,5,,,1:46,,final,,,1915/1915-DMN/DMN-19150409.txt,"Dallas Morning News, April 10, 1915",0,0,0,0,1,0,0,0,0,,,,,1,0,0,0,0,2,0,2,x,,,,
PVDKQFM,1915-04-10,0,Dallas Bankers,regular,,First State,0,,City Nationals,15,,,2:00,,final,,,1915/1915-DMN/DMN-19150410.txt,"Dallas Morning News, April 11, 1915",0,0,0,0,0,0,0,0,0,,,,,0,3,2,2,2,0,4,2,x,,,,
GQBQDZJ,1915-04-10,0,Dallas Bankers,regular,,American Exchange,11,,Security,12,,,2:10,,final,,,1915/1915-DMN/DMN-19150410.txt,"Dallas Morning News, April 11, 1915",4,0,2,0,0,0,4,0,1,,,,,2,0,2,0,0,0,4,4,x,,,,
LQHBBYL,1915-04-10,0,Dallas Commercial,regular,,Magnolia,2,,Texas & Pacific,4,,,1:45,,final,,,1915/1915-DMN/DMN-19150410.txt,"Dallas Morning News, April 11, 1915",0,0,0,0,0,0,2,0,0,,,,,2,1,0,0,0,1,0,0,x,,,,
FFBFRGW,1915-04-10,0,Texas,regular,,Houston,7,,Beaumont,4,,,2:05,,final,,,1915/1915-DMN/DMN-19150410.txt,"Dallas Morning News, April 11, 1915",0,0,0,2,1,1,0,3,0,,,,,0,2,0,0,0,2,0,0,0,,,,
BSBBFJD,1915-04-10,0,Texas,regular,,Galveston,,,San Antonio,,,,,,postponed,rain,,1915/1915-DMN/DMN-19150410.txt,"Dallas Morning News, April 11, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,
TSHHPHB,1915-04-10,0,Texas,regular,,Dallas,4,,Shreveport,5,,,2:00,,final,,,1915/1915-DMN/DMN-19150410.txt,"Dallas Morning News, April 11, 1915",1,0,0,1,0,0,2,0,0,,,,,0,0,2,3,0,0,0,0,x,,,,
XTZMKXF,1915-04-10,0,Texas,regular,,Fort Worth,4,,Waco,11,,,1:58,,final,,,1915/1915-DMN/DMN-19150410.txt,"Dallas Morning News, April 11, 1915",0,1,0,1,1,0,1,0,0,,,,,1,0,0,0,1,0,6,3,x,,,,
KMBXZML,1915-04-11,0,Texas,regular,,Galveston,9,,Beaumont,5,,,2:25,,final,,,1915/1915-DMN/DMN-19150411.txt,"Dallas Morning News, April 12, 1915",0,3,4,0,2,0,0,0,0,,,,,0,0,0,0,4,0,0,1,0,,,,
KSPKXYY,1915-04-11,0,Texas,regular,,Houston,9,,San Antonio,1,,,2:03,,final,,,1915/1915-DMN/DMN-19150411.txt,"Dallas Morning News, April 12, 1915",0,0,5,0,0,0,0,4,0,,,,,0,0,0,0,0,0,0,1,0,,,,
DGVWPPZ,1915-04-11,0,Texas,regular,,Fort Worth,2,,Shreveport,3,,,2:13,,final,,,1915/1915-DMN/DMN-19150411.txt,"Dallas Morning News, April 12, 1915",0,0,0,0,2,0,0,0,0,,,,,1,0,0,0,2,0,0,0,x,,,,
GCSNWQW,1915-04-11,0,Texas,regular,,Dallas,5,,Waco,3,,,1:44,,final,,,1915/1915-DMN/DMN-19150411.txt,"Dallas Morning News, April 12, 1915",0,0,1,3,0,0,1,0,0,,,,,0,0,0,1,0,1,0,1,0,,,,
HSRGBRD,1915-04-12,0,Texas,regular,,Galveston,0,,Beaumont,4,,,1:40,,final,,,1915/1915-DMN/DMN-19150412.txt,"Dallas Morning News, April 13, 1915",0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,3,0,1,x,,,,
JLKTHFH,1915-04-12,0,Texas,regular,,Houston,0,,San Antonio,3,,,1:35,,final,,,1915/1915-DMN/DMN-19150412.txt,"Dallas Morning News, April 13, 1915",0,0,0,0,0,0,0,0,0,,,,,0,2,0,1,0,0,0,0,x,,,,
FXJXFRJ,1915-04-12,0,Texas,regular,,Fort Worth,4,,Shreveport,5,,,2:00,,final,,,1915/1915-DMN/DMN-19150412.txt,"Dallas Morning News, April 13, 1915",0,0,4,0,0,0,0,0,0,,,,,0,0,4,0,1,0,0,0,x,,,,
PMVXKBQ,1915-04-12,0,Texas,regular,,Dallas,5,,Waco,8,,,2:00,,final,,,1915/1915-DMN/DMN-19150412.txt,"Dallas Morning News, April 13, 1915",0,4,0,0,0,1,0,0,0,,,,,0,4,0,1,0,1,1,1,x,,,,
KSRDKBW,1915-04-13,0,Texas,regular,,Galveston,8,,Beaumont,3,,,2:15,,final,,,1915/1915-DMN/DMN-19150413.txt,"Dallas Morning News, April 14, 1915",3,0,0,0,5,0,0,0,0,,,,,0,0,3,0,0,0,0,0,0,,,,
LPXFXCN,1915-04-13,0,Texas,regular,,Houston,3,,San Antonio,5,,,1:55,,final,,,1915/1915-DMN/DMN-19150413.txt,"Dallas Morning News, April 14, 1915",1,0,0,2,0,0,0,0,0,,,,,0,0,3,0,0,0,0,2,x,,,,
RRNZDPG,1915-04-13,0,Texas,regular,,Fort Worth,4,,Shreveport,1,,,1:45,,final,,,1915/1915-DMN/DMN-19150413.txt,"Dallas Morning News, April 14, 1915",2,0,0,0,1,1,0,0,0,,,,,0,0,0,0,0,0,0,1,0,,,,
MMNZNNJ,1915-04-13,0,Texas,regular,,Dallas,2,,Waco,6,,,1:40,,final,,,1915/1915-DMN/DMN-19150413.txt,"Dallas Morning News, April 14, 1915",0,0,0,0,0,0,1,0,1,,,,,1,0,0,0,0,0,1,4,x,,,,
JZKWTYC,1915-04-13,0,Western Association,regular,,Muskogee,0,,Fort Smith,5,,,1:50,,final,,,1915/1915-DMN/DMN-19150413.txt,"Dallas Morning News, April 14, 1915",0,0,0,0,0,0,0,0,0,,,,,0,0,4,0,0,0,1,0,x,,,,
LPNPPRN,1915-04-13,0,Western Association,regular,,Denison,11,,McAlester,8,,,2:30,,final,,,1915/1915-DMN/DMN-19150413.txt,"Dallas Morning News, April 14, 1915",0,2,0,0,1,4,3,1,0,,,,,0,0,2,2,1,0,0,1,2,,,,
CJZMDBQ,1915-04-13,0,Western Association,regular,,Tulsa,1,,Oklahoma City,5,,,1:50,,final,,,1915/1915-DMN/DMN-19150413.txt,"Dallas Morning News, April 14, 1915",0,0,1,0,0,0,0,0,0,,,,,0,1,0,3,0,0,1,0,x,,,,
XNVKCLF,1915-04-13,0,Western Association,regular,,Paris,1,,Sherman,3,,,1:30,,final,,,1915/1915-DMN/DMN-19150413.txt,"Dallas Morning News, April 14, 1915",1,0,0,0,0,0,0,0,0,,,,,1,0,2,0,0,0,0,0,x,,,,
