key,league,date,number,source,team1.name,team1.align,team1.score,team2.name,team2.align,team2.score,status_code,status_reason
19100516-CKSABI-CKSSAL-0,Central Kansas League,1910-05-16,0,1910-SDU,Abilene,a,,Salina,h,,postponed,rain
19100516-CKSBEL-CKSMAN-0,Central Kansas League,1910-05-16,0,1910-SDU,Manhattan,a,,Beloit,h,,postponed,rain
19100516-CKSCLC-CKSCON-0,Central Kansas League,1910-05-16,0,1910-SDU,Clay Center,a,,Concordia,h,,postponed,rain
19100516-CKSELL-CKSJUC-0,Central Kansas League,1910-05-16,0,1910-JCDU,Junction City,a,0.0,Ellsworth,h,9.0,final,
19100517-CKSABI-CKSSAL-0,Central Kansas League,1910-05-17,0,1910-SDU,Abilene,a,6.0,Salina,h,5.0,final,
19100517-CKSBEL-CKSMAN-0,Central Kansas League,1910-05-17,0,1910-BDC,Manhattan,a,9.0,Beloit,h,4.0,final,
19100517-CKSCLC-CKSCON-0,Central Kansas League,1910-05-17,0,1910-CBE,Clay Center,a,7.0,Concordia,h,4.0,final,
19100517-CKSELL-CKSJUC-0,Central Kansas League,1910-05-17,0,1910-JCDU,Junction City,a,4.0,Ellsworth,h,5.0,final,
19100518-CKSABI-CKSSAL-0,Central Kansas League,1910-05-18,0,1910-SDU,Abilene,a,5.0,Salina,h,5.0,final,
19100518-CKSBEL-CKSMAN-0,Central Kansas League,1910-05-18,0,1910-BDC,Manhattan,a,4.0,Beloit,h,5.0,final,
19100518-CKSCLC-CKSCON-0,Central Kansas League,1910-05-18,0,1910-CCD,Clay Center,a,8.0,Concordia,h,6.0,final,
19100518-CKSELL-CKSJUC-0,Central Kansas League,1910-05-18,0,1910-SDU,Junction City,a,3.0,Ellsworth,h,2.0,final,
19100519-CKSABI-CKSELL-0,Central Kansas League,1910-05-19,0,1910-SEJ,Abilene,a,4.0,Ellsworth,h,6.0,final,
19100519-CKSBEL-CKSCLC-0,Central Kansas League,1910-05-19,0,1910-BDC,Clay Center,a,3.0,Beloit,h,2.0,final,
