league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1910,Central Kansas League,regular,P9792213,,,1910-05-24,1910-07-20,4
1910,Central Kansas League,regular,P8824901,Graham,,1910-06-06,1910-07-21,2
1910,Central Kansas League,regular,P6197742,Hamlin,,1910-06-20,1910-06-20,1
1910,Central Kansas League,regular,P7777482,Mythen,,1910-06-30,1910-07-01,2
1910,Central Kansas League,regular,P6273958,Reilly,,1910-07-12,1910-07-12,1
1910,Central Kansas League,regular,P8385370,Snider,,1910-06-13,1910-06-15,2
1910,Central Kansas League,regular,P8014442,Snyder,,1910-06-09,1910-06-24,5
1910,Central Kansas League,regular,P3273001,Sparks,,1910-05-23,1910-05-27,3
1910,Central Kansas League,regular,P8524066,Wayman,,1910-05-27,1910-05-27,1
1910,Central Kansas League,regular,P8071722,Weymen,,1910-05-26,1910-05-26,1
1910,Central Kansas League,regular,P2318548,Whalen,,1910-07-19,1910-07-19,1
