league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1910,Carolina Association,regular,P3198043,Handiboe,,1910-05-02,1910-05-02,1
1910,Carolina Association,regular,P0762212,Handibon,,1910-04-29,1910-04-29,1
1910,Carolina Association,regular,P1089899,Handibou,,1910-05-03,1910-05-10,6
1910,Carolina Association,regular,P0278848,Hannibo,,1910-04-28,1910-04-28,1
1910,Carolina Association,regular,P2681143,Mackay,,1910-04-29,1910-05-10,5
1910,Carolina Association,regular,P0288955,Mackey,,1910-04-28,1910-05-05,4
1910,Carolina Association,regular,P3972043,McCloskey,,1910-05-09,1910-05-09,1
1910,Carolina Association,regular,P8345945,McLarkey,,1910-05-02,1910-05-02,1
1910,Carolina Association,regular,P2072762,McLaskey,,1910-05-03,1910-05-06,2
1910,Carolina Association,regular,P3813369,McLesky,,1910-04-28,1910-04-28,1
1910,Carolina Association,regular,P3862216,McLoskey,,1910-04-29,1910-05-10,4
