key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9
3ab2c3bb-457d-5f31-9974-fcb1bc90fc52,1911-05-06,0,Carolina Association,regular,,Spartanburg,5,,Charlotte,21,,1350,2:10,,,,,transcript/1911/1911-GDN/boxes/GDN-19110504.txt,"Greensboro Daily News, May 7, 1911",1,0,0,0,0,1,2,0,1,2,0,4,1,3,3,0,8,x
9b355795-478d-5e19-8391-0e9626a98d70,1911-05-06,0,Carolina Association,regular,,Greensboro,11,,Greenville,3,,550,1:40,,,,,transcript/1911/1911-GDN/boxes/GDN-19110504.txt,"Greensboro Daily News, May 7, 1911",5,0,3,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0
e517fa86-ff34-5987-8110-692049a20b5f,1911-05-09,1,Carolina Association,regular,,Anderson,2,,Greensboro,7,,700,1:40,,,,,transcript/1911/1911-GDN/boxes/GDN-19110504.txt,"Greensboro Daily News, May 10, 1911",0,1,0,0,0,1,0,0,0,5,0,0,2,0,0,0,0,x
c91ee80f-cd45-5908-a168-2e94c3a387ed,1911-05-09,2,Carolina Association,regular,,Anderson,6,,Greensboro,7,,1100,1:50,,,,1,transcript/1911/1911-GDN/boxes/GDN-19110504.txt,"Greensboro Daily News, May 10, 1911",2,0,1,1,0,0,2,0,0,4,0,0,0,0,0,0,0,3
0aa6f547-f044-5d36-84d9-bcaf9d73aefd,1911-05-20,1,Carolina Association,regular,,Anderson,4,,Charlotte,0,,550,1:30,,,,,transcript/1911/1911-GDN/boxes/GDN-19110518.txt,"Greensboro Daily News, May 21, 1911",0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
8f044cfc-fd6c-549b-8b16-6dc0a5bfa433,1911-06-08,0,Carolina Association,regular,,Anderson,1,,Greensboro,10,,600,1:42,,,,,transcript/1911/1911-GDN/boxes/GDN-19110602.txt,"Greensboro Daily News, Jun 9, 1911",0,0,0,0,1,0,0,0,0,7,0,0,0,1,0,0,2,x
fab69278-0b37-5c61-8c09-d683bcc0bbac,1911-06-15,0,Carolina Association,regular,,Spartanburg,1,,Anderson,3,,,1:50,,,,,transcript/1911/1911-GDN/boxes/GDN-19110609.txt,"Greensboro Daily News, Jun 16, 1911",0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,x
47e65abe-8a66-55dd-a507-2431d4f65b11,1911-06-17,0,Carolina Association,regular,,Greensboro,4,,Winston-Salem,7,,3000,1:45,,,,,transcript/1911/1911-GDN/boxes/GDN-19110616.txt,"Greensboro Daily News, Jun 18, 1911",1,0,3,0,0,0,0,0,0,4,0,0,0,1,1,0,1,x
3488ec3a-93c7-5175-bae5-04aa91290a85,1911-06-26,0,Carolina Association,regular,,Greensboro,12,,Anderson,15,,125,2:15,,,,,transcript/1911/1911-GDN/boxes/GDN-19110623.txt,"Greensboro Daily News, Jun 27, 1911",2,0,3,0,1,0,2,2,2,2,3,0,2,3,4,1,0,0
ef0b7310-57cd-5d55-8453-df08ec51f5cb,1911-06-27,0,Carolina Association,regular,,Spartanburg,7,,Winston-Salem,6,,600,2:20,,,,,transcript/1911/1911-GDN/boxes/GDN-19110623.txt,"Greensboro Daily News, Jun 28, 1911",0,4,2,0,0,0,0,1,0,0,1,0,1,0,2,0,0,2
5a23dc37-7658-58b8-891f-ccb06afdd2aa,1911-07-03,0,Carolina Association,regular,,Greensboro,5,,Winston-Salem,7,,800,2:00,,,,,transcript/1911/1911-GDN/boxes/GDN-19110630.txt,"Greensboro Daily News, Jul 4, 1911",2,0,0,0,0,0,1,1,1,2,1,0,3,0,1,0,0,x
