game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
JGTTNQG,1911,Carolina Association,1911-05-06,0,regular,P0998179,Nugent,
CSBZPGT,1911,Carolina Association,1911-05-06,0,regular,P7811347,Shea,
FBZWHYW,1911,Carolina Association,1911-05-09,1,regular,P0998179,Nugent,
KLTWDNC,1911,Carolina Association,1911-05-09,2,regular,P0998179,Nugent,
KYKWCZZ,1911,Carolina Association,1911-05-20,1,regular,P7336184,O'Brien,
QZKPLLB,1911,Carolina Association,1911-06-08,0,regular,P0998179,Nugent,
MRJJWMN,1911,Carolina Association,1911-06-15,0,regular,P7336184,O'Brien,
RZGFQHP,1911,Carolina Association,1911-06-17,0,regular,P7299252,Liebrich,
PDQTXRV,1911,Carolina Association,1911-06-26,0,regular,P8823988,Leibrich,
FZYKNRL,1911,Carolina Association,1911-06-27,0,regular,P7336184,O'Brien,
VFLXLGZ,1911,Carolina Association,1911-07-03,0,regular,P8823988,Leibrich,
