game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_IP,P_TBF,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
JGTTNQG,1911,Carolina Association,1911-05-06,0,regular,P5040054,Rickard,,Greensboro,cf,1,4,1,,0,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
JGTTNQG,1911,Carolina Association,1911-05-06,0,regular,P0679571,Doyle,,Greensboro,2b,2,5,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,,,
JGTTNQG,1911,Carolina Association,1911-05-06,0,regular,P6976768,Fuller,,Greensboro,1b,3,4,1,,0,,,,,,,1,,,,,,,,,,,,,,,,,15,0,1,1,,,
JGTTNQG,1911,Carolina Association,1911-05-06,0,regular,P5463753,Bentley,,Greensboro,rf,4,4,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,0,0,0,,,,
JGTTNQG,1911,Carolina Association,1911-05-06,0,regular,P1247934,Doak,[C.],Greensboro,3b,5,5,2,,3,,,,,,,,1,,,,,,,,,,,,,,,,2,2,0,,,,
JGTTNQG,1911,Carolina Association,1911-05-06,0,regular,P3023846,Clapp,,Greensboro,lf,6,4,1,,0,,,,,,,,1,,,,,,,,,,,,,,,,1,1,0,,,,
JGTTNQG,1911,Carolina Association,1911-05-06,0,regular,P6081832,Corwin,,Greensboro,ss,7,5,1,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,,,,
JGTTNQG,1911,Carolina Association,1911-05-06,0,regular,P5474688,Stewart,,Greensboro,c,8,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
JGTTNQG,1911,Carolina Association,1911-05-06,0,regular,P8893167,Wallace,,Greensboro,p,9,3,1,,1,,,,,,,,,,,,,,,,,,,1,2,,,,1,3,0,,,,
JGTTNQG,1911,Carolina Association,1911-05-06,0,regular,,TOTALS,,Greensboro,,,38,11,,11,,,,,,,,,,,,5,3,,,,,,,,,,,27,13,2,,,,
