league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1910,Central Kansas League,regular,P5053433,,,1910-05-17,1910-08-20,11
1910,Central Kansas League,regular,P2448181,Abbott,,1910-06-18,1910-06-20,2
1910,Central Kansas League,regular,P3630846,Castile,,1910-08-13,1910-08-13,1
1910,Central Kansas League,regular,P1659541,Castle,,1910-08-10,1910-08-19,2
1910,Central Kansas League,regular,P6687081,Graham,,1910-06-09,1910-08-09,10
1910,Central Kansas League,regular,P4059922,Hamlin,,1910-05-18,1910-08-16,8
1910,Central Kansas League,regular,P1283096,Jones,,1910-07-26,1910-07-26,1
1910,Central Kansas League,regular,P5639662,Mythen,,1910-06-10,1910-06-10,1
1910,Central Kansas League,regular,P0609889,Mythens,,1910-05-18,1910-05-18,1
1910,Central Kansas League,regular,P9659192,Mython,,1910-05-26,1910-06-24,6
1910,Central Kansas League,regular,P4136138,Reilly,,1910-07-25,1910-07-30,4
1910,Central Kansas League,regular,P5876622,Snyder,,1910-06-17,1910-06-17,1
1910,Central Kansas League,regular,P1710964,Taylor,,1910-07-26,1910-07-26,1
1910,Central Kansas League,regular,P0180728,Whalen,,1910-07-29,1910-07-29,1
