game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
ZWYZLLG,1910,Central Kansas League,1910-05-20,0,regular,P1537055,,
ZGLLBCS,1910,Central Kansas League,1910-07-12,0,regular,P4043873,Fulwider,
ZGLLBCS,1910,Central Kansas League,1910-07-12,0,regular,P6284446,Whalen,
JPLSZPN,1910,Central Kansas League,1910-07-13,0,regular,P1537055,,
MKQZGKM,1910,Central Kansas League,1910-07-14,0,regular,P1537055,,
SMWPCTF,1910,Central Kansas League,1910-07-15,0,regular,P6284446,Whalen,
XHZGDSW,1910,Central Kansas League,1910-07-16,0,regular,P6284446,Whalen,
GFXJZZX,1910,Central Kansas League,1910-08-11,0,regular,P0163640,Hamlin,
JTTNMPY,1910,Central Kansas League,1910-08-12,0,regular,P0163640,Hamlin,
JTPBGCD,1910,Central Kansas League,1910-08-13,0,regular,P1537055,,
