league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1915,American Association,regular,P7444630,Boyle,,1915-04-16,1915-04-25,7
1915,American Association,regular,P6624937,Connolly,,1915-04-15,1915-04-30,15
1915,American Association,regular,P3414552,Doyle,,1915-04-15,1915-04-30,7
1915,American Association,regular,P3349220,Irwin,,1915-04-15,1915-04-30,15
1915,American Association,regular,P4930330,Johnson,,1915-04-15,1915-04-30,15
1915,American Association,regular,P6644149,Knapp,,1915-04-15,1915-04-30,14
1915,American Association,regular,P1225051,Murray,,1915-04-15,1915-04-30,14
1915,American Association,regular,P0590369,O'Brien,,1915-04-15,1915-04-30,15
1915,American Association,regular,P0233959,Owens,,1915-04-15,1915-04-30,14
1915,International League,regular,P5395025,Brown,,1915-04-29,1915-05-01,2
1915,International League,regular,P2653645,Carpenter,,1915-04-27,1915-05-01,4
1915,International League,regular,P9362025,Cleary,,1915-04-27,1915-05-01,4
1915,International League,regular,P5405240,Eckman,,1915-04-28,1915-05-01,3
1915,International League,regular,P6184679,Freeman,,1915-04-29,1915-05-01,2
1915,International League,regular,P9615695,Harrison,,1915-04-29,1915-05-01,2
1915,International League,regular,P6094744,Hart,,1915-04-28,1915-05-01,3
1915,International League,regular,P3234422,Mullen,,1915-05-01,1915-05-01,1
1915,International League,regular,P7707386,Muller,,1915-04-29,1915-04-29,1
1915,Southern Association,regular,P8370544,Brautigan,,1915-04-19,1915-04-19,1
1915,Southern Association,regular,P1313791,Breitenstein,,1915-04-13,1915-04-22,10
1915,Southern Association,regular,P4035669,Chestnutt,,1915-04-13,1915-04-23,10
1915,Southern Association,regular,P0898540,Kerin,,1915-04-13,1915-04-22,10
1915,Southern Association,regular,P3412908,O'Toole,,1915-04-13,1915-04-23,10
1915,Southern Association,regular,P7297887,Pfenninger,,1915-04-13,1915-04-23,10
1915,Southern Association,regular,P9663823,Rudderham,,1915-04-13,1915-04-23,11
1915,Western League,regular,P4805011,Cusack,,1915-04-23,1915-04-26,3
1915,Western League,regular,P6920603,Cusick,,1915-04-27,1915-04-29,3
1915,Western League,regular,P5974546,Geisel,,1915-04-23,1915-04-29,7
1915,Western League,regular,P6181161,Myers,,1915-04-23,1915-04-29,6
1915,Western League,regular,P8970691,Parent,,1915-04-24,1915-04-29,6
1915,Western League,regular,P9180185,Van Sickel,,1915-04-25,1915-04-25,1
1915,Western League,regular,P9666169,Van Sickle,,1915-04-24,1915-04-29,5
1915,Western League,regular,P6694777,Vansickle,,1915-04-23,1915-04-23,1
