key,date,number,league,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14
f8f66ee9-6c23-5071-a6e1-0952bc31e536,1912-04-28,0,South Central,,Tyler,1,,Paris,9,,,1:35,,,,,transcript/1912/1912-DMN/boxes/DMN-19120429.txt,,0,0,0,0,0,1,0,0,0,,,,,,2,0,0,0,0,2,0,5,x,,,,,
9d4bea76-a31d-571a-a403-f65b2f4c4c3f,1912-04-28,0,Texas,,Dallas,0,,Fort Worth,6,,3500,1:15,,,,,transcript/1912/1912-DMN/boxes/DMN-19120429.txt,,0,0,0,0,0,0,0,0,0,,,,,,0,1,0,3,0,0,2,0,x,,,,,
7e42f71a-78a1-59f3-aa29-8e22f53bed6e,1912-04-28,0,Texas,,Beaumont,0,,Galveston,4,,,1:40,,,,,transcript/1912/1912-DMN/boxes/DMN-19120429.txt,,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,3,0,1,0,0,x,,,,,
41a4dd9d-7441-51cc-9487-c8e88812f04f,1912-04-28,0,Texas,,Houston,2,,San Antonio,7,,,1:55,,,,,transcript/1912/1912-DMN/boxes/DMN-19120429.txt,,0,0,0,0,1,1,0,0,0,,,,,,0,0,1,1,3,2,0,0,x,,,,,
42f6e42e-4e83-5177-b00e-4edf2f896c7a,1912-04-28,0,Texas,,Austin,0,,Waco,5,,,1:35,,,,,transcript/1912/1912-DMN/boxes/DMN-19120429.txt,,0,0,0,0,0,0,0,0,0,,,,,,1,2,0,0,0,0,1,1,x,,,,,
d79d2018-3840-5087-9aa0-1ea05c694554,1912-04-28,0,Texas-Oklahoma,,Denison,13,,Ardmore,7,,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120429.txt,,0,4,0,1,3,1,2,1,1,,,,,,0,0,3,0,0,4,0,0,0,,,,,
3749cd73-10eb-56d6-96a6-decea0eeae90,1912-04-28,0,Texas-Oklahoma,,Greenville,7,,Sherman,2,,,1:45,,,,,transcript/1912/1912-DMN/boxes/DMN-19120429.txt,,0,2,0,2,0,0,0,3,0,,,,,,0,0,0,0,0,1,0,0,1,,,,,
21f3d6dc-d5c6-5867-a378-e3adb610d271,1912-04-28,0,Texas-Oklahoma,,Durant,1,,Wichita Falls,13,,,1:55,,,,,transcript/1912/1912-DMN/boxes/DMN-19120429.txt,,0,0,0,0,0,0,1,0,0,,,,,,4,0,0,1,0,0,5,3,x,,,,,
ba2c9335-29d2-5f09-815a-41ceeeaf7cd1,1912-04-29,0,South Central,,Tyler,2,,Cleburne,4,,,1:50,,,,,transcript/1912/1912-DMN/boxes/DMN-19120430.txt,,2,0,0,0,0,0,0,0,0,,,,,,0,0,2,0,0,0,2,0,x,,,,,
1e1fe4dc-41a8-5f1d-b9f5-dacccce996e3,1912-04-29,0,South Central,,Texarkana,1,,Marshall,2,,,1:15,,,,,transcript/1912/1912-DMN/boxes/DMN-19120430.txt,,0,0,0,1,0,0,0,0,0,,,,,,0,1,1,0,0,0,0,0,x,,,,,
83b8ed6f-58f7-54ef-9206-ddbff19f6351,1912-04-29,0,South Central,,Longview,1,,Paris,1,,,1:45,,,,,transcript/1912/1912-DMN/boxes/DMN-19120430.txt,,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,,,
6b4a22b7-1b1f-5bd9-9d12-9d4246d068ee,1912-04-29,0,Texas,,Dallas,13,,Fort Worth,4,,,2:05,,,,,transcript/1912/1912-DMN/boxes/DMN-19120430.txt,,0,0,1,1,3,0,5,3,0,,,,,,0,1,0,0,1,0,0,2,0,,,,,
3f30df05-685b-586c-84fe-f47c9a5188aa,1912-04-29,0,Texas,,Beaumont,8,,Galveston,5,,,2:04,,,,,transcript/1912/1912-DMN/boxes/DMN-19120430.txt,,0,2,0,0,0,0,0,0,6,,,,,,0,0,0,2,2,0,0,0,1,,,,,
75b36a6c-f66b-5c58-afbd-bce0d4078073,1912-04-29,0,Texas,,Houston,6,,San Antonio,7,,,2:25,,,,1,transcript/1912/1912-DMN/boxes/DMN-19120430.txt,,0,0,0,2,0,2,0,0,0,0,2,,,,1,0,0,0,0,3,0,0,0,0,3,,,
f06e9d1c-4268-5995-95af-62403f958b9a,1912-04-29,0,Texas,,Austin,1,,Waco,4,,,1:50,,,,,transcript/1912/1912-DMN/boxes/DMN-19120430.txt,,1,0,0,0,0,0,0,0,0,,,,,,0,0,1,0,0,3,0,0,x,,,,,
ce0d81a9-f813-5487-a0e2-91f36a1e80d6,1912-04-29,0,Texas-Oklahoma,,Denison,3,,Ardmore,2,,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120430.txt,,1,0,0,0,0,0,1,0,0,1,,,,,2,0,0,0,0,0,0,0,0,0,,,,
6a2fbc66-63f3-56c8-8337-521719773678,1912-04-29,0,Texas-Oklahoma,,McKinney,3,,Bonham,9,,,2:15,,,,,transcript/1912/1912-DMN/boxes/DMN-19120430.txt,,0,2,0,0,0,0,0,1,0,,,,,,0,0,0,3,1,0,3,2,x,,,,,
280ba6b3-06ba-5fc7-a249-64407a231a72,1912-04-29,0,Texas-Oklahoma,,Greenville,1,,Sherman,7,,,1:40,,,,,transcript/1912/1912-DMN/boxes/DMN-19120430.txt,,0,0,0,0,0,1,0,0,0,,,,,,1,4,0,0,0,1,1,0,x,,,,,
6130f32e-8635-50f3-ba64-ca0a8475eae2,1912-04-29,0,Texas-Oklahoma,,Durant,2,,Wichita Falls,7,,,1:50,,,,,transcript/1912/1912-DMN/boxes/DMN-19120430.txt,,0,0,0,0,0,2,0,0,0,,,,,,0,1,1,0,0,3,0,2,x,,,,,
ca6e5e78-c4c4-5a10-ab70-e1a77ae69b91,1912-04-30,0,Oklahoma State,,Oklahoma City,7,,Anadarko,1,,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120501.txt,,1,0,0,0,0,0,0,0,6,,,,,,0,0,0,0,0,0,0,1,0,,,,,
74b50045-57e8-5470-ab77-7de26b9c673b,1912-04-30,0,Oklahoma State,,Tulsa,8,,Guthrie,11,,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120501.txt,,0,1,1,6,0,0,0,0,0,,,,,,1,2,1,2,2,0,3,0,x,,,,,
d4aab73c-3c6f-50c4-af28-efe686aee8db,1912-04-30,0,Oklahoma State,,McAlester,5,,Holdenville,0,,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120501.txt,,0,0,0,0,0,0,5,0,0,,,,,,0,0,0,2,2,2,0,0,0,,,,,
26548ddd-391c-5cba-9d95-e2b54eb13b2c,1912-04-30,0,Oklahoma State,,Muskogee,0,,Okmulgee,5,,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120501.txt,,0,0,0,0,0,0,0,0,0,,,,,,2,2,1,0,0,0,0,0,0,,,,,
face4226-aa4f-5f69-a469-232a6d78ac16,1912-04-30,0,South Central,,Tyler,6,,Cleburne,7,,,1:55,,,,,transcript/1912/1912-DMN/boxes/DMN-19120501.txt,"Dallas Morning News, 1912-05-01",0,0,0,0,2,1,0,3,0,,,,,,0,1,0,1,0,2,0,0,3,,,,,
6f461883-c7fe-5fe8-9b71-e9602844eb67,1912-04-30,0,South Central,,Texarkana,5,,Marshall,2,,,1:40,,,,,transcript/1912/1912-DMN/boxes/DMN-19120501.txt,,1,0,0,0,4,0,0,0,0,,,,,,2,0,0,0,0,0,0,0,0,,,,,
67b64043-3ac3-5fcb-ade7-35d9bcedf587,1912-04-30,0,South Central,,Longview,8,,Paris,5,,,2:20,,,,,transcript/1912/1912-DMN/boxes/DMN-19120501.txt,,0,3,0,0,0,0,2,0,0,0,3,,,,0,0,1,2,0,1,0,1,0,0,1,,,
7aae76a3-db89-50d5-82e6-0c1d175b92d2,1912-04-30,0,Texas,,Dallas,4,,Fort Worth,5,,,1:45,,,,,transcript/1912/1912-DMN/boxes/DMN-19120501.txt,,1,0,0,0,0,0,0,3,0,,,,,,0,0,0,1,2,2,0,0,x,,,,,
be0886f8-5eb6-5be2-b4a8-5c35c51b4ff6,1912-04-30,0,Texas,,Beaumont,3,,Galveston,5,,,1:58,,,,,transcript/1912/1912-DMN/boxes/DMN-19120501.txt,,0,2,0,0,0,0,0,0,0,,,,,,3,0,0,0,0,2,0,0,x,,,,,
ec59a27d-2400-575a-b1bb-1f71bff9202b,1912-04-30,0,Texas,,Houston,3,,San Antonio,1,,,1:20,,,,,transcript/1912/1912-DMN/boxes/DMN-19120501.txt,,1,1,0,0,0,1,0,0,0,,,,,,0,0,0,0,0,0,0,1,0,,,,,
264b4cf1-259a-5f79-ab93-085edd961298,1912-04-30,0,Texas,,Austin,2,Downey,Waco,9,,,1:40,,,,,transcript/1912/1912-DMN/boxes/DMN-19120501.txt,,0,0,0,0,1,0,0,0,0,,,,,,0,0,1,0,3,0,5,0,x,,,,,
566ea05d-7077-51fc-a5ea-84d48244c61e,1912-04-30,0,Texas-Oklahoma,,Denison,1,,Ardmore,4,,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120501.txt,,0,0,0,0,0,1,0,0,0,,,,,,0,0,0,1,0,2,1,0,x,,,,,
725c53f1-bbe8-5405-b4d9-c5b04a714db2,1912-04-30,0,Texas-Oklahoma,,McKinney,0,,Bonham,9,,,2:00,,,,,transcript/1912/1912-DMN/boxes/DMN-19120501.txt,,0,0,0,0,0,0,0,0,0,,,,,,5,0,1,0,1,0,2,0,x,,,,,
86e97f2d-0a23-54a3-bd1d-93052853e09f,1912-04-30,0,Texas-Oklahoma,,Greenville,2,,Sherman,10,,,1:50,,,,,transcript/1912/1912-DMN/boxes/DMN-19120501.txt,,0,0,1,0,1,0,0,0,0,,,,,,0,3,0,0,4,0,0,3,x,,,,,
5e66493e-ffc8-5ef1-89d8-89c10b0295a8,1912-04-30,0,Texas-Oklahoma,,Durant,4,,Wichita Falls,6,,,1:40,,,,,transcript/1912/1912-DMN/boxes/DMN-19120501.txt,,4,0,0,0,0,0,0,0,0,,,,,,0,0,1,0,5,0,0,0,x,,,,,
619d7c0f-3359-562b-b9ca-d47a5ede016c,1912-05-01,0,Oklahoma State,,Oklahoma City,1,,Anadarko,10,,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120502.txt,,0,1,0,0,0,0,0,0,0,,,,,,1,0,1,0,2,2,2,2,x,,,,,
1a840604-3646-5882-875b-1b9fa9d094b9,1912-05-01,0,Oklahoma State,,Tulsa,13,,Guthrie,12,,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120502.txt,,5,3,0,2,0,3,0,0,0,,,,,,1,1,0,7,0,2,0,0,0,,,,,
33c782d3-a7a0-5048-96ad-91a61741661d,1912-05-01,0,Oklahoma State,,McAlester,6,,Holdenville,13,,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120502.txt,,1,0,0,2,0,1,0,2,0,,,,,,0,0,0,2,0,3,0,8,0,,,,,
ca2831d3-d650-5244-802a-c7cfea8fbbe5,1912-05-01,0,Oklahoma State,,Muskogee,1,,Okmulgee,15,,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120502.txt,,1,0,0,0,0,0,0,0,0,,,,,,2,0,1,2,6,1,2,0,1,,,,,
7431ccf4-9a41-5280-bdc7-c99c5511e792,1912-05-01,0,South Central,,Tyler,2,,Cleburne,3,,,1:45,,,,,transcript/1912/1912-DMN/boxes/DMN-19120502.txt,,0,0,0,0,0,1,0,0,1,,,,,,0,0,0,0,1,0,0,0,2,,,,,
cc90be81-7875-50b0-af88-644f83124155,1912-05-01,0,South Central,,Texarkana,2,,Marshall,3,,,1:45,,,,,transcript/1912/1912-DMN/boxes/DMN-19120502.txt,,0,0,1,0,0,0,0,1,0,,,,,,0,0,0,0,0,0,2,1,x,,,,,
5d906cce-6a11-5150-b3b2-1621d38fdac0,1912-05-01,0,South Central,,Longview,1,,Paris,4,,,1:20,,,,,transcript/1912/1912-DMN/boxes/DMN-19120502.txt,,0,0,0,0,0,0,0,0,1,,,,,,1,0,0,0,0,1,0,2,x,,,,,
a1f35308-d50a-5999-8446-d03564fd682d,1912-05-01,0,Texas,,Dallas,,,Fort Worth,,,,2:00,,,,,transcript/1912/1912-DMN/boxes/DMN-19120502.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfa4083a-2fef-571f-8ab0-e0348ce43808,1912-05-01,0,Texas,,Beaumont,1,Dever,Galveston,1,,,2:14,,,,,transcript/1912/1912-DMN/boxes/DMN-19120502.txt,,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0,0,0,,,
8d250164-af85-51ca-9c29-4ed504cdb10e,1912-05-01,0,Texas,,Houston,6,,San Antonio,7,,,1:45,,,,,transcript/1912/1912-DMN/boxes/DMN-19120502.txt,,2,0,3,0,0,0,0,1,0,,,,,,1,0,0,1,0,0,5,0,0,,,,,
8bb44786-ca00-58f2-a896-093b35ade04d,1912-05-01,0,Texas,,Austin,0,,Waco,4,,,1:20,,,,,transcript/1912/1912-DMN/boxes/DMN-19120502.txt,,0,0,0,0,0,0,0,0,0,,,,,,0,0,1,0,3,0,0,0,x,,,,,
bde0ec90-5f1c-56a2-98f2-4816074132e0,1912-05-01,0,Texas-Oklahoma,,Denison,4,,Ardmore,5,,,,,,,2,transcript/1912/1912-DMN/boxes/DMN-19120502.txt,,0,0,1,3,0,0,0,0,0,,,,,,2,0,0,0,1,0,1,0,1,,,,,
603178b6-c086-5a54-9c36-bb6022e849a6,1912-05-01,0,Texas-Oklahoma,,McKinney,2,,Bonham,1,,,1:50,,,,,transcript/1912/1912-DMN/boxes/DMN-19120502.txt,,0,0,1,0,0,1,0,0,0,,,,,,0,0,0,0,0,0,1,0,0,,,,,
0d610e47-c739-540a-8027-5981972780ff,1912-05-01,0,Texas-Oklahoma,,Greenville,0,,Sherman,10,,,1:45,,,,,transcript/1912/1912-DMN/boxes/DMN-19120502.txt,,0,0,0,0,0,0,0,0,0,,,,,,2,1,0,0,3,4,0,0,x,,,,,
c310adf9-23c9-50a6-ab08-c9dfe593714f,1912-05-01,0,Texas-Oklahoma,,Durant,10,,Wichita Falls,3,,,1:58,,,,,transcript/1912/1912-DMN/boxes/DMN-19120502.txt,,5,1,1,0,0,0,0,3,0,,,,,,0,0,0,0,0,0,3,0,0,,,,,
12936b79-3369-5a05-9ba2-9fb9592a8ca7,1912-05-02,0,Oklahoma State,,Oklahoma City,9,,Anadarko,3,,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120503.txt,,0,6,1,0,0,0,0,2,0,,,,,,1,0,0,0,0,0,0,0,2,,,,,
479f51f6-2944-5976-91e0-135f6e64a61e,1912-05-02,0,Oklahoma State,,Tulsa,14,,Guthrie,4,,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120503.txt,,1,1,1,0,4,0,7,0,0,,,,,,0,0,0,0,2,2,0,0,0,,,,,
ba467266-6c6b-585d-b15f-6e80aa84fc8c,1912-05-02,0,Oklahoma State,,McAlester,9,,Holdenville,16,,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120503.txt,,0,1,1,4,0,0,0,1,2,,,,,,3,0,0,3,1,3,0,6,0,,,,,
9a46ce60-6c32-5bff-a390-b08ca10ae12f,1912-05-02,0,Oklahoma State,,Muskogee,9,,Okmulgee,10,,,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120503.txt,,0,1,2,0,6,0,0,0,0,,,,,,5,0,3,0,0,1,0,0,1,,,,,
3f880780-be5e-5c42-b0d4-a43cc0e01908,1912-05-02,0,South Central,,Paris,3,,Cleburne,7,,,1:45,,,,,transcript/1912/1912-DMN/boxes/DMN-19120503.txt,,1,1,0,1,0,0,0,0,0,,,,,,4,0,2,0,0,0,1,0,x,,,,,
346d956e-bd20-5f33-bd57-0ddd39931ca4,1912-05-02,0,South Central,,Longview,1,,Texarkana,0,,,1:40,,,,,transcript/1912/1912-DMN/boxes/DMN-19120503.txt,,0,0,0,1,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,,
5d41b7da-8c0d-5d17-8b56-1e9e63ef7b05,1912-05-02,0,South Central,,Marshall,1,,Tyler,5,,,1:55,,,,,transcript/1912/1912-DMN/boxes/DMN-19120503.txt,,0,0,0,0,1,0,0,0,0,,,,,,1,0,1,0,0,1,0,2,0,,,,,
977e4b0f-2561-5bc6-b130-bc68cc996a7c,1912-05-02,0,Texas,,Waco,0,,Austin,1,,,1:15,,,,,transcript/1912/1912-DMN/boxes/DMN-19120503.txt,,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,0,x,,,,,
b49ab8f1-b2f0-5f3c-b261-2b089071ebd5,1912-05-02,0,Texas,,Galveston,9,,Beaumont,5,,,2:00,,,,,transcript/1912/1912-DMN/boxes/DMN-19120503.txt,,0,0,5,0,0,0,3,1,0,,,,,,2,0,1,0,0,0,2,0,0,,,,,
d18dc7a0-311d-562e-b92f-610c7ba16658,1912-05-02,0,Texas,,Fort Worth,1,,Dallas,6,,,1:30,,,,,transcript/1912/1912-DMN/boxes/DMN-19120503.txt,,0,1,0,0,0,0,0,0,0,,,,,,0,2,1,0,1,2,0,0,x,,,,,
c53c16ea-e98a-58fb-a609-3d61bb2ab7de,1912-05-02,0,Texas,,San Antonio,3,,Houston,8,,,2:00,,,,,transcript/1912/1912-DMN/boxes/DMN-19120503.txt,,0,0,0,0,3,0,0,0,0,,,,,,0,0,2,0,0,5,0,1,x,,,,,
22448e81-e8df-5bd5-93d9-d943bd160e69,1912-05-02,0,Texas-Oklahoma,,Durant,2,,Ardmore,3,McAvoy,,1:45,,,,1,transcript/1912/1912-DMN/boxes/DMN-19120503.txt,,0,0,1,0,0,1,0,0,0,,,,,,0,0,0,0,0,0,0,1,2,,,,,
767b9bf6-c0b3-5643-b8ce-ce920e676d05,1912-05-02,0,Texas-Oklahoma,,Bonham,8,,Denison,1,,,1:30,,,,,transcript/1912/1912-DMN/boxes/DMN-19120503.txt,,0,1,0,1,2,0,0,2,2,,,,,,0,0,1,0,0,0,0,0,0,,,,,
ae9e1567-b245-5052-98ec-d14198dd24cd,1912-05-02,0,Texas-Oklahoma,,Greenville,6,,McKinney,7,,1500,,,,,,transcript/1912/1912-DMN/boxes/DMN-19120503.txt,,0,0,0,1,0,4,1,0,0,,,,,,1,0,0,0,4,0,1,1,x,,,,,
f5bc500c-83e4-5c0f-9857-9f926b0429d7,1912-05-02,0,Texas-Oklahoma,,Sherman,1,,Wichita Falls,4,,,1:55,,,,,transcript/1912/1912-DMN/boxes/DMN-19120503.txt,,0,0,0,0,0,0,0,0,1,,,,,,0,1,2,0,0,0,1,0,x,,,,,
