game.key,league.year,league.name,game.date,game.number,game.phase,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_IP,P_TBF,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
KVRLKDL,1912,Texas League,1912-04-12,0,regular,Mayes,,Beaumont,cf,1,5,0,,0,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,Harkins,,Beaumont,p,10,1,0,,1,,,,,,,,,,,,,,0.2,,,,3,,,1,,,0,0,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,Corbet,,Beaumont,p,11,0,0,,0,,,,,,,,,,,,,,0.1,,,,,,,,,,0,0,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,Wheeler,,Beaumont,2b,2,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,1,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,Cook,,Beaumont,1b,3,4,1,,3,,,,,,,,,,,,,,,,,,,,,,,,7,1,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,Dail,,Beaumont,rf,4,3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,Cowan,,Beaumont,3b,5,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,Henry,,Beaumont,lf,6,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,Edmiston,,Beaumont,ss,7,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,6,2,0,1,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,Dawson,,Beaumont,c,8,4,1,,3,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,Martina,,Beaumont,p,9,3,0,,1,,,,,,,,,,,,,,7,,,,7,,,1,1,,1,2,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,TOTALS,,Beaumont,,,35,6,,11,,,,,,,,,,,,7,,,,,,,,,,,,27,15,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,Meehan,,San Antonio,lf,1,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,Leidy,,San Antonio,ph,10,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,Collins,,San Antonio,cf,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,Betts,,San Antonio,rf,3,5,1,,3,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,Midkiff,,San Antonio,3b,4,2,2,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,Daringer,,San Antonio,2b,5,5,1,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,Breitenstein,,San Antonio,ss,6,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,Smith,,San Antonio,c,7,5,0,,3,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,Browning,,San Antonio,p,8,1,0,,1,,,,,,,,,,,,,,,,,,11,,,,1,,0,2,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,Goodwin,,San Antonio,ph-rf,9,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
KVRLKDL,1912,Texas League,1912-04-12,0,regular,TOTALS,,San Antonio,,,37,5,,12,,,,,,,,,,,,14,,,,,,,,,,,,24,2,1,,,,
MJCSFPJ,1912,Texas League,1912-04-12,0,regular,Kellerman,,Dallas,ss,1,3,0,,0,,,,,,,,,,1,,,,,,,,,,,,,,0,4,2,,,,
MJCSFPJ,1912,Texas League,1912-04-12,0,regular,Kinney,,Dallas,p,10,1,0,,0,,,,,,,,,,,,,,3,,,,3,2,1,,,,0,1,0,,,,
MJCSFPJ,1912,Texas League,1912-04-12,0,regular,Cavender,,Dallas,ph,11,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
MJCSFPJ,1912,Texas League,1912-04-12,0,regular,Ens,,Dallas,2b,2,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,1,,,
MJCSFPJ,1912,Texas League,1912-04-12,0,regular,Shuman,,Dallas,cf,3,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,
MJCSFPJ,1912,Texas League,1912-04-12,0,regular,Forsythe,,Dallas,lf,4,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
MJCSFPJ,1912,Texas League,1912-04-12,0,regular,Tullos,,Dallas,3b,5,3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,1,,,
MJCSFPJ,1912,Texas League,1912-04-12,0,regular,Wilson,,Dallas,1b,6,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,10,2,1,,,,
MJCSFPJ,1912,Texas League,1912-04-12,0,regular,Teerney,,Dallas,rf,7,2,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,2,0,0,,,,
MJCSFPJ,1912,Texas League,1912-04-12,0,regular,Gibson,,Dallas,c,8,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,1,,,
MJCSFPJ,1912,Texas League,1912-04-12,0,regular,Bader,,Dallas,p,9,2,0,,0,,,,,,,,,,,,,,5,,,,4,,4,,,,1,1,1,1,,,
MJCSFPJ,1912,Texas League,1912-04-12,0,regular,TOTALS,,Dallas,,,30,2,,4,,,,,,,,,,,,5,,,,,,,,,,,,24,16,5,,,,
MJCSFPJ,1912,Texas League,1912-04-12,0,regular,Beck,,Waco,ss,1,3,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,0,3,0,,,,
MJCSFPJ,1912,Texas League,1912-04-12,0,regular,Aiken,,Waco,3b,2,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,,,,
MJCSFPJ,1912,Texas League,1912-04-12,0,regular,Stewart,,Waco,cf,3,3,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,
MJCSFPJ,1912,Texas League,1912-04-12,0,regular,Rennard,,Waco,rf,4,4,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
MJCSFPJ,1912,Texas League,1912-04-12,0,regular,Wohleben,,Waco,1b,5,3,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,16,0,0,,,,
MJCSFPJ,1912,Texas League,1912-04-12,0,regular,Crichlow,,Waco,lf,6,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,
MJCSFPJ,1912,Texas League,1912-04-12,0,regular,Dugey,,Waco,2b,7,3,0,,0,,,,,,,,,,1,,,,,,,,,,,,,,1,3,0,,,,
MJCSFPJ,1912,Texas League,1912-04-12,0,regular,Carson,,Waco,c,8,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,,,,
MJCSFPJ,1912,Texas League,1912-04-12,0,regular,Miller,,Waco,p,9,2,0,,0,,,,,,,,1,,,,,,,,,,,2,4,1,,,0,5,0,,,,
MJCSFPJ,1912,Texas League,1912-04-12,0,regular,TOTALS,,Waco,,,29,6,,7,,,,,,,,,,,,4,3,,,,,,,,,,,27,16,0,,,,
XQFSNNR,1912,Texas League,1912-04-12,0,regular,Thebo,,Galveston,cf,1,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
XQFSNNR,1912,Texas League,1912-04-12,0,regular,Maag,,Galveston,2b,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,1,,,
XQFSNNR,1912,Texas League,1912-04-12,0,regular,Williams,J.,Galveston,lf,3,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
XQFSNNR,1912,Texas League,1912-04-12,0,regular,Salm,,Galveston,1b,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,1,,,
XQFSNNR,1912,Texas League,1912-04-12,0,regular,Madden,,Galveston,ss,5,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,,,
XQFSNNR,1912,Texas League,1912-04-12,0,regular,Clemens,,Galveston,2b,6,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
XQFSNNR,1912,Texas League,1912-04-12,0,regular,McKnight,,Galveston,rf,7,2,0,,0,,,,,,,,1,,,,,,,,,,,,,,,,2,0,0,,,,
XQFSNNR,1912,Texas League,1912-04-12,0,regular,Williams,H.,Galveston,c,8,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,14,3,0,,,,
XQFSNNR,1912,Texas League,1912-04-12,0,regular,Moore,,Galveston,p,9,3,0,,0,,,,,,,,,,,,,,,,,,,6,14,,,,0,15,0,,,,
XQFSNNR,1912,Texas League,1912-04-12,0,regular,TOTALS,,Galveston,,,31,0,,4,,,,,,,,,,,,5,,,,,,,,,,,,27,20,0,,,,
XQFSNNR,1912,Texas League,1912-04-12,0,regular,Fillman,,Houston,2b,1,2,0,,0,,,,,,,,,,2,,,,,,,,,,,,,,1,6,0,,,,
XQFSNNR,1912,Texas League,1912-04-12,0,regular,Davis,,Houston,rf,2,3,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,3,0,0,,,,
XQFSNNR,1912,Texas League,1912-04-12,0,regular,Knaupp,,Houston,ss,3,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,0,2,1,,,,
XQFSNNR,1912,Texas League,1912-04-12,0,regular,Newman,,Houston,1b,4,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,,,,
XQFSNNR,1912,Texas League,1912-04-12,0,regular,Riggs,,Houston,cf,5,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,,,,
XQFSNNR,1912,Texas League,1912-04-12,0,regular,Britton,,Houston,3b,6,2,0,,1,,,,,,,,,,2,,,,,,,,,,,,,,2,0,1,,,,
XQFSNNR,1912,Texas League,1912-04-12,0,regular,Whiteman,,Houston,lf,7,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
XQFSNNR,1912,Texas League,1912-04-12,0,regular,Allen,,Houston,c,8,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,,,,
XQFSNNR,1912,Texas League,1912-04-12,0,regular,Edmundson,,Houston,p,9,3,0,,0,,,,,,,,,,,,,,,,,,,1,2,,,,0,6,0,,,,
XQFSNNR,1912,Texas League,1912-04-12,0,regular,TOTALS,,Houston,,,28,1,,4,,,,,,,,,,,,6,,,,,,,,,,,,27,16,3,,,,
ZJYRWPR,1912,Texas League,1912-04-12,0,regular,Brownlow,,Austin,ss,1,4,2,,3,,,,,,,,,,1,,,,,,,,,,,,,,2,2,2,1,,,
ZJYRWPR,1912,Texas League,1912-04-12,0,regular,Ayers,,Austin,p,10,1,0,,0,,,,,,,,,,,,,,2,,,,,,,,,,0,0,0,,,,
ZJYRWPR,1912,Texas League,1912-04-12,0,regular,Cook,,Austin,cf,2,3,2,,1,,,,,,,,,,2,,,,,,,,,,,,,,1,0,0,,,,
ZJYRWPR,1912,Texas League,1912-04-12,0,regular,Robinson,,Austin,lf,3,5,1,,3,,,,,,,,,,2,,,,,,,,,,,,,,3,1,0,,,,
ZJYRWPR,1912,Texas League,1912-04-12,0,regular,Downey,,Austin,rf,4,5,1,,3,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,,,,
ZJYRWPR,1912,Texas League,1912-04-12,0,regular,Hille,,Austin,3b,5,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,,,,
ZJYRWPR,1912,Texas League,1912-04-12,0,regular,McLarry,,Austin,1b,6,5,0,,1,,,,,,,,,,,,,,,,,,,,,,,,11,1,0,,,,
ZJYRWPR,1912,Texas League,1912-04-12,0,regular,Smith,,Austin,2b,7,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,1,,,
ZJYRWPR,1912,Texas League,1912-04-12,0,regular,Hinninger,,Austin,c,8,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,,,,
ZJYRWPR,1912,Texas League,1912-04-12,0,regular,Lewis,,Austin,p,9,3,2,,2,,,,,,,,,,,,,,7,,,,,,,,,,0,0,0,,,,
ZJYRWPR,1912,Texas League,1912-04-12,0,regular,TOTALS,,Austin,,,37,11,,17,,,,,,,,,,,,7,1,,,,,,,,,,,27,14,3,,,,
ZJYRWPR,1912,Texas League,1912-04-12,0,regular,Cooper,,Fort Worth,lf,1,2,2,,0,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
ZJYRWPR,1912,Texas League,1912-04-12,0,regular,Hiett,,Fort Worth,p,10,2,0,,0,,,,,,,,,,,,,,5.1,,,,,,,,,,0,2,0,,,,
