key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9
GLMDPYM,1908-07-20,0,Central Kansas,regular,,Ellsworth,0,,Little River,2,,,1:35,,,,,1908/1908-LRM/LRM-19080720.txt,"The Little River Monitor Jul 23, 1908",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,x
FCPPLGB,1908-07-21,0,Central Kansas,regular,,Ellsworth,9,,Little River,10,,,,,,,,1908/1908-LRM/LRM-19080720.txt,"The Littel River Monitor Jul 23, 1908",0,0,0,0,1,1,0,5,2,0,0,0,1,3,5,0,1,
