key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14
DKCBNLH,1909-06-16,0,Central Kansas,regular,,Beloit,5,,Junction City,4,,,,,final,,,1909/1909-JCDU/JCDU-19090614.txt,"The Junction City Daily Union Jun 17, 1909",2,0,0,0,1,1,1,0,0,,,,,,0,0,0,2,0,0,0,0,2,,,,,
FDYJBYS,1909-06-17,0,Central Kansas,regular,,Beloit,4,,Junction City,1,,,,,final,,,1909/1909-JCDU/JCDU-19090614.txt,"The Junction City Daily Union Jun 18, 1909",3,0,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,1,0,,,,,
CYGVXPZ,1909-06-23,0,Central Kansas,regular,,Manhattan,2,,Junction City,6,,800,1:49,,final,,,1909/1909-JCDU/JCDU-19090621.txt,"The Junction City Daily Union Jun 24, 1908",0,1,1,0,0,0,0,0,0,,,,,,1,0,0,0,1,4,0,0,0,,,,,
KLLXNHZ,1909-06-25,0,Central Kansas,regular,,Manhattan,0,,Junction City,1,,350,,,final,,,1909/1909-JCDU/JCDU-19090621.txt,"The Junction City Daily Union Jun 26, 1909",0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,1,0,0,0,,,,,
PXDBVRL,1909-06-29,0,Central Kansas,regular,,Ellsworth,0,,Junction City,1,,,,,final,,,1909/1909-JCDU/JCDU-19090628.txt,"The Junction City Daily Union Jun 30, 1909",0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,1,x,,,,,
CSMWDMG,1909-06-30,0,Central Kansas,regular,,Salina,4,,Junction City,2,,,,,final,,,1909/1909-JCDU/JCDU-19090628.txt,"The Junction City Daily Union Jul 1, 1909",0,4,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,0,0,0,0,,,,,
XCGQTBN,1909-07-01,0,Central Kansas,regular,,Salina,7,,Junction City,4,,,,,final,,,1909/1909-JCDU/JCDU-19090628.txt,"The Junction City Daily Union Jul 2, 1909",0,0,0,0,4,2,1,0,0,,,,,,0,0,1,0,3,0,0,0,0,,,,,
WGSXMCD,1909-07-05,1,Central Kansas,regular,,Abilene,4,,Junction City,7,,,,,final,,,1909/1909-JCDU/JCDU-19090705.txt,"The Junction City Daily Union Jul 6, 1909",0,0,0,1,0,0,3,0,0,,,,,,0,6,0,0,0,0,1,0,x,,,,,
TXRQNKZ,1909-07-05,2,Central Kansas,regular,,Abilene,8,,Junction City,5,,,,,final,,,1909/1909-JCDU/JCDU-19090705.txt,"The Junction City Daily Union Jul 6, 1909",4,0,2,0,1,0,0,1,0,,,,,,0,2,0,0,0,0,3,0,0,,,,,
PNMPRFS,1909-07-06,0,Central Kansas,regular,,Clay Center,6,,Junction City,1,,,,,final,,,1909/1909-JCDU/JCDU-19090705.txt,"The Junction City Daily Union Jul 7, 1909",0,4,0,0,1,0,1,0,0,,,,,,0,0,0,0,0,1,0,0,0,,,,,
CYRDPCQ,1909-07-08,0,Central Kansas,regular,,Junction City,2,,Clay Center,1,,300,1:30,,final,,,1909/1909-JCDU/JCDU-19090705.txt,"The Junction City Daily Union Jul 9, 1909",0,0,0,2,0,0,0,0,0,,,,,,1,0,0,0,0,0,0,0,0,,,,,
NTJGDJJ,1909-07-12,0,Central Kansas,regular,,Junction City,2,,Beloit,4,,,,,final,,,1909/1909-JCDU/JCDU-19090712.txt,"The Junction City Daily Union Jul 13, 1909",0,0,1,0,0,1,0,0,0,,,,,,0,0,0,0,1,0,1,2,x,,,,,
SCYCVHS,1909-07-17,0,Central Kansas,regular,,Minneapolis,7,,Junction City,4,,,,,final,,,1909/1909-JCDU/JCDU-19090712.txt,"The Junction City Daily Union Jul 19, 1909",0,0,4,2,0,0,0,0,1,,,,,,0,0,0,0,0,4,0,0,0,,,,,
SYBMSZN,1909-07-20,0,Central Kansas,regular,,Beloit,13,,Junction City,9,,,,,final,,,1909/1909-JCDU/JCDU-19090719.txt,"The Junction City Daily Union Jul 20, 1909",0,2,1,3,0,2,1,0,4,,,,,,3,0,1,0,1,2,0,2,0,,,,,
DTJZTLB,1909-07-21,0,Central Kansas,regular,,Beloit,2,,Junction City,8,,,,,final,,,1909/1909-JCDU/JCDU-19090719.txt,"The Junction City Daily Union Jul 22, 1909",0,0,0,0,0,0,0,0,2,,,,,,0,0,1,3,4,0,0,0,0,,,,,
VMSHZSY,1909-07-22,0,Central Kansas,regular,,Manhattan,0,,Junction City,2,,,,,final,,,1909/1909-JCDU/JCDU-19090719.txt,"The Junction City Daily Union Jul 23, 1909",0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,0,1,0,0,x,,,,,
DGBRLPQ,1909-07-23,0,Central Kansas,regular,,Manhattan,1,,Junction City,2,,,,,final,,,1909/1909-JCDU/JCDU-19090719.txt,"The Junction City Daily Union Jul 24, 1909",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
YZNXYLH,1909-07-24,0,Central Kansas,regular,,Manhattan,2,,Junction City,14,,,,,final,,,1909/1909-JCDU/JCDU-19090719.txt,"The Junction City Daily Union Jul 26, 1909",1,0,0,0,0,0,0,1,0,,,,,,1,1,2,7,0,0,3,0,x,,,,,
FGRNQKF,1909-07-26,0,Central Kansas,regular,,Junction City,6,,Manhattan,3,,,,,final,,,1909/1909-JCDU/JCDU-19090726.txt,"The Junction City Daily Union Jul 27, 1909",0,0,2,0,0,0,0,0,0,4,,,,,0,0,1,0,0,1,0,0,0,1,,,,
GSTXRLQ,1909-07-27,1,Central Kansas,regular,,Junction City,6,,Manhattan,5,,,,,final,,,1909/1909-JCDU/JCDU-19090726.txt,"The Junction City Daily Union Jul 27, 1909",2,0,0,3,0,0,0,0,1,,,,,,0,0,0,0,0,0,0,5,0,,,,,
HKCQNBB,1909-07-28,2,Central Kansas,regular,,Junction City,2,,Manhattan,0,,,,,final,,,1909/1909-JCDU/JCDU-19090726.txt,"The Junction City Daily Union Jul 28, 1909",0,0,0,0,0,0,2,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,,
VYSJFBF,1909-08-22,0,Central Kansas,regular,,Ellsworth,9,,Junction City,0,,,,,final,,,1909/1909-JCDU/JCDU-19090823.txt,"The Junction City Daily Union Aug 23, 1909",,,,,,,,,,,,,,,,,,,,,,,,,,,,
YSCMPHM,1909-08-24,0,Central Kansas,regular,,Ellsworth,4,,Junction City,3,,,,,final,,,1909/1909-JCDU/JCDU-19090823.txt,"The Junction City Daily Union Aug 25, 1909",0,1,0,0,0,0,2,0,0,0,0,1,,,0,0,1,0,1,0,0,0,1,0,0,0,,
JGTXKBT,1909-08-25,0,Central Kansas,regular,,Ellsworth,1,,Junction City,2,,,,,final,,,1909/1909-JCDU/JCDU-19090823.txt,"The Junction City Daily Union Aug 26, 1909",0,0,0,0,0,0,1,0,0,,,,,,1,0,0,1,0,0,0,0,x,,,,,
FHZYCQJ,1909-08-26,0,Central Kansas,regular,,Junction City,3,,Beloit,4,,,,,final,,,1909/1909-JCDU/JCDU-19090823.txt,"The Junction City Daily Union Aug 27, 1909",0,0,0,0,2,0,0,1,0,0,,,,,0,0,0,2,0,0,1,0,0,1,,,,
