league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,entry.name,S_FIRST,S_LAST,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G
1910,Pacific Coast League,regular,P8789192,Briggs,,Sacramento,1910-03-30,1910-03-30,1,0,0,0,0,0,1,0,0,1,0,0
1910,Pacific Coast League,regular,P5414908,Cameron,,Oakland,1910-03-30,1910-03-30,1,0,1,0,0,0,0,0,0,0,0,0
1910,Pacific Coast League,regular,P0960262,Carroll,,Oakland,1910-03-30,1910-03-30,1,0,0,0,0,0,1,0,1,0,0,0
1910,Pacific Coast League,regular,P2999036,Christian,,Oakland,1910-03-30,1910-03-30,1,1,0,0,0,0,0,0,0,0,0,1
1910,Pacific Coast League,regular,P7828054,Cutshaw,,Oakland,1910-03-30,1910-03-30,1,0,0,1,0,0,0,0,0,0,0,0
1910,Pacific Coast League,regular,P3292391,Danzig,,Sacramento,1910-03-30,1910-03-30,1,0,1,0,0,0,0,0,0,0,0,0
1910,Pacific Coast League,regular,P6523752,Darringer,,Sacramento,1910-03-30,1910-03-30,1,0,0,0,0,1,0,0,0,0,0,0
1910,Pacific Coast League,regular,P6280813,French,,Oakland,1910-03-30,1910-03-30,1,1,0,0,0,0,0,0,0,0,0,1
1910,Pacific Coast League,regular,P5783934,Heister,,Sacramento,1910-03-30,1910-03-30,1,0,0,0,1,0,0,0,0,0,0,0
1910,Pacific Coast League,regular,P2648900,Hogan,,Oakland,1910-03-30,1910-03-30,1,0,0,0,1,0,1,1,0,0,0,0
1910,Pacific Coast League,regular,P6056969,Hunt,,Sacramento,1910-03-30,1910-03-30,1,1,0,0,0,0,0,0,0,0,0,1
1910,Pacific Coast League,regular,P8812140,La Longe,,Sacramento,1910-03-30,1910-03-30,1,0,0,0,0,0,0,0,0,0,1,0
1910,Pacific Coast League,regular,P4646298,Maggart,,Oakland,1910-03-30,1910-03-30,1,0,0,0,0,0,1,1,0,0,0,0
1910,Pacific Coast League,regular,P9104357,Mosher,,Oakland,1910-03-30,1910-03-30,1,1,0,0,0,0,0,0,0,0,0,1
1910,Pacific Coast League,regular,P3648444,Perry,,Sacramento,1910-03-30,1910-03-30,1,0,0,0,0,0,1,1,0,0,0,0
1910,Pacific Coast League,regular,P6628874,Shinn,,Sacramento,1910-03-30,1910-03-30,1,0,0,1,0,0,0,0,0,0,0,0
1910,Pacific Coast League,regular,P4835479,Spiesman,,Oakland,1910-03-30,1910-03-30,1,0,0,0,0,0,0,0,0,0,1,0
1910,Pacific Coast League,regular,P5413835,Swander,,Oakland,1910-03-30,1910-03-30,1,0,0,0,0,0,1,0,0,1,0,0
1910,Pacific Coast League,regular,P4251563,Van Buren,,Sacramento,1910-03-30,1910-03-30,1,0,0,0,0,0,1,0,1,0,0,0
1910,Pacific Coast League,regular,P2477689,Wares,,Oakland,1910-03-30,1910-03-30,1,0,0,0,0,1,0,0,0,0,0,0
1910,Pacific Coast League,regular,P9538567,Wolverton,,Oakland,1910-03-30,1910-03-30,1,0,0,0,1,0,0,0,0,0,0,0
