game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_GS,P_GF,P_W,P_L,P_SV,P_IP,P_TBF,P_AB,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
RPVPMTK,1910,Pacific Coast League,1910-03-30,0,regular,P9766094,Netzel,,Portland,3b,1,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
RPVPMTK,1910,Pacific Coast League,1910-03-30,0,regular,P4071011,Armbruster,,Portland,ph,10,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
RPVPMTK,1910,Pacific Coast League,1910-03-30,0,regular,P9840615,Olson,,Portland,ss,2,3,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,,,,
RPVPMTK,1910,Pacific Coast League,1910-03-30,0,regular,P9470193,Casey,,Portland,2b,3,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,,,,
RPVPMTK,1910,Pacific Coast League,1910-03-30,0,regular,P6483576,McCredie,,Portland,rf,4,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,,,,
RPVPMTK,1910,Pacific Coast League,1910-03-30,0,regular,P8246710,Ryan,,Portland,cf,5,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
RPVPMTK,1910,Pacific Coast League,1910-03-30,0,regular,P7262237,Fisher,,Portland,c,6,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,0,,,,
RPVPMTK,1910,Pacific Coast League,1910-03-30,0,regular,P8702936,Speas,,Portland,lf,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
RPVPMTK,1910,Pacific Coast League,1910-03-30,0,regular,P6363377,Ort,,Portland,1b,8,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,,,,
RPVPMTK,1910,Pacific Coast League,1910-03-30,0,regular,P9354101,Garrett,,Portland,p,9,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,0,2,0,,,,
RPVPMTK,1910,Pacific Coast League,1910-03-30,0,regular,,TOTALS,,Portland,,,28,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,9,1,,,,
RPVPMTK,1910,Pacific Coast League,1910-03-30,0,regular,P4898681,Mohler,,San Francisco,2b,1,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,
RPVPMTK,1910,Pacific Coast League,1910-03-30,0,regular,P1126931,Mundorff,,San Francisco,3b,2,3,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,3,0,1,,,
RPVPMTK,1910,Pacific Coast League,1910-03-30,0,regular,P2399749,Melchoir,,San Francisco,rf,3,1,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,0,0,0,,,,
RPVPMTK,1910,Pacific Coast League,1910-03-30,0,regular,P7803882,Tennant,,San Francisco,1b,4,3,0,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,10,0,0,1,,,
RPVPMTK,1910,Pacific Coast League,1910-03-30,0,regular,P5119927,Griffin,,San Francisco,lf,5,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
RPVPMTK,1910,Pacific Coast League,1910-03-30,0,regular,P5520726,Berry,,San Francisco,c,6,3,0,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,,,,
RPVPMTK,1910,Pacific Coast League,1910-03-30,0,regular,P9265322,McArdle,,San Francisco,ss,7,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,0,2,,,
RPVPMTK,1910,Pacific Coast League,1910-03-30,0,regular,P2931159,Henley,,San Francisco,p,8,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,0,2,0,,,,
RPVPMTK,1910,Pacific Coast League,1910-03-30,0,regular,,TOTALS,,San Francisco,,,28,4,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,12,0,,,,
SNZFMVQ,1910,Pacific Coast League,1910-03-31,0,regular,P2506849,Carroll,,Oakland,cf,1,4,0,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
SNZFMVQ,1910,Pacific Coast League,1910-03-31,0,regular,P2600833,Nelson,,Oakland,p,10,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,,,,0,2,0,,,,
SNZFMVQ,1910,Pacific Coast League,1910-03-31,0,regular,P0743572,Wares,,Oakland,ss,2,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,,,,
SNZFMVQ,1910,Pacific Coast League,1910-03-31,0,regular,P8146681,Swanders,,Oakland,rf,3,3,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
SNZFMVQ,1910,Pacific Coast League,1910-03-31,0,regular,P0914783,Hogan,,Oakland,lf-1b,4,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,,,,
SNZFMVQ,1910,Pacific Coast League,1910-03-31,0,regular,P3771810,Wolverton,,Oakland,3b,5,3,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,
SNZFMVQ,1910,Pacific Coast League,1910-03-31,0,regular,P1100153,Maggert,,Oakland,lf,6,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
SNZFMVQ,1910,Pacific Coast League,1910-03-31,0,regular,P6961495,Cameron,,Oakland,1b,7,2,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,,,,
SNZFMVQ,1910,Pacific Coast League,1910-03-31,0,regular,P9374641,Cutshaw,,Oakland,2b,8,4,0,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,3,3,0,,,,
SNZFMVQ,1910,Pacific Coast League,1910-03-31,0,regular,P5872850,Spiesman,,Oakland,c,9,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,,,,
SNZFMVQ,1910,Pacific Coast League,1910-03-31,0,regular,,TOTALS,,Oakland,,,32,3,,10,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,,27,10,2,,,,
SNZFMVQ,1910,Pacific Coast League,1910-03-31,0,regular,P7666245,Shinn,,Sacramento,2b,1,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,,,
SNZFMVQ,1910,Pacific Coast League,1910-03-31,0,regular,P8490029,Brown,,Sacramento,p,10,2,0,,0,,,,,,,,1,,,,,,,,,,,5,,,,,,1,2,,,,0,0,0,,,,
