key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source
QXVMBBS,1908-06-22,0,Eastern Kansas,regular,,Little River,1,,Minneapolis,5,,,,,,,,1908/1908-MM/MM-19080622.txt,"Minneapolis Messenger Jun 25, 1908"
