team.league,team.key,team.name,source,key,gloss.name.last,gloss.name.first,person.name.last,person.name.first,person.seq,pos
Middle Texas League,MTXAUS,Austin,1915-DMN,19150416-MTXAUS-MTXBAR-0,Byrnes,,Byrne,,a06,2b
Middle Texas League,MTXAUS,Austin,1915-DMN,19150415-MTXAUS-MTXBAR-0,,,Byrnes,,a06,2b
Middle Texas League,MTXAUS,Austin,1915-DMN,19150417-MTXAUS-MTXBAR-0,,,Byrnes,,b07,2b
Middle Texas League,MTXAUS,Austin,1915-DMN,19150415-MTXAUS-MTXBAR-0,Charbonet,,Ch'bonet,,a05,cf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150416-MTXAUS-MTXBAR-0,Charbonet,,Charabonet,,a05,cf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150417-MTXAUS-MTXBAR-0,,,Charbonet,,b05,rf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150419-MTXAUS-MTXBAR-1,,,Charbonet,,b05,cf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150419-MTXAUS-MTXBAR-2,,,Charbonet,,b05,cf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150420-MTXAUS-MTXSCH-0,,,Charbonet,,b05,cf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150421-MTXAUS-MTXSCH-0,,,Charbonet,,b05,cf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150424-MTXAUS-MTXTEM-0,,,Charbonet,,b04,cf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150415-MTXAUS-MTXBAR-0,Crowson,,Crosslin,,a10,ph
Middle Texas League,MTXAUS,Austin,1915-DMN,19150417-MTXAUS-MTXBAR-0,,,Crowson,,b08,p
Middle Texas League,MTXAUS,Austin,1915-DMN,19150421-MTXAUS-MTXSCH-0,,,Crowson,,b08,p
Middle Texas League,MTXAUS,Austin,1915-DMN,19150417-MTXAUS-MTXBAR-0,,,Curran,,b06,lf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150415-MTXAUS-MTXBAR-0,,,Deats,,a01,lf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150416-MTXAUS-MTXBAR-0,,,Deats,,a01,lf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150417-MTXAUS-MTXBAR-0,,,Deats,,b01,cf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150419-MTXAUS-MTXBAR-1,,,Deats,,b06,lf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150419-MTXAUS-MTXBAR-2,,,Deats,,b06,lf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150420-MTXAUS-MTXSCH-0,,,Deats,,b06,lf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150421-MTXAUS-MTXSCH-0,,,Deats,,b06,lf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150424-MTXAUS-MTXTEM-0,,,Deats,,b07,lf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150424-MTXAUS-MTXTEM-0,,,Edmonds,,b08,3b
Middle Texas League,MTXAUS,Austin,1915-DMN,19150420-MTXAUS-MTXSCH-0,,,Enloe,,b01,ss
Middle Texas League,MTXAUS,Austin,1915-DMN,19150421-MTXAUS-MTXSCH-0,,,Enloe,,b01,ss
Middle Texas League,MTXAUS,Austin,1915-DMN,19150424-MTXAUS-MTXTEM-0,,,Enloe,,b01,ss
Middle Texas League,MTXAUS,Austin,1915-DMN,19150415-MTXAUS-MTXBAR-0,,,Fagan,,a08,p
Middle Texas League,MTXAUS,Austin,1915-DMN,19150419-MTXAUS-MTXBAR-1,,,Fagan,,b10,ph
Middle Texas League,MTXAUS,Austin,1915-DMN,19150419-MTXAUS-MTXBAR-2,,,Fagan,,b08,p
Middle Texas League,MTXAUS,Austin,1915-DMN,19150421-MTXAUS-MTXSCH-0,,,Fagan,,b09,ph
Middle Texas League,MTXAUS,Austin,1915-DMN,19150424-MTXAUS-MTXTEM-0,,,Fagan,,b09,p
Middle Texas League,MTXAUS,Austin,1915-DMN,19150419-MTXAUS-MTXBAR-1,,,Fruth,,b03,rf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150419-MTXAUS-MTXBAR-2,,,Fruth,,b03,rf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150420-MTXAUS-MTXSCH-0,,,Fruth,,b03,rf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150421-MTXAUS-MTXSCH-0,,,Fruth,,b03,rf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150415-MTXAUS-MTXBAR-0,,,Fucich,,a09,ph
Middle Texas League,MTXAUS,Austin,1915-DMN,19150419-MTXAUS-MTXBAR-1,,,Fucich,,b09,p
Middle Texas League,MTXAUS,Austin,1915-DMN,19150419-MTXAUS-MTXBAR-1,,,Hutton,,b08,p
Middle Texas League,MTXAUS,Austin,1915-DMN,19150415-MTXAUS-MTXBAR-0,,,Jordan,,a02,1b
Middle Texas League,MTXAUS,Austin,1915-DMN,19150416-MTXAUS-MTXBAR-0,,,Jordan,,a02,1b
Middle Texas League,MTXAUS,Austin,1915-DMN,19150417-MTXAUS-MTXBAR-0,,,Jordan,,b02,1b
Middle Texas League,MTXAUS,Austin,1915-DMN,19150419-MTXAUS-MTXBAR-1,,,Jordan,,b02,1b
Middle Texas League,MTXAUS,Austin,1915-DMN,19150419-MTXAUS-MTXBAR-2,,,Jordan,,b02,1b
Middle Texas League,MTXAUS,Austin,1915-DMN,19150420-MTXAUS-MTXSCH-0,,,Jordan,,b02,1b
Middle Texas League,MTXAUS,Austin,1915-DMN,19150421-MTXAUS-MTXSCH-0,,,Jordan,,b02,1b
Middle Texas League,MTXAUS,Austin,1915-DMN,19150424-MTXAUS-MTXTEM-0,,,Jordan,,b02,1b
Middle Texas League,MTXAUS,Austin,1915-DMN,19150415-MTXAUS-MTXBAR-0,,,McNeil,,a11,ph
Middle Texas League,MTXAUS,Austin,1915-DMN,19150415-MTXAUS-MTXBAR-0,,,Montague,,a04,3b
Middle Texas League,MTXAUS,Austin,1915-DMN,19150419-MTXAUS-MTXBAR-1,,,Montague,,b04,3b
Middle Texas League,MTXAUS,Austin,1915-DMN,19150419-MTXAUS-MTXBAR-2,,,Montague,,b04,3b
Middle Texas League,MTXAUS,Austin,1915-DMN,19150417-MTXAUS-MTXBAR-0,Montague,,Montagut,,b04,3b
Middle Texas League,MTXAUS,Austin,1915-DMN,19150416-MTXAUS-MTXBAR-0,Montague,,Montegut,,a04,3b
Middle Texas League,MTXAUS,Austin,1915-DMN,19150420-MTXAUS-MTXSCH-0,Montague,,Montegut,,b04,3b
Middle Texas League,MTXAUS,Austin,1915-DMN,19150421-MTXAUS-MTXSCH-0,Montague,,Montegut,,b04,3b
Middle Texas League,MTXAUS,Austin,1915-DMN,19150424-MTXAUS-MTXTEM-0,Montague,,Montegut,,b06,rf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150415-MTXAUS-MTXBAR-0,,,Moore,,a07,rf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150416-MTXAUS-MTXBAR-0,,,Moore,,a07,rf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150419-MTXAUS-MTXBAR-1,,,Moore,,b07,c
Middle Texas League,MTXAUS,Austin,1915-DMN,19150419-MTXAUS-MTXBAR-2,,,Moore,,b07,c
Middle Texas League,MTXAUS,Austin,1915-DMN,19150420-MTXAUS-MTXSCH-0,,,Moore,,b07,c
Middle Texas League,MTXAUS,Austin,1915-DMN,19150421-MTXAUS-MTXSCH-0,,,Moore,,b07,c
Middle Texas League,MTXAUS,Austin,1915-DMN,19150416-MTXAUS-MTXBAR-0,Neill,,Neil,,a08,p
Middle Texas League,MTXAUS,Austin,1915-DMN,19150420-MTXAUS-MTXSCH-0,,,Neill,,b08,p
Middle Texas League,MTXAUS,Austin,1915-DMN,19150424-MTXAUS-MTXTEM-0,,,Nyllus,,b05,rf
Middle Texas League,MTXAUS,Austin,1915-DMN,19150415-MTXAUS-MTXBAR-0,,,Reinecke,,a00,ss
Middle Texas League,MTXAUS,Austin,1915-DMN,19150416-MTXAUS-MTXBAR-0,,,Reinecke,,a00,ss
Middle Texas League,MTXAUS,Austin,1915-DMN,19150417-MTXAUS-MTXBAR-0,,,Reinecke,,b00,ss
Middle Texas League,MTXAUS,Austin,1915-DMN,19150419-MTXAUS-MTXBAR-1,,,Reinecke,,b00,ss
