key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13
PSPPWLK,1915-05-19,0,Rio Grande Association,regular,,Albuquerque,5,,Tucson,8,,300,2:25,,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 20, 1915",0,5,0,0,0,0,0,0,0,,,,,0,1,1,1,0,0,0,5,x,,,,
WFFFPDX,1915-05-20,0,Rio Grande Association,regular,,El Paso,14,,Douglas,5,,,1:54,,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 21, 1915",0,0,6,1,2,0,2,2,0,,,,,1,0,1,1,0,0,0,1,1,,,,
MBRWFYB,1915-05-20,0,Rio Grande Association,regular,,Phoenix,4,,Las Cruces,3,,,1:38,,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 21, 1915",1,0,0,1,1,0,0,1,0,,,,,0,0,0,0,0,2,0,0,1,,,,
YNDJTGB,1915-05-20,0,Rio Grande Association,regular,,Albuquerque,12,,Tucson,14,,400,2:35,,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 21, 1915",7,0,0,0,3,2,0,0,0,,,,,1,3,5,0,0,1,4,0,x,,,,
ZJPVPSZ,1915-05-21,0,Rio Grande Association,regular,,El Paso,16,,Douglas,5,,,1:40,,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 22, 1915",3,1,7,1,3,0,0,1,0,,,,,2,0,0,2,0,0,1,0,0,,,,
ZFHDLPK,1915-05-21,0,Rio Grande Association,regular,,Phoenix,8,,Las Cruces,6,,,1:47,,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 22, 1915",0,0,0,1,0,5,0,2,0,,,,,0,0,0,0,0,0,0,0,6,,,,
JPSYHGM,1915-05-21,0,Rio Grande Association,regular,,Albuquerque,6,,Tucson,8,,500,2:10,,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 22, 1915",2,0,0,0,0,0,0,2,2,,,,,2,3,0,1,0,1,0,1,x,,,,
CDLRZKP,1915-05-22,0,Rio Grande Association,regular,,El Paso,16,,Douglas,17,,,2:36,,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 24, 1915",0,0,1,0,2,4,0,7,2,0,,,,3,0,4,4,0,3,0,2,0,1,,,
CQHLHBR,1915-05-22,0,Rio Grande Association,regular,,Phoenix,7,,Las Cruces,2,,450,1:49,,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 24, 1915",0,1,0,0,3,2,0,0,1,,,,,0,0,0,0,0,2,0,0,0,,,,
KJDFWDB,1915-05-22,0,Rio Grande Association,regular,,Albuquerque,8,,Tucson,2,,500,2:00,,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 24, 1915",0,1,0,2,0,0,3,1,1,,,,,1,1,0,0,0,0,0,0,0,,,,
CDGCWPG,1915-05-23,0,Rio Grande Association,regular,,El Paso,4,,Douglas,8,,,2:03,,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 24, 1915",0,0,0,0,0,1,0,1,2,,,,,0,4,0,0,2,0,2,0,x,,,,
WSSVWLT,1915-05-23,1,Rio Grande Association,regular,,Phoenix,8,,Las Cruces,2,,850,1:56,,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 24, 1915",0,0,0,0,0,2,0,2,4,,,,,0,0,0,0,0,0,0,1,1,,,,
XMHPYVT,1915-05-23,2,Rio Grande Association,regular,,Phoenix,5,,Las Cruces,6,,,1:21,,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 24, 1915",4,1,0,0,0,0,0,,,,,,,0,2,1,0,3,0,x,,,,,,
TQDFGHN,1915-05-23,0,Rio Grande Association,regular,,Albuquerque,7,,Tucson,4,,,2:00,,,,,transcript/1915/1915-EPH/boxes/EPH-19150517.txt,"El Paso Herald, May 24, 1915",0,1,1,0,2,2,3,0,0,,,,,0,1,0,3,0,0,0,0,0,,,,
KRHHWRK,1915-05-25,0,Rio Grande Association,regular,,Albuquerque,3,,Phoenix,7,,,1:40,,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 26, 1915",0,1,1,0,1,0,0,0,0,,,,,0,0,0,0,0,2,4,1,x,,,,
FMKCBPV,1915-05-25,0,Rio Grande Association,regular,,El Paso,8,,Tucson,7,,,2:30,,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 26, 1915",0,2,0,0,1,4,1,0,0,,,,,3,0,2,0,0,1,1,0,0,,,,
RRTWLGB,1915-05-26,0,Rio Grande Association,regular,,Albuquerque,9,,Phoenix,6,,,2:20,,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 27, 1915",2,0,3,0,2,0,0,0,2,,,,,2,0,0,2,0,1,1,0,0,,,,
GCFXWSN,1915-05-26,0,Rio Grande Association,regular,,El Paso,5,,Tucson,4,,,2:00,,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 27, 1915",0,2,0,0,2,0,0,1,0,,,,,0,0,0,0,2,2,0,0,0,,,,
JSMYMZN,1915-05-27,0,Rio Grande Association,regular,,Albuquerque,5,,Phoenix,4,,,2:40,,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 28, 1915",0,0,0,0,3,0,0,0,1,0,0,1,,0,2,0,2,0,0,0,0,0,0,0,0,
LSRTJSD,1915-05-27,0,Rio Grande Association,regular,,El Paso,2,,Tucson,6,,450,1:45,,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 28, 1915",0,0,0,0,2,0,0,0,0,,,,,3,2,0,1,0,0,0,0,x,,,,
JQTRDBB,1915-05-28,0,Rio Grande Association,regular,,Albuquerque,5,,Phoenix,6,,,2:50,,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 29, 1915",3,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,3,0,0,1,
TJNRHLB,1915-05-28,0,Rio Grande Association,regular,,El Paso,14,,Tucson,4,,,1:50,,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 29, 1915",0,6,0,2,1,2,3,0,0,,,,,0,1,1,0,1,1,0,0,0,,,,
YGMSJWB,1915-05-29,0,Rio Grande Association,regular,,Albuquerque,6,,Phoenix,10,,,2:20,,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 31, 1915",0,0,0,2,3,1,0,0,0,,,,,0,1,2,0,0,0,5,2,x,,,,
HTNPQHJ,1915-05-29,0,Rio Grande Association,regular,,El Paso,1,,Tucson,0,,,1:45,,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 31, 1915",0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0,0,,,,
CHCYVZJ,1915-05-30,0,Rio Grande Association,regular,,Albuquerque,5,,Phoenix,0,,,1:30,,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 31, 1915",4,0,1,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,
PLVBGWC,1915-05-30,0,Rio Grande Association,regular,,El Paso,4,,Tucson,5,,"1,100",2:15,,,,,transcript/1915/1915-EPH/boxes/EPH-19150524.txt,"El Paso Herald, May 31, 1915",0,3,0,0,0,0,0,1,0,,,,,2,0,0,0,1,0,2,0,x,,,,
PFXQLXK,1915-05-31,0,Rio Grande Association,regular,,Albuquerque,5,,Phoenix,2,,,2:00,,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 1, 1915",0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0
NDZDGWZ,1915-05-31,0,Rio Grande Association,regular,,El Paso,5,,Tucson,4,,,2:25,,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 1, 1915",2,0,1,0,0,0,1,0,1,,,,,2,1,1,0,0,0,0,0,0,,,,
NGTHVKK,1915-06-01,0,Rio Grande Association,regular,,El Paso,2,,Phoenix,0,,,1:30,,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 2, 1915",1,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,
MXDVBFS,1915-06-02,0,Rio Grande Association,regular,,Tucson,3,,Albuquerque,2,,,,,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 3, 1915",1,0,0,2,0,0,0,0,0,,,,,1,0,0,0,0,0,0,0,1,,,,
TQDPNBN,1915-06-02,0,Rio Grande Association,regular,,El Paso,2,,Phoenix,5,,,1:40,,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 3, 1915",0,1,0,0,0,1,0,0,0,,,,,0,0,0,5,0,0,0,0,0,,,,
KFTMYBZ,1915-06-03,0,Rio Grande Association,regular,,Tucson,4,,Albuquerque,3,,,1:35,,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 4, 1915",2,0,0,0,2,0,0,0,0,,,,,0,1,0,0,0,0,2,0,0,,,,
SBDQNFX,1915-06-03,0,Rio Grande Association,regular,,El Paso,2,,Phoenix,1,,,2:00,,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 4, 1915",0,0,0,2,0,0,0,0,0,,,,,0,0,0,0,0,1,0,0,0,,,,
HWJDZZP,1915-06-04,0,Rio Grande Association,regular,,Tucson,4,,Albuquerque,6,,,,,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 5, 1915",0,0,1,1,0,2,0,0,0,,,,,0,2,0,0,0,3,1,0,x,,,,
KNNDMMB,1915-06-04,0,Rio Grande Association,regular,,El Paso,0,,Phoenix,7,,,1:45,,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 5, 1915",0,0,0,0,0,0,0,0,0,,,,,1,1,2,2,0,0,0,1,x,,,,
MYRQPFL,1915-06-05,0,Rio Grande Association,regular,,Tucson,9,,Albuquerque,10,,,,,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 7, 1915",2,1,0,2,0,0,0,0,4,,,,,1,0,3,0,1,3,1,1,x,,,,
ZCYVYXF,1915-06-05,0,Rio Grande Association,regular,,El Paso,0,,Phoenix,3,,,1:25,,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 7, 1915",0,0,0,0,0,0,0,0,0,,,,,2,0,0,0,0,0,0,1,x,,,,
LNZBRDH,1915-06-06,0,Rio Grande Association,regular,,Tucson,11,,Albuquerque,1,,,1:50,,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 7, 1915",2,3,1,0,0,1,0,2,2,,,,,0,1,0,0,0,0,0,0,0,,,,
SVFZJKV,1915-06-06,0,Rio Grande Association,regular,,El Paso,2,,Phoenix,6,,600,1:40,,,,,transcript/1915/1915-EPH/boxes/EPH-19150531.txt,"El Paso Herald, June 7, 1915",0,0,0,1,0,1,0,0,0,,,,,1,1,2,0,0,2,0,0,x,,,,
JRLSKYJ,1915-06-08,0,Rio Grande Association,regular,,Phoenix,4,,Albuquerque,2,,,,,,,,transcript/1915/1915-EPH/boxes/EPH-19150607.txt,"El Paso Herald, June 9, 1915",1,0,0,0,0,0,0,3,0,,,,,0,0,0,0,1,0,0,0,0,,,,
LNKRRLF,1915-06-08,0,Rio Grande Association,regular,,Tucson,0,,El Paso,5,,,2:00,,,,,transcript/1915/1915-EPH/boxes/EPH-19150607.txt,"El Paso Herald, June 9, 1915",0,0,0,0,0,0,0,0,0,,,,,1,0,0,2,0,0,1,1,x,,,,
RQKVBQN,1915-06-09,0,Rio Grande Association,regular,,Phoenix,2,,Albuquerque,10,,,,,,,,transcript/1915/1915-EPH/boxes/EPH-19150607.txt,"El Paso Herald, June 10, 1915",0,0,0,0,0,1,0,0,1,,,,,0,1,0,4,2,0,3,0,x,,,,
WJSLQMR,1915-06-09,0,Rio Grande Association,regular,,Tucson,3,,El Paso,2,,,2:10,,,,,transcript/1915/1915-EPH/boxes/EPH-19150607.txt,"El Paso Herald, June 10, 1915",1,0,0,0,0,1,0,1,0,,,,,0,0,0,0,0,1,0,0,1,,,,
GJYNFNR,1915-06-10,0,Rio Grande Association,regular,,Phoenix,3,,Albuquerque,10,,,1:27,,,,,transcript/1915/1915-EPH/boxes/EPH-19150607.txt,"El Paso Herald, June 11, 1915",0,0,0,1,0,1,0,1,0,,,,,0,0,2,4,3,1,0,0,x,,,,
LZWKHVP,1915-06-10,0,Rio Grande Association,regular,,Tucson,2,,El Paso,9,,,2:00,,,,,transcript/1915/1915-EPH/boxes/EPH-19150607.txt,"El Paso Herald, June 11, 1915",0,0,0,0,0,0,2,0,0,,,,,1,0,2,0,1,5,0,0,0,,,,
