key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15
WGSLNPW,1915-05-27,0,Blue Ridge,regular,,Hagerstown,,,Chambersburg,,,,,,final,,,1915/1915-FP/BLRI-19150527.txt,"Frederick Post, May 28, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YMBYBWT,1915-05-27,0,Blue Ridge,regular,,Martinsburg,3,,Frederick,14,,3000,2:10,,final,,,1915/1915-FP/BLRI-19150527.txt,"Frederick Post, May 28, 1915",0,0,0,0,0,0,3,0,0,,,,,,,0,2,4,2,1,1,4,0,0,,,,,,
YBCGXWD,1915-05-27,0,Blue Ridge,regular,,Gettysburg,,,Hanover,,,,,,final,,,1915/1915-FP/BLRI-19150527.txt,"Frederick Post, May 28, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YCRPFBD,1915-05-28,0,Blue Ridge,regular,,Hanover,,,Gettysburg,,,,1:50,,final,,,1915/1915-FP/BLRI-19150527.txt,"Frederick Post, May 29, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QDJYGSB,1915-05-28,0,Blue Ridge,regular,,Chambersburg,,,Hagerstown,,,,,,final,,,1915/1915-FP/BLRI-19150527.txt,"Frederick Post, May 29, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZJNQM,1915-05-28,0,Blue Ridge,regular,,Frederick,3,,Martinsburg,5,,,1:50,,final,,,1915/1915-FP/BLRI-19150527.txt,"Frederick Post, May 29, 1915",0,1,0,1,1,0,0,0,0,,,,,,,1,0,1,0,0,2,1,0,x,,,,,,
WWBVJTW,1915-05-29,0,Blue Ridge,regular,,Chambersburg,,,Hagerstown,,,,,,postponed,rain,,1915/1915-FP/BLRI-19150527.txt,"Frederick Post, June 1, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDYMCNK,1915-05-29,0,Blue Ridge,regular,,Gettysburg,3,,Hanover,4,,,,,final,,,1915/1915-FP/BLRI-19150527.txt,"Frederick Post, June 1, 1915",0,1,0,1,0,0,1,0,0,0,,,,,,2,0,0,0,1,0,0,0,0,1,,,,,
WLHKTFF,1915-05-29,0,Blue Ridge,regular,,Frederick,4,,Martinsburg,3,,,,,final,,,1915/1915-FP/BLRI-19150527.txt,"Frederick Post, May 31, 1915",0,0,2,0,0,0,2,0,0,,,,,,,0,0,3,0,0,0,0,0,0,,,,,,
RKLFRSW,1915-05-31,2,Blue Ridge,regular,,Gettysburg,5,,Frederick,7,,1400,2:15,,final,,,1915/1915-FP/BLRI-19150531.txt,"Frederick Post, June 1, 1915",0,2,0,0,0,0,0,1,2,,,,,,,1,0,0,1,4,1,0,0,x,,,,,,
DTSQLYR,1915-05-31,1,Blue Ridge,regular,,Frederick,,,Gettysburg,,,,,,postponed,wet grounds,,1915/1915-FP/BLRI-19150531.txt,"Frederick Post, June 1, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PXVWKDW,1915-05-31,1,Blue Ridge,regular,,Martinsburg,,,Hagerstown,,,,,,final,,,1915/1915-FP/BLRI-19150531.txt,"Frederick Post, June 1, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSVXMXW,1915-05-31,1,Blue Ridge,regular,,Chambersburg,,,Hanover,,,,,,final,,,1915/1915-FP/BLRI-19150531.txt,"Frederick Post, June 1, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPRDDPG,1915-05-31,2,Blue Ridge,regular,,Chambersburg,,,Hanover,,,,,,final,,,1915/1915-FP/BLRI-19150531.txt,"Frederick Post, June 1, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZTCHMKJ,1915-05-31,2,Blue Ridge,regular,,Hagerstown,,,Martinsburg,,,,,,final,,,1915/1915-FP/BLRI-19150531.txt,"Frederick Post, June 1, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RFZGDBZ,1915-06-02,0,Blue Ridge,regular,,Martinsburg,,,Hagerstown,,,,,,postponed,rain,,1915/1915-FP/BLRI-19150531.txt,"Frederick Post, June 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VXKYZHP,1915-06-03,0,Blue Ridge,regular,,Gettysburg,,,Chambersburg,,,,,,postponed,wet grounds,,1915/1915-FP/BLRI-19150531.txt,"Frederick Post, June 4, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YVLGXRM,1915-06-03,0,Blue Ridge,regular,,Hanover,,,Frederick,,,,,,postponed,wet grounds,,1915/1915-FP/BLRI-19150531.txt,"Frederick Post, June 4, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XNTSHBR,1915-06-03,0,Blue Ridge,regular,,Hagerstown,,,Martinsburg,,,,,,postponed,wet grounds,,1915/1915-FP/BLRI-19150531.txt,"Frederick Post, June 4, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLKMNGG,1915-06-04,0,Blue Ridge,regular,,Frederick,,,Hagerstown,,,,,,final,,,1915/1915-FP/BLRI-19150531.txt,"Frederick Post, June 5, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSFPYVJ,1915-06-05,0,Blue Ridge,regular,,Gettysburg,8,,Chambersburg,3,,,,,final,,,1915/1915-FP/BLRI-19150531.txt,"Frederick Post, June 7, 1915",0,0,1,2,0,1,3,1,0,,,,,,,1,0,1,0,0,0,1,0,0,,,,,,
ZVLSLYM,1915-06-05,0,Blue Ridge,regular,,Frederick,1,,Hagerstown,0,,1500,1:20,,final,,,1915/1915-FP/BLRI-19150531.txt,"Frederick Post, June 7, 1915",0,0,0,0,0,0,0,0,1,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
JYPNCXY,1915-06-05,0,Blue Ridge,regular,,Martinsburg,3,,Hanover,4,,,,,final,,,1915/1915-FP/BLRI-19150531.txt,"Frederick Post, June 7, 1915",0,0,3,0,0,0,0,0,0,,,,,,,0,0,0,3,0,0,1,0,x,,,,,,
BPXJKRC,1915-06-07,0,Blue Ridge,regular,,Hagerstown,2,,Frederick,3,,1000,2:00,,final,,,1915/1915-FP/BLRI-19150607.txt,"Frederick Post, June 8, 1915",0,0,0,0,0,2,0,0,0,,,,,,,0,0,1,0,0,2,0,0,0,,,,,,
NWCPVCK,1915-06-08,0,Blue Ridge,regular,,Hanover,,,Chambersburg,,,,,,final,,,1915/1915-FP/BLRI-19150607.txt,"Frederick Post, June 9, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YBWSYPW,1915-06-08,0,Blue Ridge,regular,,Hagerstown,1,,Frederick,4,,800,2:00,,final,,,1915/1915-FP/BLRI-19150607.txt,"Frederick Post, June 9, 1915",0,0,0,1,0,0,0,0,0,,,,,,,3,0,0,0,0,0,0,1,x,,,,,,
ZDNHXSD,1915-06-08,0,Blue Ridge,regular,,Gettysburg,,,Martinsburg,,,,,,final,,,1915/1915-FP/BLRI-19150607.txt,"Frederick Post, June 9, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YPVKLGM,1915-06-09,0,Blue Ridge,regular,,Frederick,,,Chambersburg,,,,,,final,,,1915/1915-FP/BLRI-19150607.txt,"Frederick Post, June 10, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRRKDGP,1915-06-09,0,Blue Ridge,regular,,Gettysburg,,,Hagerstown,,,,,,final,,,1915/1915-FP/BLRI-19150607.txt,"Frederick Post, June 10, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCYQXQL,1915-06-09,0,Blue Ridge,regular,,Hanover,,,Martinsburg,,,,,,final,,,1915/1915-FP/BLRI-19150607.txt,"Frederick Post, June 10, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWTKKMS,1915-06-10,0,Blue Ridge,regular,,Frederick,,,Chambersburg,,,,,,final,,,1915/1915-FP/BLRI-19150607.txt,"Frederick Post, June 11, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GXFMNHJ,1915-06-10,0,Blue Ridge,regular,,Gettysburg,,,Hagerstown,,,,,,final,,,1915/1915-FP/BLRI-19150607.txt,"Frederick Post, June 11, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNDYKFY,1915-06-10,0,Blue Ridge,regular,,Hanover,,,Martinsburg,,,,,,final,,,1915/1915-FP/BLRI-19150607.txt,"Frederick Post, June 11, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
