game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
XTJCZPP,1915,Blue Ridge League,1915-07-12,0,regular,P8322058,Glatts,
MFZGCNG,1915,Blue Ridge League,1915-07-15,0,regular,P6536874,McAtee,
SSVBHGX,1915,Blue Ridge League,1915-07-16,0,regular,P6536874,McAtee,
KNMXFLM,1915,Blue Ridge League,1915-07-16,0,regular,P8322058,Glatts,
ZKRYMVS,1915,Blue Ridge League,1915-07-17,0,regular,P6536874,McAtee,
YMBYBWT,1915,Blue Ridge League,1915-05-27,0,regular,P8322058,Glatts,
SWZJNQM,1915,Blue Ridge League,1915-05-28,0,regular,P8322058,Glatts,
YCRPFBD,1915,Blue Ridge League,1915-05-28,0,regular,P8974448,Hanks,
WLHKTFF,1915,Blue Ridge League,1915-05-29,0,regular,P8322058,Glatts,
MMFXQTB,1915,Blue Ridge League,1915-07-26,0,regular,P8322058,Glatts,
GXKNKYY,1915,Blue Ridge League,1915-07-27,0,regular,P8322058,Glatts,
LJGKVQW,1915,Blue Ridge League,1915-07-28,0,regular,P2095483,Cleary,
QKZFHWN,1915,Blue Ridge League,1915-07-29,0,regular,P2095483,Cleary,
GXZNXHL,1915,Blue Ridge League,1915-07-30,0,regular,P8322058,Glatts,
WJCMLKF,1915,Blue Ridge League,1915-07-31,0,regular,P8322058,Glatts,
BPXJKRC,1915,Blue Ridge League,1915-06-07,0,regular,P6536874,McAtee,
YBWSYPW,1915,Blue Ridge League,1915-06-08,0,regular,P6536874,McAtee,
FVWFQTN,1915,Blue Ridge League,1915-06-11,0,regular,P8322058,Glatts,
FQQBGRT,1915,Blue Ridge League,1915-06-12,0,regular,P8322058,Glatts,
DTNQBKX,1915,Blue Ridge League,1915-07-05,1,regular,P8322058,Glatts,
NGFRRBP,1915,Blue Ridge League,1915-07-05,2,regular,P8322058,Glatts,
TWTKJTN,1915,Blue Ridge League,1915-07-06,0,regular,P8974448,Hanks,
HWNLJXB,1915,Blue Ridge League,1915-07-07,1,regular,P8974448,Hanks,
HZWXCDR,1915,Blue Ridge League,1915-07-07,2,regular,P8974448,Hanks,
XZSXRDN,1915,Blue Ridge League,1915-07-08,0,regular,P8974448,Hanks,
XPXRNDQ,1915,Blue Ridge League,1915-07-09,0,regular,P6536874,McAtee,
GWPQZDF,1915,Blue Ridge League,1915-07-10,0,regular,P6536874,McAtee,
FPNGDVY,1915,Blue Ridge League,1915-06-22,0,regular,P8322058,Glatts,
RWMPZKD,1915,Blue Ridge League,1915-06-23,0,regular,P8974448,Hanks,
BHNCXYF,1915,Blue Ridge League,1915-06-24,0,regular,P8974448,Hanks,
NFQXNDZ,1915,Blue Ridge League,1915-06-25,1,regular,P8974448,Hanks,
FMZKBDV,1915,Blue Ridge League,1915-06-25,2,regular,P8974448,Hanks,
WNBJHLQ,1915,Blue Ridge League,1915-06-26,1,regular,P8974448,Hanks,
CVPYJYW,1915,Blue Ridge League,1915-08-23,0,regular,P8322058,Glatts,
NWXJQKM,1915,Blue Ridge League,1915-08-25,1,regular,P2095483,Cleary,
ZHVCBWF,1915,Blue Ridge League,1915-08-25,2,regular,P2095483,Cleary,
NDRSYWQ,1915,Blue Ridge League,1915-08-26,1,regular,P4818656,Greenwell,
NDRSYWQ,1915,Blue Ridge League,1915-08-26,1,regular,P3045987,Stevens,
KVYVWVS,1915,Blue Ridge League,1915-08-26,2,regular,P4818656,Greenwell,
GDTTFQX,1915,Blue Ridge League,1915-06-29,0,regular,P8974448,Hanks,
DZXHCGB,1915,Blue Ridge League,1915-07-01,0,regular,P8974448,Hanks,
GMCXSJM,1915,Blue Ridge League,1915-07-02,0,regular,P8322058,Glatts,
PJWGLXJ,1915,Blue Ridge League,1915-07-03,0,regular,P8322058,Glatts,
RKLFRSW,1915,Blue Ridge League,1915-05-31,2,regular,P8974448,Hanks,
ZVLSLYM,1915,Blue Ridge League,1915-06-05,0,regular,P8322058,Glatts,
GTMGGYD,1915,Blue Ridge League,1915-08-03,0,regular,P2097348,Stradford,
WYGKPPY,1915,Blue Ridge League,1915-08-06,0,regular,P8322058,Glatts,
WYGKPPY,1915,Blue Ridge League,1915-08-06,0,regular,P9856724,Stratford,
MRYCRVD,1915,Blue Ridge League,1915-08-09,0,regular,P2095483,Cleary,
VFPNXDM,1915,Blue Ridge League,1915-08-10,0,regular,P2095483,Cleary,
SSMVTWL,1915,Blue Ridge League,1915-08-12,0,regular,P2095483,Cleary,
NHDHZXF,1915,Blue Ridge League,1915-08-13,0,regular,P8560084,Stafford,
NHDHZXF,1915,Blue Ridge League,1915-08-13,0,regular,P2095483,Cleary,
GTTMFTG,1915,Blue Ridge League,1915-08-14,0,regular,P2095483,Cleary,
QYDNNHW,1915,Blue Ridge League,1915-08-14,0,regular,P1494312,Derr,
HYXJWSS,1915,Blue Ridge League,1915-08-14,0,regular,P8322058,Glatts,
VWRGNCK,1915,Blue Ridge League,1915-07-19,0,regular,P8322058,Glatts,
QFJXQMH,1915,Blue Ridge League,1915-07-19,0,regular,P2095483,Cleary,
BFTJNDV,1915,Blue Ridge League,1915-07-21,0,regular,P6536874,McAtee,
BFTJNDV,1915,Blue Ridge League,1915-07-21,0,regular,P1494312,Derr,
KDFFLFW,1915,Blue Ridge League,1915-07-22,0,regular,P6536874,McAtee,
KDFFLFW,1915,Blue Ridge League,1915-07-22,0,regular,P1494312,Derr,
DHMKMMB,1915,Blue Ridge League,1915-07-23,0,regular,P2095483,Cleary,
XNGZZXX,1915,Blue Ridge League,1915-06-17,0,regular,P8322058,Glatts,
QYNVVKY,1915,Blue Ridge League,1915-06-19,1,regular,P8322058,Glatts,
NSCYVDV,1915,Blue Ridge League,1915-06-19,2,regular,P8164214,Glats,
BWNBWWL,1915,Blue Ridge League,1915-08-16,0,regular,P2095483,Cleary,
HFYXKQC,1915,Blue Ridge League,1915-08-16,0,regular,P1494312,Derr,
QCKKYXL,1915,Blue Ridge League,1915-08-17,0,regular,P2095483,Cleary,
LXSQTQZ,1915,Blue Ridge League,1915-08-18,1,regular,P2095483,Cleary,
DRZMWYR,1915,Blue Ridge League,1915-08-18,2,regular,P2095483,Cleary,
TNJXYHF,1915,Blue Ridge League,1915-08-20,0,regular,P8322058,Glatts,
