game.key,league.year,league.name,game.date,game.number,game.phase,name.last,name.first
MRGJPQV,1911,Carolina Association,1911-05-06,0,regular,O'Brien,
CQNMVBC,1911,Carolina Association,1911-05-20,0,regular,Brandt,
