team.league,team.key,team.name,source,key,gloss.name.last,gloss.name.first,person.name.last,person.name.first,person.seq,pos
California Winter League,CWLCHI,Chicago,1915-SDU,19151106-CWLCHI-CWLSDG-0,,,Bachman,,a06,2b
California Winter League,CWLCHI,Chicago,1915-SDU,19151107-CWLCHI-CWLSDG-0,,,Bachman,,a06,2b
California Winter League,CWLCHI,Chicago,1915-SDU,19151113-CWLCCL-CWLCHI-0,,,Bachman,,b06,2b
California Winter League,CWLCHI,Chicago,1915-SDU,19151114-CWLCCL-CWLCHI-0,,,Bachman,,b06,2b
California Winter League,CWLCHI,Chicago,1915-SBN,19151120-CWLCHI-CWLSBR-0,,,Bachman,,a06,2b
California Winter League,CWLCHI,Chicago,1915-SDU,19151125-CWLCHI-CWLSDG-0,,,Bachman,,a06,2b
California Winter League,CWLCHI,Chicago,1915-SDU,19151127-CWLCHI-CWLSDG-0,,,Bachman,,a06,2b
California Winter League,CWLCHI,Chicago,1915-SDU,19151128-CWLCHI-CWLSDG-0,,,Bachman,,a06,2b
California Winter League,CWLCHI,Chicago,1915-SDU,19151218-CWLCHI-CWLSDG-0,,,Bachman,,a06,2b
California Winter League,CWLCHI,Chicago,1915-SDU,19151219-CWLCHI-CWLSDG-0,,,Bachman,,a06,2b
California Winter League,CWLCHI,Chicago,1915-SDU,19151225-CWLCHI-CWLSDG-0,,,Bachman,,a06,2b
California Winter League,CWLCHI,Chicago,1915-SDU,19151226-CWLCHI-CWLSDG-0,,,Bachman,,a06,2b
California Winter League,CWLCHI,Chicago,1915-SDU,19151106-CWLCHI-CWLSDG-0,,,Barber,,a00,3b
California Winter League,CWLCHI,Chicago,1915-SDU,19151107-CWLCHI-CWLSDG-0,,,Barber,,a00,3b
California Winter League,CWLCHI,Chicago,1915-SDU,19151113-CWLCCL-CWLCHI-0,,,Barber,,b00,3b
California Winter League,CWLCHI,Chicago,1915-SDU,19151114-CWLCCL-CWLCHI-0,,,Barber,,b00,3b
California Winter League,CWLCHI,Chicago,1915-SBN,19151120-CWLCHI-CWLSBR-0,,,Barber,,a00,3b
California Winter League,CWLCHI,Chicago,1915-SBN,19151121-CWLCHI-CWLSBR-0,,,Barber,,a00,3b
California Winter League,CWLCHI,Chicago,1915-SDU,19151125-CWLCHI-CWLSDG-0,,,Barber,,a00,3b
California Winter League,CWLCHI,Chicago,1915-SDU,19151127-CWLCHI-CWLSDG-0,,,Barber,,a00,3b
California Winter League,CWLCHI,Chicago,1915-SDU,19151128-CWLCHI-CWLSDG-0,,,Barber,,a00,3b
California Winter League,CWLCHI,Chicago,1915-SBN,19151205-CWLCCL-CWLCHI-0,,,Barber,,a00,3b
California Winter League,CWLCHI,Chicago,1915-SBN,19151212-CWLCHI-CWLSBR-0,,,Barber,,a00,3b
California Winter League,CWLCHI,Chicago,1915-SDU,19151218-CWLCHI-CWLSDG-0,,,Barber,,a00,3b
California Winter League,CWLCHI,Chicago,1915-SDU,19151219-CWLCHI-CWLSDG-0,,,Barber,,a00,3b
California Winter League,CWLCHI,Chicago,1915-SDU,19151225-CWLCHI-CWLSDG-0,,,Barber,,a00,3b
California Winter League,CWLCHI,Chicago,1915-SDU,19151226-CWLCHI-CWLSDG-0,,,Barber,,a00,3b
California Winter League,CWLCHI,Chicago,1915-SBN,19151121-CWLCHI-CWLSBR-0,Bachman,,Bauchman,,a06,2b
California Winter League,CWLCHI,Chicago,1915-SBN,19151205-CWLCCL-CWLCHI-0,Bachman,,Bauchman,,a06,2b
California Winter League,CWLCHI,Chicago,1915-SBN,19151212-CWLCHI-CWLSBR-0,Bachman,,Bauchman,,a06,2b
California Winter League,CWLCHI,Chicago,1915-SBN,19151121-CWLCHI-CWLSBR-0,,,Brazelton,,a08,c
California Winter League,CWLCHI,Chicago,1915-SDU,19151128-CWLCHI-CWLSDG-0,,,Brazelton,,a08,c
California Winter League,CWLCHI,Chicago,1915-SBN,19151205-CWLCCL-CWLCHI-0,,,Brazelton,,a07,c
California Winter League,CWLCHI,Chicago,1915-SDU,19151113-CWLCCL-CWLCHI-0,Brazelton,,Brazleton,,b07,c
California Winter League,CWLCHI,Chicago,1915-SDU,19151114-CWLCCL-CWLCHI-0,Brazelton,,Brazleton,,b09,ph
California Winter League,CWLCHI,Chicago,1915-SDU,19151107-CWLCHI-CWLSDG-0,,,Clarkson,,a11,ph
California Winter League,CWLCHI,Chicago,1915-SDU,19151107-CWLCHI-CWLSDG-0,,,Deakens,,a07,ph
California Winter League,CWLCHI,Chicago,1915-SBN,19151120-CWLCHI-CWLSBR-0,Dismukes,,Dismiskus,,a08,p
California Winter League,CWLCHI,Chicago,1915-SBN,19151212-CWLCHI-CWLSBR-0,Dismukes,,Dismuke,,a09,p
California Winter League,CWLCHI,Chicago,1915-SDU,19151107-CWLCHI-CWLSDG-0,Dismukes,,Dixmude,,a09,p
California Winter League,CWLCHI,Chicago,1915-SDU,19151128-CWLCHI-CWLSDG-0,Dismukes,,Dixmude,,a09,p
California Winter League,CWLCHI,Chicago,1915-SDU,19151218-CWLCHI-CWLSDG-0,Dismukes,,Dixmudes,,a08,p
California Winter League,CWLCHI,Chicago,1915-SDU,19151114-CWLCCL-CWLCHI-0,Dismukes,,Dixmukes,,b10,p
California Winter League,CWLCHI,Chicago,1915-SDU,19151106-CWLCHI-CWLSDG-0,,,Duncan,,a02,rf
California Winter League,CWLCHI,Chicago,1915-SDU,19151107-CWLCHI-CWLSDG-0,,,Duncan,,a02,rf
