league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1915,Blue Ridge League,regular,P2095483,Cleary,,1915-07-19,1915-08-25,15
1915,Blue Ridge League,regular,P1494312,Derr,,1915-07-21,1915-08-16,4
1915,Blue Ridge League,regular,P8164214,Glats,,1915-06-19,1915-06-19,1
1915,Blue Ridge League,regular,P8322058,Glatts,,1915-05-27,1915-08-23,24
1915,Blue Ridge League,regular,P4818656,Greenwell,,1915-08-26,1915-08-26,2
1915,Blue Ridge League,regular,P8974448,Hanks,,1915-05-28,1915-07-08,13
1915,Blue Ridge League,regular,P6536874,McAtee,,1915-06-07,1915-07-22,9
1915,Blue Ridge League,regular,P8560084,Stafford,,1915-08-13,1915-08-13,1
1915,Blue Ridge League,regular,P3045987,Stevens,,1915-08-26,1915-08-26,1
1915,Blue Ridge League,regular,P2097348,Stradford,,1915-08-03,1915-08-03,1
1915,Blue Ridge League,regular,P9856724,Stratford,,1915-08-06,1915-08-06,1
