game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
MCPKSGK,1910,Central Kansas League,1910-05-17,0,regular,P7490745,Norment,
MCPKSGK,1910,Central Kansas League,1910-05-17,0,regular,P2312569,Rice,
DNGQFMS,1910,Central Kansas League,1910-05-18,0,regular,P7490745,Norment,
DNGQFMS,1910,Central Kansas League,1910-05-18,0,regular,P2312569,Rice,
BKHWHBP,1910,Central Kansas League,1910-05-19,0,regular,P2312569,Rice,
BKHWHBP,1910,Central Kansas League,1910-05-19,0,regular,P1841187,Wayman,
DPGYYJX,1910,Central Kansas League,1910-05-20,0,regular,P2312569,Rice,
DPGYYJX,1910,Central Kansas League,1910-05-20,0,regular,P1841187,Wayman,
KXVFLXX,1910,Central Kansas League,1910-05-21,0,regular,P2312569,Rice,
GGDYKMX,1910,Central Kansas League,1910-05-25,0,regular,P1702491,Snider,
TBSGLWY,1910,Central Kansas League,1910-06-02,0,regular,P2259782,Wayland,
BNXTSLQ,1910,Central Kansas League,1910-06-04,0,regular,P1094603,Mythen,
FXYJKZY,1910,Central Kansas League,1910-06-13,0,regular,P2142022,Graham,
FPBCYWB,1910,Central Kansas League,1910-06-16,0,regular,P9514863,Hamlin,
RXBQBMQ,1910,Central Kansas League,1910-06-17,0,regular,P9514863,Hamlin,
RYLMFZR,1910,Central Kansas League,1910-06-18,0,regular,P9514863,Hamlin,
JQPRGCH,1910,Central Kansas League,1910-06-25,0,regular,P1331563,Snyder,
