league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,S_FIRST,S_LAST,U_G
1911,Kansas State League,regular,P6196396,Kuhagen,,1911-06-25,1911-06-25,1
1911,Kansas State League,regular,P5211926,Salm,,1911-06-25,1911-06-25,1
